Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.11,202.01,0.12,200.01,0.09
0.40,200.04,0.22,202.05,0.23,200.04,0.18
0.60,200.10,0.33,202.10,0.35,200.08,0.26
0.80,200.17,0.43,202.19,0.46,200.14,0.35
1.00,200.27,0.54,202.29,0.58,200.22,0.44
1.20,200.39,0.65,202.42,0.69,200.32,0.53
1.40,200.53,0.76,202.57,0.80,200.43,0.61
1.60,200.69,0.86,202.74,0.92,200.56,0.70
1.80,200.88,0.97,202.93,1.03,200.71,0.78
2.00,201.08,1.07,203.15,1.14,200.88,0.87
2.20,201.30,1.17,203.39,1.25,201.06,0.95
2.40,201.55,1.27,203.65,1.36,201.26,1.03
2.60,201.81,1.37,203.93,1.46,201.47,1.12
2.80,202.10,1.47,204.23,1.57,201.70,1.20
3.00,202.40,1.57,204.56,1.67,201.95,1.28
3.20,202.73,1.67,204.90,1.77,202.21,1.35
3.40,203.07,1.76,205.27,1.87,202.49,1.43
3.60,203.43,1.85,205.65,1.97,202.79,1.50
3.80,203.81,1.94,206.06,2.07,203.09,1.58
4.00,204.21,2.03,206.48,2.16,203.42,1.65
4.20,204.62,2.12,206.92,2.26,203.75,1.72
4.40,205.05,2.20,207.38,2.35,204.11,1.79
4.60,205.50,2.29,207.86,2.43,204.47,1.86
4.80,205.97,2.37,208.35,2.52,204.85,1.92
5.00,206.45,2.44,208.87,2.60,205.24,1.98
5.20,206.95,2.52,209.39,2.68,205.64,2.04
5.40,207.46,2.59,209.94,2.76,206.06,2.10
5.60,207.98,2.66,210.50,2.83,206.48,2.16
5.80,208.52,2.73,211.07,2.90,206.92,2.22
6.00,209.07,2.79,211.66,2.97,207.37,2.27
6.20,209.64,2.85,212.26,3.04,207.83,2.32
6.40,210.21,2.91,212.87,3.10,208.30,2.37
