RelativeTime_s,AbsoluteTimestamp_ISO8601
0,2026-07-16T16:29:20.605000
0.002,2026-07-16T16:29:20.607000
0.004,2026-07-16T16:29:20.609000
0.006,2026-07-16T16:29:20.611000
0.008,2026-07-16T16:29:20.613000
0.01,2026-07-16T16:29:20.615000
0.012,2026-07-16T16:29:20.617000
0.014,2026-07-16T16:29:20.619000
0.016,2026-07-16T16:29:20.621000
0.018,2026-07-16T16:29:20.623000
0.02,2026-07-16T16:29:20.625000
0.022,2026-07-16T16:29:20.627000
0.024,2026-07-16T16:29:20.629000
0.026,2026-07-16T16:29:20.631000
0.028,2026-07-16T16:29:20.633000
0.03,2026-07-16T16:29:20.635000
0.032,2026-07-16T16:29:20.637000
0.034,2026-07-16T16:29:20.639000
0.036,2026-07-16T16:29:20.641000
0.038,2026-07-16T16:29:20.643000
0.04,2026-07-16T16:29:20.645000
0.042,2026-07-16T16:29:20.647000
0.044,2026-07-16T16:29:20.649000
0.046,2026-07-16T16:29:20.651000
0.048,2026-07-16T16:29:20.653000
0.05,2026-07-16T16:29:20.655000
0.052,2026-07-16T16:29:20.657000
0.054,2026-07-16T16:29:20.659000
0.056,2026-07-16T16:29:20.661000
0.058,2026-07-16T16:29:20.663000
0.06,2026-07-16T16:29:20.665000
0.062,2026-07-16T16:29:20.667000
0.064,2026-07-16T16:29:20.669000
0.066,2026-07-16T16:29:20.671000
0.068,2026-07-16T16:29:20.673000
0.07,2026-07-16T16:29:20.675000
0.072,2026-07-16T16:29:20.677000
0.074,2026-07-16T16:29:20.679000
0.076,2026-07-16T16:29:20.681000
0.078,2026-07-16T16:29:20.683000
0.08,2026-07-16T16:29:20.685000
0.082,2026-07-16T16:29:20.687000
0.084,2026-07-16T16:29:20.689000
0.086,2026-07-16T16:29:20.691000
0.088,2026-07-16T16:29:20.693000
0.09,2026-07-16T16:29:20.695000
0.092,2026-07-16T16:29:20.697000
0.094,2026-07-16T16:29:20.699000
0.096,2026-07-16T16:29:20.701000
0.098,2026-07-16T16:29:20.703000
0.1,2026-07-16T16:29:20.705000
0.102,2026-07-16T16:29:20.707000
0.104,2026-07-16T16:29:20.709000
0.106,2026-07-16T16:29:20.711000
0.108,2026-07-16T16:29:20.713000
0.11,2026-07-16T16:29:20.715000
0.112,2026-07-16T16:29:20.717000
0.114,2026-07-16T16:29:20.719000
0.116,2026-07-16T16:29:20.721000
0.118,2026-07-16T16:29:20.723000
0.12,2026-07-16T16:29:20.725000
0.122,2026-07-16T16:29:20.727000
0.124,2026-07-16T16:29:20.729000
0.126,2026-07-16T16:29:20.731000
0.128,2026-07-16T16:29:20.733000
0.13,2026-07-16T16:29:20.735000
0.132,2026-07-16T16:29:20.737000
0.134,2026-07-16T16:29:20.739000
0.136,2026-07-16T16:29:20.741000
0.138,2026-07-16T16:29:20.743000
0.14,2026-07-16T16:29:20.745000
0.142,2026-07-16T16:29:20.747000
0.144,2026-07-16T16:29:20.749000
0.146,2026-07-16T16:29:20.751000
0.148,2026-07-16T16:29:20.753000
0.15,2026-07-16T16:29:20.755000
0.152,2026-07-16T16:29:20.757000
0.154,2026-07-16T16:29:20.759000
0.156,2026-07-16T16:29:20.761000
0.158,2026-07-16T16:29:20.763000
0.16,2026-07-16T16:29:20.765000
0.162,2026-07-16T16:29:20.767000
0.164,2026-07-16T16:29:20.769000
0.166,2026-07-16T16:29:20.771000
0.168,2026-07-16T16:29:20.773000
0.17,2026-07-16T16:29:20.775000
0.172,2026-07-16T16:29:20.777000
0.174,2026-07-16T16:29:20.779000
0.176,2026-07-16T16:29:20.781000
0.178,2026-07-16T16:29:20.783000
0.18,2026-07-16T16:29:20.785000
0.182,2026-07-16T16:29:20.787000
0.184,2026-07-16T16:29:20.789000
0.186,2026-07-16T16:29:20.791000
0.188,2026-07-16T16:29:20.793000
0.19,2026-07-16T16:29:20.795000
0.192,2026-07-16T16:29:20.797000
