Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.09,202.01,0.11,200.01,0.08
0.40,200.04,0.19,202.04,0.22,200.03,0.16
0.60,200.08,0.28,202.10,0.33,200.07,0.23
0.80,200.15,0.37,202.17,0.43,200.12,0.31
1.00,200.23,0.47,202.27,0.54,200.19,0.39
1.20,200.34,0.56,202.39,0.65,200.28,0.46
1.40,200.46,0.65,202.53,0.76,200.38,0.54
1.60,200.60,0.74,202.69,0.86,200.50,0.62
1.80,200.76,0.83,202.88,0.97,200.63,0.69
2.00,200.93,0.92,203.08,1.07,200.77,0.77
2.20,201.12,1.01,203.30,1.17,200.93,0.84
2.40,201.34,1.10,203.55,1.27,201.11,0.91
2.60,201.56,1.19,203.81,1.37,201.30,0.98
2.80,201.81,1.27,204.10,1.47,201.50,1.06
3.00,202.07,1.36,204.40,1.57,201.72,1.13
3.20,202.35,1.44,204.73,1.67,201.95,1.19
3.40,202.65,1.52,205.07,1.76,202.20,1.26
3.60,202.96,1.60,205.43,1.85,202.46,1.33
3.80,203.29,1.68,205.81,1.94,202.73,1.39
4.00,203.63,1.75,206.21,2.03,203.01,1.46
4.20,203.99,1.83,206.62,2.12,203.31,1.52
4.40,204.36,1.90,207.06,2.20,203.62,1.58
4.60,204.75,1.97,207.51,2.29,203.94,1.64
4.80,205.15,2.04,207.97,2.37,204.28,1.69
5.00,205.57,2.11,208.45,2.44,204.62,1.75
5.20,205.99,2.17,208.95,2.52,204.98,1.80
5.40,206.43,2.24,209.46,2.59,205.34,1.86
5.60,206.89,2.30,209.98,2.66,205.72,1.91
5.80,207.35,2.35,210.52,2.73,206.11,1.95
6.00,207.83,2.41,211.08,2.79,206.50,2.00
6.20,208.32,2.46,211.64,2.85,206.91,2.04
6.40,208.81,2.51,212.22,2.91,207.32,2.09
6.60,209.32,2.56,212.81,2.97,207.74,2.13
6.80,209.84,2.61,213.41,3.02,208.17,2.16
7.00,210.36,2.65,214.01,3.07,208.61,2.20
7.20,210.90,2.69,214.63,3.12,209.05,2.23
7.40,211.44,2.73,215.26,3.16,209.50,2.27
7.60,211.99,2.76,215.90,3.20,209.96,2.29
7.80,212.55,2.80,216.54,3.24,210.42,2.32
8.00,213.11,2.82,217.20,3.27,210.88,2.35
8.20,213.68,2.85,217.85,3.30,211.36,2.37
8.40,214.25,2.87,218.52,3.33,211.83,2.39
8.60,214.83,2.90,219.19,3.36,212.31,2.40
8.80,215.41,2.91,219.86,3.38,212.79,2.42
9.00,215.99,2.93,220.54,3.39,213.28,2.43
9.20,216.58,2.94,221.22,3.41,213.76,2.44
9.40,217.17,2.95,221.90,3.42,214.25,2.45
9.60,217.76,2.95,222.58,3.42,214.74,2.45
9.80,218.35,2.96,223.27,3.43,215.23,2.46
10.00,218.94,2.96,223.96,3.43,215.73,2.46
10.20,219.53,2.95,224.64,3.42,216.22,2.45
10.40,220.12,2.95,225.33,3.42,216.71,2.45
10.60,220.71,2.94,226.01,3.41,217.20,2.44
10.80,221.30,2.93,226.69,3.39,217.68,2.43
11.00,221.88,2.91,227.37,3.38,218.17,2.42
11.20,222.46,2.90,228.04,3.36,218.65,2.40
11.40,223.04,2.87,228.71,3.33,219.13,2.39
11.60,223.61,2.85,229.37,3.30,219.61,2.37
11.80,224.18,2.82,230.03,3.27,220.08,2.35
12.00,224.74,2.80,230.68,3.24,220.54,2.32
12.20,225.30,2.76,231.33,3.20,221.01,2.29
12.40,225.85,2.73,231.96,3.16,221.46,2.27
12.60,226.39,2.69,232.59,3.12,221.91,2.23
12.80,226.92,2.65,233.21,3.07,222.35,2.20
13.00,227.45,2.61,233.82,3.02,222.79,2.16
13.20,227.97,2.56,234.42,2.97,223.22,2.13
13.40,228.47,2.51,235.01,2.91,223.64,2.09
13.60,228.97,2.46,235.58,2.85,224.06,2.04
13.80,229.46,2.41,236.15,2.79,224.46,2.00
14.00,229.94,2.35,236.70,2.73,224.86,1.95
14.20,230.40,2.30,237.24,2.66,225.24,1.91
14.40,230.85,2.24,237.77,2.59,225.62,1.86
14.60,231.29,2.17,238.28,2.52,225.98,1.80
14.80,231.72,2.11,238.77,2.44,226.34,1.75
15.00,232.14,2.04,239.25,2.37,226.68,1.69
15.20,232.54,1.97,239.72,2.29,227.02,1.64
15.40,232.93,1.90,240.17,2.20,227.34,1.58
15.60,233.30,1.83,240.60,2.12,227.65,1.52
15.80,233.66,1.75,241.02,2.03,227.95,1.46
16.00,234.00,1.68,241.41,1.94,228.23,1.39
16.20,234.33,1.60,241.79,1.85,228.50,1.33
16.40,234.64,1.52,242.16,1.76,228.76,1.26
16.60,234.94,1.44,242.50,1.67,229.01,1.19
16.80,235.22,1.36,242.82,1.57,229.24,1.13
17.00,235.48,1.27,243.13,1.47,229.46,1.06
17.20,235.72,1.19,243.41,1.37,229.66,0.98
17.40,235.95,1.10,243.68,1.27,229.85,0.91
17.60,236.16,1.01,243.92,1.17,230.03,0.84
17.80,236.36,0.92,244.15,1.07,230.19,0.77
18.00,236.53,0.83,244.35,0.97,230.33,0.69
18.20,236.69,0.74,244.53,0.86,230.46,0.62
18.40,236.83,0.65,244.69,0.76,230.58,0.54
18.60,236.95,0.56,244.83,0.65,230.68,0.46
18.80,237.05,0.47,244.95,0.54,230.77,0.39
19.00,237.14,0.37,245.05,0.43,230.84,0.31
19.20,237.20,0.28,245.13,0.33,230.89,0.23
19.40,237.25,0.19,245.18,0.22,230.93,0.16
19.60,237.28,0.09,245.21,0.11,230.95,0.08
19.80,237.29,0.02,245.22,0.03,230.96,0.02
20.00,237.29,-0.12,245.22,-1.22,230.96,0.02
20.20,237.24,-0.32,244.74,-2.65,230.97,0.03
20.40,237.16,-0.47,244.16,-3.21,230.97,0.04
20.60,237.05,-0.60,243.46,-3.84,230.98,0.13
20.80,236.92,-0.59,242.63,-4.28,231.02,0.28
21.00,236.82,-0.43,241.74,-4.35,231.09,0.38
21.20,236.75,-0.26,240.89,-4.04,231.17,0.22
21.40,236.71,-0.32,240.13,-3.50,231.18,-0.35
21.60,236.62,-0.82,239.49,-2.99,231.03,-1.32
21.80,236.38,-1.74,238.93,-2.66,230.66,-2.44
22.00,235.93,-2.82,238.42,-2.43,230.05,-3.38
22.20,235.25,-3.76,237.96,-2.08,229.30,-3.86
22.40,234.42,-4.31,237.59,-1.50,228.51,-3.84
22.60,233.53,-4.45,237.36,-0.93,227.76,-3.55
22.80,232.64,-4.35,237.22,-0.78,227.09,-3.24
23.00,231.79,-4.25,237.04,-1.32,226.47,-3.05
23.20,230.94,-4.35,236.69,-2.47,225.87,-2.97
23.40,230.05,-4.74,236.06,-3.88,225.28,-2.96
23.60,229.05,-5.34,235.14,-5.09,224.69,-3.03
23.80,227.91,-5.97,234.02,-5.76,224.07,-3.19
24.00,226.66,-6.48,232.84,-5.76,223.41,-3.43
24.20,225.32,-6.76,231.72,-5.21,222.70,-3.67
24.40,223.96,-6.82,230.75,-4.42,221.94,-3.79
24.60,222.60,-6.76,229.95,-3.74,221.18,-3.75
24.80,221.25,-6.69,229.26,-3.49,220.44,-3.62
25.00,219.92,-6.75,228.56,-3.78,219.73,-3.56
25.20,218.55,-7.02,227.74,-4.40,219.02,-3.67
25.40,217.11,-7.56,226.80,-4.82,218.27,-3.85
