Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.10,202.01,0.10,200.01,0.09
0.40,200.04,0.21,202.04,0.20,200.04,0.19
0.60,200.09,0.31,202.09,0.30,200.08,0.28
0.80,200.17,0.41,202.16,0.40,200.15,0.37
1.00,200.26,0.52,202.25,0.50,200.23,0.47
1.20,200.37,0.62,202.36,0.60,200.34,0.56
1.40,200.51,0.72,202.49,0.69,200.46,0.65
1.60,200.66,0.82,202.64,0.79,200.60,0.74
1.80,200.84,0.92,202.80,0.89,200.75,0.83
2.00,201.03,1.02,202.99,0.98,200.93,0.92
2.20,201.25,1.12,203.20,1.08,201.12,1.01
2.40,201.48,1.22,203.42,1.17,201.33,1.09
2.60,201.73,1.31,203.66,1.26,201.56,1.18
2.80,202.00,1.41,203.92,1.35,201.80,1.27
3.00,202.30,1.50,204.20,1.44,202.06,1.35
3.20,202.60,1.59,204.50,1.53,202.34,1.43
3.40,202.93,1.68,204.81,1.62,202.64,1.51
3.60,203.28,1.77,205.15,1.70,202.95,1.59
3.80,203.64,1.86,205.49,1.78,203.27,1.67
4.00,204.02,1.94,205.86,1.86,203.62,1.75
4.20,204.42,2.02,206.24,1.94,203.97,1.82
4.40,204.83,2.11,206.64,2.02,204.34,1.89
4.60,205.26,2.18,207.05,2.10,204.73,1.96
4.80,205.70,2.26,207.48,2.17,205.13,2.03
5.00,206.16,2.33,207.92,2.24,205.54,2.10
5.20,206.64,2.41,208.37,2.31,205.97,2.16
5.40,207.13,2.48,208.84,2.38,206.41,2.23
5.60,207.63,2.54,209.32,2.44,206.86,2.29
5.80,208.14,2.61,209.82,2.50,207.32,2.34
6.00,208.67,2.67,210.32,2.56,207.80,2.40
6.20,209.21,2.73,210.84,2.62,208.28,2.45
6.40,209.76,2.78,211.37,2.67,208.78,2.50
6.60,210.32,2.84,211.91,2.72,209.29,2.55
6.80,210.90,2.89,212.46,2.77,209.80,2.60
7.00,211.48,2.94,213.02,2.82,210.32,2.64
7.20,212.07,2.98,213.59,2.86,210.86,2.68
7.40,212.67,3.02,214.16,2.90,211.40,2.72
7.60,213.28,3.06,214.75,2.94,211.94,2.75
7.80,213.90,3.10,215.34,2.97,212.50,2.78
8.00,214.52,3.13,215.94,3.00,213.06,2.81
8.20,215.15,3.16,216.54,3.03,213.62,2.84
8.40,215.78,3.18,217.15,3.06,214.19,2.86
