phase,epi,trans,endo
0.0000,238.2531,248.0000,230.2442
0.0101,238.4416,248.0000,230.1468
0.0202,238.5761,248.0000,229.9546
0.0303,238.5801,248.0000,229.5812
0.0404,238.3657,248.0000,228.9797
0.0505,237.8812,247.9747,228.1818
0.0606,237.1509,247.5830,227.2915
0.0707,236.2667,247.3057,226.4210
0.0808,235.3383,247.1219,225.6286
0.0909,234.4413,246.9026,224.9183
0.1010,233.5903,246.4860,224.2786
0.1111,232.7448,245.7480,223.7040
0.1212,231.8370,244.6367,223.1864
0.1313,230.8069,243.1786,222.7006
0.1414,229.6277,241.4767,222.2070
0.1515,228.3141,239.6999,221.6697
0.1616,226.9123,238.0435,221.0780
0.1717,225.4771,236.6539,220.4552
0.1818,224.0493,235.5556,219.8405
0.1919,222.6428,234.6346,219.2535
0.2020,221.2452,233.7030,218.6731
0.2121,219.8280,232.6129,218.0563
0.2222,218.3551,231.3480,217.3784
0.2323,216.7863,230.0315,216.6538
0.2424,215.0778,228.8444,215.9207
0.2525,213.1915,227.9136,215.2099
0.2626,211.1163,227.2492,214.5309
0.2727,208.8941,226.7689,213.8892
0.2828,206.6346,226.3709,213.3091
0.2929,204.5024,225.9868,212.8322
0.3030,202.6792,225.5923,212.4951
0.3131,201.3191,225.1945,212.3089
0.3232,200.5155,224.8192,212.2537
0.3333,200.2926,224.5020,212.2809
0.3434,200.6145,224.2793,212.3223
0.3535,201.3988,224.1829,212.3092
0.3636,202.5316,224.2416,212.1993
0.3737,203.8882,224.4853,211.9982
0.3838,205.3657,224.9394,211.7637
0.3939,206.9169,225.6041,211.5887
0.4040,208.5575,226.4369,211.5694
0.4141,210.3316,227.3606,211.7758
0.4242,212.2507,228.2871,212.2363
0.4343,214.2515,229.1364,212.9400
0.4444,216.2066,229.8450,213.8496
0.4545,217.9813,230.3803,214.9130
0.4646,219.4983,230.7624,216.0777
0.4747,220.7625,231.0733,217.3075
0.4848,221.8382,231.4324,218.5832
0.4949,222.8029,231.9457,219.8767
0.5051,223.7126,232.6654,221.1262
0.5152,224.5922,233.5895,222.2579
0.5253,225.4457,234.6931,223.2370
0.5354,226.2678,235.9510,224.0889
0.5455,227.0487,237.3298,224.8627
0.5556,227.7738,238.7665,225.5765
0.5657,228.4258,240.1647,226.1969
0.5758,228.9907,241.4195,226.6683
0.5859,229.4648,242.4583,226.9587
0.5960,229.8582,243.2661,227.0837
0.6061,230.1913,243.8799,227.0936
0.6162,230.4869,244.3574,227.0467
0.6263,230.7630,244.7454,226.9902
0.6364,231.0290,245.0674,226.9534
0.6465,231.2856,245.3336,226.9481
0.6566,231.5288,245.5533,226.9729
0.6667,231.7545,245.7395,227.0205
0.6768,231.9613,245.9044,227.0835
0.6869,232.1514,246.0558,227.1566
0.6970,232.3292,246.1983,227.2347
0.7071,232.5010,246.3368,227.3103
0.7172,232.6728,246.4773,227.3731
0.7273,232.8492,246.6234,227.4131
0.7374,233.0307,246.7697,227.4255
0.7475,233.2135,246.8993,227.4128
0.7576,233.3898,246.9902,227.3828
0.7677,233.5502,247.0313,227.3437
0.7778,233.6868,247.0395,227.2985
0.7879,233.7960,247.0611,227.2435
0.7980,233.8801,247.1475,227.1724
0.8081,233.9466,247.3225,227.0838
0.8182,234.0084,247.5733,226.9856
0.8283,234.0837,247.8712,226.8932
0.8384,234.1927,248.0000,226.8235
0.8485,234.3520,248.0000,226.7915
0.8586,234.5669,248.0000,226.8105
0.8687,234.8278,248.0000,226.8940
0.8788,235.1128,248.0000,227.0553
0.8889,235.3972,248.0000,227.3050
0.8990,235.6632,248.0000,227.6517
0.9091,235.9069,248.0000,228.1012
0.9192,236.1377,247.9939,228.6436
0.9293,236.3730,247.7314,229.2317
0.9394,236.6295,247.5063,229.7796
0.9495,236.9145,247.3802,230.1967
0.9596,237.2195,247.3894,230.4341
0.9697,237.5210,247.5206,230.5056
0.9798,237.7915,247.7222,230.4693
0.9899,238.0172,247.9423,230.3875
1.0000,238.2107,248.0000,230.2962
