Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.04,200.00,0.04
0.20,200.01,0.10,202.01,0.08,200.01,0.09
0.40,200.04,0.20,202.03,0.17,200.04,0.18
0.60,200.09,0.31,202.07,0.25,200.08,0.27
0.80,200.16,0.41,202.13,0.33,200.14,0.36
1.00,200.26,0.51,202.21,0.41,200.22,0.44
1.20,200.37,0.61,202.30,0.49,200.32,0.53
1.40,200.50,0.71,202.40,0.57,200.44,0.62
1.60,200.65,0.81,202.53,0.65,200.57,0.71
1.80,200.82,0.91,202.66,0.73,200.72,0.79
2.00,201.02,1.01,202.82,0.81,200.88,0.88
2.20,201.23,1.10,202.99,0.89,201.07,0.96
2.40,201.46,1.20,203.18,0.97,201.27,1.04
2.60,201.71,1.29,203.38,1.04,201.49,1.13
2.80,201.98,1.39,203.59,1.12,201.72,1.21
3.00,202.26,1.48,203.82,1.19,201.97,1.29
3.20,202.57,1.57,204.07,1.27,202.23,1.37
3.40,202.89,1.66,204.33,1.34,202.52,1.44
3.60,203.23,1.75,204.61,1.41,202.81,1.52
3.80,203.59,1.83,204.89,1.48,203.12,1.59
4.00,203.96,1.91,205.20,1.54,203.45,1.67
4.20,204.36,2.00,205.51,1.61,203.79,1.74
4.40,204.76,2.08,205.84,1.67,204.14,1.81
4.60,205.19,2.15,206.18,1.74,204.51,1.87
4.80,205.62,2.23,206.53,1.80,204.89,1.94
5.00,206.08,2.30,206.90,1.86,205.29,2.00
5.20,206.54,2.37,207.28,1.91,205.70,2.06
5.40,207.03,2.44,207.66,1.97,206.11,2.12
5.60,207.52,2.51,208.06,2.02,206.54,2.18
5.80,208.03,2.57,208.47,2.07,206.99,2.24
6.00,208.55,2.63,208.89,2.12,207.44,2.29
6.20,209.08,2.69,209.32,2.17,207.90,2.34
6.40,209.62,2.74,209.76,2.21,208.38,2.39
6.60,210.18,2.80,210.21,2.25,208.86,2.43
6.80,210.74,2.85,210.66,2.30,209.35,2.48
7.00,211.32,2.89,211.12,2.33,209.85,2.52
7.20,211.90,2.94,211.59,2.37,210.36,2.56
7.40,212.49,2.98,212.07,2.40,210.87,2.59
7.60,213.09,3.02,212.56,2.43,211.39,2.63
7.80,213.70,3.05,213.04,2.46,211.92,2.66
8.00,214.31,3.08,213.54,2.49,212.46,2.68
8.20,214.93,3.11,214.04,2.51,212.99,2.71
8.40,215.56,3.14,214.54,2.53,213.54,2.73
8.60,216.19,3.16,215.05,2.55,214.09,2.75
8.80,216.82,3.18,215.56,2.56,214.64,2.77
9.00,217.46,3.20,216.08,2.58,215.19,2.78
9.20,218.10,3.21,216.59,2.59,215.75,2.79
9.40,218.74,3.22,217.11,2.60,216.31,2.80
9.60,219.39,3.23,217.63,2.60,216.87,2.81
9.80,220.03,3.23,218.15,2.60,217.43,2.81
10.00,220.68,3.23,218.67,2.60,218.00,2.81
10.20,221.33,3.23,219.19,2.60,218.56,2.81
10.40,221.97,3.22,219.71,2.60,219.12,2.80
10.60,222.61,3.21,220.23,2.59,219.68,2.79
10.80,223.25,3.20,220.75,2.58,220.24,2.78
11.00,223.89,3.18,221.26,2.56,220.79,2.77
11.20,224.53,3.16,221.77,2.55,221.34,2.75
11.40,225.16,3.14,222.28,2.53,221.89,2.73
11.60,225.78,3.11,222.79,2.51,222.44,2.71
11.80,226.40,3.08,223.29,2.49,222.97,2.68
12.00,227.01,3.05,223.78,2.46,223.51,2.66
12.20,227.62,3.02,224.27,2.43,224.04,2.63
