Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.08
0.40,200.04,0.20,202.04,0.21,200.03,0.15
0.60,200.09,0.29,202.10,0.32,200.07,0.23
0.80,200.16,0.39,202.17,0.42,200.12,0.30
1.00,200.24,0.49,202.26,0.53,200.19,0.38
1.20,200.35,0.59,202.38,0.63,200.27,0.45
1.40,200.48,0.68,202.52,0.74,200.37,0.52
1.60,200.62,0.78,202.67,0.84,200.48,0.60
1.80,200.79,0.87,202.85,0.94,200.61,0.67
2.00,200.97,0.97,203.05,1.04,200.75,0.74
2.20,201.18,1.06,203.27,1.14,200.90,0.81
2.40,201.40,1.15,203.51,1.24,201.07,0.88
2.60,201.64,1.24,203.77,1.34,201.26,0.95
2.80,201.89,1.33,204.04,1.44,201.46,1.02
3.00,202.17,1.42,204.34,1.53,201.67,1.09
3.20,202.46,1.50,204.66,1.62,201.89,1.16
3.40,202.77,1.59,204.99,1.72,202.13,1.22
3.60,203.10,1.67,205.34,1.81,202.38,1.29
3.80,203.44,1.75,205.71,1.89,202.65,1.35
4.00,203.80,1.83,206.10,1.98,202.92,1.41
4.20,204.17,1.91,206.50,2.06,203.21,1.47
4.40,204.56,1.99,206.92,2.15,203.51,1.53
4.60,204.97,2.06,207.36,2.23,203.82,1.59
4.80,205.39,2.13,207.82,2.30,204.14,1.64
5.00,205.82,2.20,208.28,2.38,204.48,1.70
5.20,206.27,2.27,208.77,2.45,204.82,1.75
5.40,206.73,2.34,209.27,2.52,205.18,1.80
5.60,207.20,2.40,209.78,2.59,205.54,1.85
5.80,207.69,2.46,210.30,2.66,205.92,1.89
6.00,208.19,2.52,210.84,2.72,206.30,1.94
6.20,208.70,2.58,211.39,2.78,206.69,1.98
6.40,209.22,2.63,211.95,2.84,207.09,2.02
6.60,209.75,2.68,212.53,2.89,207.50,2.06
6.80,210.29,2.73,213.11,2.94,207.92,2.10
7.00,210.84,2.77,213.70,2.99,208.34,2.13
7.20,211.40,2.81,214.31,3.04,208.77,2.17
7.40,211.96,2.85,214.92,3.08,209.21,2.20
7.60,212.54,2.89,215.54,3.12,209.65,2.22
7.80,213.12,2.92,216.17,3.16,210.10,2.25
8.00,213.71,2.95,216.80,3.19,210.55,2.27
8.20,214.30,2.98,217.44,3.22,211.01,2.29
8.40,214.90,3.01,218.09,3.25,211.47,2.31
8.60,215.50,3.03,218.74,3.27,211.93,2.33
8.80,216.11,3.05,219.40,3.29,212.40,2.34
9.00,216.72,3.06,220.05,3.31,212.87,2.36
9.20,217.34,3.07,220.72,3.32,213.34,2.37
9.40,217.95,3.08,221.38,3.33,213.81,2.37
9.60,218.57,3.09,222.05,3.34,214.29,2.38
9.80,219.19,3.09,222.72,3.34,214.77,2.38
10.00,219.81,3.09,223.38,3.34,215.24,2.38
10.20,220.42,3.09,224.05,3.34,215.72,2.38
10.40,221.04,3.08,224.72,3.33,216.19,2.37
10.60,221.66,3.07,225.38,3.32,216.67,2.37
10.80,222.27,3.06,226.05,3.31,217.14,2.36
11.00,222.88,3.05,226.71,3.29,217.61,2.34
11.20,223.49,3.03,227.36,3.27,218.08,2.33
11.40,224.09,3.01,228.01,3.25,218.54,2.31
11.60,224.69,2.98,228.66,3.22,219.00,2.29
11.80,225.29,2.95,229.30,3.19,219.46,2.27
12.00,225.87,2.92,229.94,3.16,219.91,2.25
12.20,226.46,2.89,230.56,3.12,220.36,2.22
12.40,227.03,2.85,231.18,3.08,220.80,2.20
12.60,227.60,2.81,231.80,3.04,221.24,2.17
12.80,228.16,2.77,232.40,2.99,221.67,2.13
13.00,228.70,2.73,232.99,2.94,222.09,2.10
13.20,229.25,2.68,233.58,2.89,222.51,2.06
13.40,229.78,2.63,234.15,2.84,222.91,2.02
13.60,230.30,2.58,234.71,2.78,223.31,1.98
13.80,230.81,2.52,235.26,2.72,223.71,1.94
14.00,231.30,2.46,235.80,2.66,224.09,1.89
14.20,231.79,2.40,236.32,2.59,224.46,1.85
14.40,232.26,2.34,236.84,2.52,224.83,1.80
14.60,232.73,2.27,237.33,2.45,225.18,1.75
14.80,233.17,2.20,237.82,2.38,225.53,1.70
15.00,233.61,2.13,238.29,2.30,225.86,1.64
15.20,234.03,2.06,238.74,2.23,226.18,1.59
15.40,234.43,1.99,239.18,2.15,226.50,1.53
15.60,234.82,1.91,239.60,2.06,226.80,1.47
15.80,235.20,1.83,240.00,1.98,227.09,1.41
16.00,235.56,1.75,240.39,1.89,227.36,1.35
16.20,235.90,1.67,240.76,1.81,227.62,1.29
16.40,236.23,1.59,241.11,1.72,227.88,1.22
16.60,236.53,1.50,241.45,1.62,228.11,1.16
16.80,236.83,1.42,241.76,1.53,228.34,1.09
17.00,237.10,1.33,242.06,1.44,228.55,1.02
17.20,237.36,1.24,242.34,1.34,228.75,0.95
17.40,237.60,1.15,242.59,1.24,228.93,0.88
17.60,237.82,1.06,242.83,1.14,229.10,0.81
17.80,238.02,0.97,243.05,1.04,229.26,0.74
18.00,238.20,0.87,243.25,0.94,229.40,0.67
18.20,238.37,0.78,243.43,0.84,229.53,0.60
