Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.09
0.40,200.04,0.20,202.04,0.21,200.04,0.18
0.60,200.09,0.31,202.10,0.32,200.08,0.26
0.80,200.16,0.41,202.17,0.42,200.14,0.35
1.00,200.25,0.51,202.27,0.53,200.22,0.44
1.20,200.37,0.61,202.38,0.64,200.32,0.53
1.40,200.50,0.71,202.52,0.74,200.43,0.61
1.60,200.65,0.81,202.68,0.84,200.56,0.70
1.80,200.82,0.90,202.86,0.95,200.71,0.78
2.00,201.01,1.00,203.06,1.05,200.88,0.87
2.20,201.22,1.10,203.28,1.15,201.06,0.95
2.40,201.45,1.19,203.52,1.25,201.26,1.03
2.60,201.70,1.29,203.78,1.35,201.47,1.12
2.80,201.97,1.38,204.05,1.44,201.70,1.20
3.00,202.25,1.47,204.35,1.54,201.95,1.27
3.20,202.55,1.56,204.67,1.63,202.21,1.35
3.40,202.88,1.65,205.01,1.72,202.49,1.43
3.60,203.21,1.74,205.36,1.81,202.78,1.50
3.80,203.57,1.82,205.73,1.90,203.09,1.58
4.00,203.94,1.90,206.12,1.99,203.42,1.65
4.20,204.33,1.99,206.53,2.08,203.75,1.72
4.40,204.74,2.06,206.95,2.16,204.10,1.79
4.60,205.16,2.14,207.39,2.24,204.47,1.86
4.80,205.59,2.22,207.85,2.32,204.85,1.92
5.00,206.04,2.29,208.32,2.39,205.24,1.98
5.20,206.51,2.36,208.80,2.47,205.64,2.04
5.40,206.99,2.43,209.30,2.54,206.05,2.10
5.60,207.48,2.49,209.82,2.61,206.48,2.16
5.80,207.99,2.56,210.35,2.67,206.92,2.21
6.00,208.50,2.62,210.89,2.73,207.37,2.27
6.20,209.03,2.67,211.44,2.79,207.82,2.32
6.40,209.57,2.73,212.00,2.85,208.29,2.36
6.60,210.12,2.78,212.58,2.91,208.77,2.41
6.80,210.69,2.83,213.17,2.96,209.26,2.45
7.00,211.26,2.88,213.76,3.01,209.75,2.49
7.20,211.84,2.92,214.37,3.05,210.25,2.53
7.40,212.42,2.96,214.99,3.10,210.76,2.57
7.60,213.02,3.00,215.61,3.14,211.28,2.60
7.80,213.63,3.04,216.24,3.17,211.80,2.63
8.00,214.24,3.07,216.88,3.21,212.33,2.66
8.20,214.85,3.10,217.52,3.24,212.87,2.68
8.40,215.47,3.12,218.17,3.26,213.40,2.70
8.60,216.10,3.14,218.83,3.29,213.95,2.72
8.80,216.73,3.16,219.49,3.31,214.49,2.74
9.00,217.37,3.18,220.15,3.32,215.04,2.75
9.20,218.00,3.19,220.81,3.34,215.60,2.77
9.40,218.64,3.20,221.48,3.35,216.15,2.77
9.60,219.28,3.21,222.15,3.35,216.70,2.78
9.80,219.93,3.21,222.82,3.36,217.26,2.78
10.00,220.57,3.21,223.50,3.36,217.82,2.78
10.20,221.21,3.21,224.17,3.35,218.37,2.78
10.40,221.85,3.20,224.84,3.35,218.93,2.77
10.60,222.49,3.19,225.51,3.34,219.48,2.77
10.80,223.13,3.18,226.17,3.32,220.04,2.75
11.00,223.76,3.16,226.83,3.31,220.58,2.74
11.20,224.39,3.14,227.49,3.29,221.13,2.72
11.40,225.02,3.12,228.15,3.26,221.67,2.70
