phase,epi,trans,endo
0.0000,237.2885,245.2245,230.9607
0.0101,237.2387,244.7381,230.9675
0.0202,237.1621,244.1637,230.9716
0.0303,237.0512,243.4558,230.9832
0.0404,236.9241,242.6283,231.0219
0.0505,236.8161,241.7437,231.0949
0.0606,236.7520,240.8870,231.1724
0.0707,236.7125,240.1272,231.1821
0.0808,236.6227,239.4851,231.0319
0.0909,236.3842,238.9300,230.6557
0.1010,235.9286,238.4203,230.0540
0.1111,235.2543,237.9566,229.3017
0.1212,234.4244,237.5894,228.5098
0.1313,233.5297,237.3573,227.7643
0.1414,232.6434,237.2178,227.0904
0.1515,231.7906,237.0446,226.4680
0.1616,230.9449,236.6900,225.8698
0.1717,230.0493,236.0568,225.2800
0.1818,229.0481,235.1395,224.6859
0.1919,227.9144,234.0210,224.0693
0.2020,226.6595,232.8360,223.4094
0.2121,225.3239,231.7177,222.6961
0.2222,223.9565,230.7510,221.9416
0.2323,222.5952,229.9501,221.1795
0.2424,221.2536,229.2557,220.4423
0.2525,219.9186,228.5555,219.7324
0.2626,218.5538,227.7426,219.0174
0.2727,217.1087,226.7965,218.2653
0.2828,215.5309,225.8159,217.4787
0.2929,213.7813,224.9541,216.6868
0.3030,211.8562,224.3096,215.9143
0.3131,209.8106,223.8753,215.1740
0.3232,207.7741,223.5755,214.4924
0.3333,205.9444,223.3370,213.9307
0.3434,204.5548,223.1338,213.5736
0.3535,203.8227,222.9880,213.4908
0.3636,203.8948,222.9513,213.6992
0.3737,204.8046,223.0898,214.1479
0.3838,206.4532,223.4720,214.7311
0.3939,208.6223,224.1458,215.3157
0.4040,211.0185,225.1121,215.7758
0.4141,213.3402,226.3148,216.0254
0.4242,215.3502,227.6544,216.0442
0.4343,216.9300,229.0087,215.8850
0.4444,218.0967,230.2491,215.6561
0.4545,218.9721,231.2523,215.4823
0.4646,219.7164,231.9189,215.4652
0.4747,220.4555,232.2005,215.6619
0.4848,221.2370,232.1172,216.0852
0.4949,222.0343,231.7481,216.7180
0.5051,222.7887,231.2081,217.5330
0.5152,223.4571,230.6328,218.5123
0.5253,224.0365,230.1652,219.6429
0.5354,224.5592,229.9233,220.8819
0.5455,225.0674,229.9584,222.1282
0.5556,225.5912,230.2475,223.2536
0.5657,226.1389,230.7356,224.1791
0.5758,226.7015,231.3880,224.9180
0.5859,227.2627,232.2053,225.5448
0.5960,227.8049,233.1895,226.1239
0.6061,228.3123,234.2982,226.6630
0.6162,228.7725,235.4377,227.1188
0.6263,229.1789,236.5058,227.4407
0.6364,229.5336,237.4399,227.6095
0.6465,229.8468,238.2334,227.6475
0.6566,230.1330,238.9134,227.6033
0.6667,230.4064,239.5079,227.5286
0.6768,230.6762,240.0284,227.4618
0.6869,230.9440,240.4749,227.4225
0.6970,231.2054,240.8480,227.4165
0.7071,231.4542,241.1533,227.4422
0.7172,231.6860,241.3994,227.4955
0.7273,231.8992,241.5953,227.5693
0.7374,232.0952,241.7530,227.6542
0.7475,232.2782,241.8916,227.7386
0.7576,232.4549,242.0356,227.8117
0.7677,232.6326,242.2081,227.8647
0.7778,232.8164,242.4222,227.8931
0.7879,233.0070,242.6795,227.8978
0.7980,233.2002,242.9741,227.8847
0.8081,233.3878,243.3011,227.8599
0.8182,233.5603,243.6657,227.8253
0.8283,233.7108,244.0832,227.7775
0.8384,233.8375,244.5662,227.7117
0.8485,233.9451,245.1026,227.6272
0.8586,234.0450,245.6423,227.5316
0.8687,234.1547,246.1101,227.4387
0.8788,234.2936,246.4413,227.3644
0.8889,234.4771,246.6159,227.3233
0.8990,234.7109,246.6663,227.3289
0.9091,234.9885,246.6515,227.3965
0.9192,235.2938,246.6248,227.5462
0.9293,235.6078,246.6137,227.7997
0.9394,235.9155,246.6160,228.1693
0.9495,236.2092,246.6031,228.6435
0.9596,236.4849,246.5359,229.1799
0.9697,236.7360,246.3899,229.7152
0.9798,236.9519,246.1678,230.1914
0.9899,237.1276,245.8912,230.5851
1.0000,237.2754,245.5872,230.9206
