Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.10,202.01,0.10,200.01,0.09
0.40,200.04,0.20,202.04,0.20,200.04,0.18
0.60,200.09,0.30,202.09,0.30,200.08,0.27
0.80,200.16,0.40,202.16,0.40,200.14,0.36
1.00,200.25,0.50,202.25,0.50,200.23,0.45
1.20,200.36,0.60,202.36,0.60,200.33,0.54
1.40,200.49,0.70,202.49,0.69,200.44,0.63
1.60,200.64,0.80,202.64,0.79,200.58,0.72
1.80,200.81,0.89,202.80,0.89,200.73,0.81
2.00,201.00,0.99,202.99,0.98,200.90,0.89
2.20,201.21,1.08,203.20,1.08,201.09,0.98
2.40,201.43,1.18,203.42,1.17,201.29,1.06
2.60,201.68,1.27,203.66,1.26,201.51,1.15
2.80,201.94,1.36,203.92,1.35,201.75,1.23
3.00,202.22,1.45,204.20,1.44,202.00,1.31
3.20,202.52,1.54,204.50,1.53,202.27,1.39
3.40,202.84,1.63,204.82,1.62,202.56,1.47
3.60,203.17,1.71,205.15,1.70,202.86,1.55
3.80,203.53,1.80,205.50,1.78,203.18,1.62
4.00,203.89,1.88,205.86,1.87,203.51,1.69
4.20,204.28,1.96,206.24,1.94,203.85,1.77
4.40,204.68,2.04,206.64,2.02,204.21,1.84
4.60,205.09,2.11,207.05,2.10,204.59,1.91
4.80,205.52,2.19,207.48,2.17,204.98,1.97
5.00,205.97,2.26,207.92,2.24,205.38,2.04
5.20,206.43,2.33,208.37,2.31,205.79,2.10
5.40,206.90,2.40,208.84,2.38,206.22,2.16
5.60,207.39,2.46,209.33,2.44,206.66,2.22
5.80,207.88,2.52,209.82,2.50,207.11,2.27
6.00,208.40,2.58,210.33,2.56,207.57,2.33
6.20,208.92,2.64,210.85,2.62,208.04,2.38
6.40,209.45,2.69,211.37,2.67,208.52,2.43
6.60,210.00,2.75,211.91,2.72,209.01,2.48
6.80,210.55,2.80,212.46,2.77,209.51,2.52
7.00,211.11,2.84,213.02,2.82,210.02,2.56
7.20,211.69,2.88,213.59,2.86,210.53,2.60
7.40,212.27,2.93,214.17,2.90,211.06,2.64
7.60,212.86,2.96,214.75,2.94,211.59,2.67
7.80,213.45,3.00,215.34,2.97,212.12,2.70
8.00,214.06,3.03,215.94,3.00,212.67,2.73
8.20,214.66,3.06,216.55,3.03,213.21,2.75
8.40,215.28,3.08,217.15,3.06,213.77,2.78
