phase,epi,trans,endo
0.0000,239.4929,245.4452,235.0085
0.0101,240.4005,244.9216,235.3522
0.0202,240.8984,244.6803,235.1146
0.0303,240.7214,244.9320,233.8941
0.0404,239.8269,245.7271,231.6072
0.0505,238.3752,246.8959,228.5219
0.0606,236.6332,248.0000,225.1541
0.0707,234.8649,248.0000,222.0705
0.0808,233.2548,248.0000,219.7023
0.0909,231.8811,247.8843,218.2535
0.1010,230.7279,246.1204,217.7017
0.1111,229.7193,243.8229,217.8510
0.1212,228.7613,241.3715,218.4121
0.1313,227.7792,239.0864,219.0973
0.1414,226.7450,237.1392,219.7013
0.1515,225.6842,235.5741,220.1364
0.1616,224.6625,234.3910,220.4163
0.1717,223.7522,233.6059,220.6080
0.1818,222.9894,233.2504,220.7760
0.1919,222.3364,233.3279,220.9410
0.2020,221.6666,233.7533,221.0677
0.2121,220.7825,234.2986,221.0833
0.2222,219.4690,234.5705,220.9093
0.2323,217.5660,234.0548,220.4901
0.2424,215.0373,232.2475,219.8230
0.2525,212.0058,228.8527,218.9919
0.2626,208.7426,223.9638,218.1843
0.2727,205.6099,218.1253,217.6529
0.2828,202.9784,212.2199,217.6153
0.2929,201.1458,207.2320,218.1334
0.3030,200.2785,204.0257,219.0548
0.3131,200.3883,203.2203,220.0661
0.3232,201.3458,205.0999,220.8244
0.3333,202.9232,209.4792,221.0850
0.3434,204.8530,215.6065,220.7762
0.3535,206.8871,222.2742,220.0097
0.3636,208.8436,228.1580,219.0315
0.3737,210.6279,232.2378,218.1191
0.3838,212.2282,234.1128,217.4588
0.3939,213.6902,234.0968,217.0635
0.4040,215.0837,233.0651,216.7867
0.4141,216.4753,232.1082,216.4362
0.4242,217.9113,232.1137,215.9269
0.4343,219.4070,233.4355,215.3732
0.4444,220.9398,235.7898,215.0576
0.4545,222.4463,238.4230,215.2897
0.4646,223.8317,240.4706,216.2402
0.4747,224.9959,241.3344,217.8454
0.4848,225.8710,240.9085,219.8288
0.4949,226.4515,239.5696,221.8150
0.5051,226.8019,237.9606,223.4785
0.5152,227.0348,236.6927,224.6599
0.5253,227.2716,236.1200,225.3934
0.5354,227.6033,236.2860,225.8321
0.5455,228.0692,237.0205,226.1279
0.5556,228.6564,238.0821,226.3592
0.5657,229.3162,239.2545,226.5367
0.5758,229.9861,240.3790,226.6512
0.5859,230.6094,241.3529,226.7062
0.5960,231.1478,242.1260,226.7213
0.6061,231.5856,242.7003,226.7180
0.6162,231.9277,243.1188,226.7110
0.6263,232.1932,243.4400,226.7090
0.6364,232.4070,243.7145,226.7190
0.6465,232.5927,243.9751,226.7473
0.6566,232.7671,244.2375,226.7953
0.6667,232.9381,244.5043,226.8571
0.6768,233.1062,244.7649,226.9219
0.6869,233.2680,244.9970,226.9792
0.6970,233.4207,245.1694,227.0240
0.7071,233.5630,245.2508,227.0575
0.7172,233.6953,245.2243,227.0855
0.7273,233.8177,245.1028,227.1158
0.7374,233.9296,244.9340,227.1558
0.7475,234.0297,244.7894,227.2104
0.7576,234.1173,244.7389,227.2805
0.7677,234.1923,244.8224,227.3621
0.7778,234.2559,245.0361,227.4464
0.7879,234.3113,245.3408,227.5197
0.7980,234.3642,245.6874,227.5664
0.8081,234.4211,246.0425,227.5755
0.8182,234.4886,246.3965,227.5484
0.8283,234.5732,246.7488,227.5042
0.8384,234.6815,247.0882,227.4773
0.8485,234.8196,247.3841,227.5038
0.8586,234.9902,247.5982,227.6026
0.8687,235.1892,247.7048,227.7616
0.8788,235.4033,247.7063,227.9388
0.8889,235.6108,247.6307,228.0856
0.8990,235.7870,247.5167,228.1796
0.9091,235.9133,247.3975,228.2488
0.9192,235.9882,247.2926,228.3651
0.9293,236.0349,247.2046,228.6146
0.9394,236.1015,247.1137,229.0666
0.9495,236.2489,246.9795,229.7535
0.9596,236.5265,246.7718,230.6476
0.9697,236.9481,246.5149,231.6450
0.9798,237.4894,246.2874,232.6017
0.9899,238.1082,246.1539,233.4232
1.0000,238.7637,246.1017,234.1310
