phase,epi,trans,endo
0.0000,240.3933,244.9825,230.9392
0.0101,241.0913,245.3910,230.9175
0.0202,241.6010,245.3163,230.8125
0.0303,241.7661,244.6030,230.5338
0.0404,241.4964,243.4946,230.0024
0.0505,240.7975,242.4137,229.1924
0.0606,239.7748,241.6712,228.1600
0.0707,238.5996,241.3383,227.0271
0.0808,237.4444,241.3008,225.9288
0.0909,236.4168,241.3708,224.9581
0.1010,235.5265,241.3588,224.1435
0.1111,234.7016,241.0972,223.4668
0.1212,233.8393,240.4597,222.8969
0.1313,232.8566,239.4069,222.4116
0.1414,231.7169,238.0357,221.9949
0.1515,230.4278,236.5748,221.6231
0.1616,229.0227,235.2908,221.2572
0.1717,227.5421,234.3330,220.8548
0.1818,226.0173,233.6264,220.3922
0.1919,224.4576,232.9087,219.8781
0.2020,222.8445,231.8970,219.3438
0.2121,221.1404,230.4716,218.8167
0.2222,219.3090,228.7487,218.2955
0.2323,217.3351,226.9976,217.7513
0.2424,215.2272,225.4797,217.1515
0.2525,213.0011,224.3315,216.4872
0.2626,210.6673,223.5467,215.7832
0.2727,208.2525,223.0331,215.0856
0.2828,205.8525,222.6864,214.4439
0.2929,203.6646,222.4354,213.9031
0.3030,201.9316,222.2482,213.5019
0.3131,200.8049,222.1154,213.2639
0.3232,200.2418,222.0300,213.1800
0.3333,200.0457,221.9772,213.1925
0.3434,200.0000,221.9344,213.1973
0.3535,200.0000,221.8734,213.0726
0.3636,200.0000,221.7581,212.7305
0.3737,200.0000,221.5395,212.1704
0.3838,200.0000,221.1584,211.5039
0.3939,200.0000,220.5687,210.9244
0.4040,200.0000,219.7745,210.6280
0.4141,200.0000,218.8597,210.7256
0.4242,201.6104,217.9802,211.2005
0.4343,203.7985,217.3101,211.9399
0.4444,206.1843,216.9651,212.8165
0.4545,208.5308,216.9543,213.7592
0.4646,210.7481,217.1986,214.7682
0.4747,212.8397,217.6145,215.8771
0.4848,214.8258,218.2080,217.1003
0.4949,216.7033,219.0967,218.4063
0.5051,218.4501,220.4185,219.7255
0.5152,220.0480,222.1878,220.9743
0.5253,221.5000,224.2393,222.0874
0.5354,222.8282,226.3427,223.0496
0.5455,224.0577,228.3755,223.9034
0.5556,225.1994,230.3519,224.7098
0.5657,226.2445,232.2921,225.4879
0.5758,227.1734,234.1169,226.1936
0.5859,227.9715,235.6848,226.7562
0.5960,228.6408,236.9007,227.1308
0.6061,229.1996,237.7763,227.3216
0.6162,229.6746,238.4032,227.3710
0.6263,230.0906,238.8885,227.3356
0.6364,230.4653,239.3089,227.2664
0.6465,230.8090,239.7035,227.1996
0.6566,231.1280,240.0862,227.1558
0.6667,231.4277,240.4564,227.1439
0.6768,231.7128,240.8014,227.1667
0.6869,231.9861,241.0997,227.2250
0.6970,232.2470,241.3282,227.3179
0.7071,232.4929,241.4737,227.4391
0.7172,232.7211,241.5401,227.5742
0.7273,232.9308,241.5469,227.7023
0.7374,233.1229,241.5193,227.8019
0.7475,233.2982,241.4734,227.8599
0.7576,233.4556,241.4071,227.8765
0.7677,233.5914,241.3039,227.8639
0.7778,233.7005,241.1522,227.8387
0.7879,233.7767,240.9720,227.8114
0.7980,233.8149,240.8318,227.7788
0.8081,233.8134,240.8371,227.7245
0.8182,233.7772,241.0877,227.6318
0.8283,233.7220,241.6223,227.5013
0.8384,233.6761,242.3864,227.3621
0.8485,233.6773,243.2461,227.2656
0.8586,233.7625,244.0421,227.2603
0.8687,233.9518,244.6513,227.3657
0.8788,234.2383,245.0236,227.5651
0.8889,234.5914,245.1769,227.8264
0.8990,234.9735,245.1612,228.1336
0.9091,235.3616,245.0212,228.5014
0.9192,235.7572,244.7812,228.9610
0.9293,236.1793,244.4578,229.5249
0.9394,236.6464,244.0880,230.1551
0.9495,237.1608,243.7434,230.7611
0.9596,237.7072,243.5177,231.2334
0.9697,238.2634,243.4888,231.4921
0.9798,238.8139,243.6849,231.5206
0.9899,239.3550,244.0727,231.3649
1.0000,239.8911,244.5691,231.1098
