phase,epi,trans,endo
0.0000,236.8101,245.0515,230.1075
0.0101,236.4775,244.3080,229.9439
0.0202,236.0897,243.5192,229.7740
0.0303,235.6331,242.6281,229.6135
0.0404,235.1463,241.5846,229.5014
0.0505,234.6984,240.3873,229.4741
0.0606,234.3521,239.0991,229.5322
0.0707,234.1304,237.8082,229.6252
0.0808,234.0003,236.5775,229.6734
0.0909,233.8796,235.4352,229.6138
0.1010,233.6669,234.3970,229.4244
0.1111,233.2823,233.4813,229.1081
0.1212,232.7009,232.7098,228.6711
0.1313,231.9579,232.1043,228.1309
0.1414,231.1254,231.6769,227.5357
0.1515,230.2739,231.4033,226.9519
0.1616,229.4400,231.1898,226.4245
0.1717,228.6155,230.8774,225.9481
0.1818,227.7604,230.3160,225.4807
0.1919,226.8303,229.4749,224.9863
0.2020,225.7998,228.4838,224.4623
0.2121,224.6728,227.5416,223.9227
0.2222,223.4767,226.7766,223.3620
0.2323,222.2467,226.1866,222.7465
0.2424,221.0091,225.6900,222.0469
0.2525,219.7683,225.2088,221.2746
0.2626,218.5006,224.7070,220.4755
0.2727,217.1566,224.1706,219.6788
0.2828,215.6718,223.5859,218.8607
0.2929,213.9841,222.9551,217.9729
0.3030,212.0558,222.3197,217.0048
0.3131,209.8981,221.7427,216.0089
0.3232,207.5911,221.2610,215.0725
0.3333,205.2930,220.8661,214.2767
0.3434,203.2309,220.5312,213.6819
0.3535,201.6664,220.2556,213.3371
0.3636,200.8431,220.0867,213.2833
0.3737,200.9280,220.1074,213.5344
0.3838,201.9647,220.4083,214.0511
0.3939,203.8542,221.0645,214.7362
0.4040,206.3681,222.1200,215.4596
0.4141,209.1962,223.5662,216.0963
0.4242,212.0161,225.3203,216.5591
0.4343,214.5663,227.2212,216.8211
0.4444,216.6996,229.0605,216.9200
0.4545,218.3952,230.6393,216.9413
0.4646,219.7288,231.8217,216.9846
0.4747,220.8164,232.5544,217.1288
0.4848,221.7591,232.8553,217.4127
0.4949,222.6107,232.7949,217.8379
0.5051,223.3790,232.4803,218.3910
0.5152,224.0493,232.0386,219.0684
0.5253,224.6136,231.5950,219.8802
0.5354,225.0863,231.2542,220.8240
0.5455,225.5020,231.0884,221.8545
0.5556,225.9006,231.1315,222.8838
0.5657,226.3124,231.3825,223.8196
0.5758,226.7506,231.8251,224.6082
0.5859,227.2130,232.4483,225.2497
0.5960,227.6883,233.2475,225.7816
0.6061,228.1613,234.2021,226.2462
0.6162,228.6165,235.2552,226.6608
0.6263,229.0404,236.3192,227.0094
0.6364,229.4241,237.3051,227.2611
0.6465,229.7648,238.1556,227.3995
0.6566,230.0663,238.8582,227.4389
0.6667,230.3371,239.4331,227.4161
0.6768,230.5871,239.9082,227.3710
0.6869,230.8242,240.3008,227.3330
0.6970,231.0529,240.6182,227.3178
0.7071,231.2742,240.8676,227.3318
0.7172,231.4865,241.0631,227.3759
0.7273,231.6873,241.2209,227.4465
0.7374,231.8749,241.3541,227.5359
0.7475,232.0508,241.4732,227.6333
0.7576,232.2195,241.5885,227.7273
0.7677,232.3879,241.7093,227.8092
0.7778,232.5622,241.8446,227.8743
0.7879,232.7449,242.0072,227.9218
0.7980,232.9334,242.2205,227.9513
0.8081,233.1207,242.5178,227.9610
0.8182,233.2979,242.9296,227.9468
0.8283,233.4575,243.4677,227.9050
0.8384,233.5964,244.1168,227.8342
0.8485,233.7187,244.8379,227.7372
0.8586,233.8360,245.5732,227.6223
0.8687,233.9655,246.2477,227.5039
0.8788,234.1258,246.7812,227.4019
0.8889,234.3299,247.1163,227.3378
0.8990,234.5809,247.2446,227.3284
0.9091,234.8721,247.2093,227.3847
0.9192,235.1905,247.0807,227.5163
0.9293,235.5224,246.9214,227.7398
0.9394,235.8565,246.7592,228.0750
0.9495,236.1828,246.5847,228.5237
0.9596,236.4849,246.3748,229.0422
0.9697,236.7343,246.1248,229.5359
0.9798,236.8986,245.8570,229.8977
0.9899,236.9661,245.5987,230.0763
1.0000,236.9678,245.3565,230.1233
