phase,epi,trans,endo
0.0000,241.6779,244.9022,232.1430
0.0101,241.4589,243.6468,231.9715
0.0202,240.9396,242.3098,231.5385
0.0303,239.9701,240.9699,230.7390
0.0404,238.6100,239.8417,229.6655
0.0505,237.0688,239.0797,228.5159
0.0606,235.5778,238.6275,227.4627
0.0707,234.2786,238.2736,226.5852
0.0808,233.1805,237.8140,225.8780
0.0909,232.1907,237.1279,225.2921
0.1010,231.1823,236.1280,224.7762
0.1111,230.0583,234.7075,224.3042
0.1212,228.7807,232.7990,223.8787
0.1313,227.3615,230.5129,223.5084
0.1414,225.8370,228.1829,223.1791
0.1515,224.2490,226.1868,222.8483
0.1616,222.6377,224.6432,222.4706
0.1717,221.0342,223.2528,222.0357
0.1818,219.4457,221.4795,221.5860
0.1919,217.8439,218.9727,221.1899
0.2020,216.1774,215.8506,220.8826
0.2121,214.4093,212.5786,220.6240
0.2222,212.5518,209.6229,220.3228
0.2323,210.6597,207.2329,219.9187
0.2424,208.7833,205.4499,219.4336
0.2525,206.9250,204.1988,218.9337
0.2626,205.0578,203.3567,218.4608
0.2727,203.2070,202.7985,218.0237
0.2828,201.5132,202.4300,217.6395
0.2929,200.1932,202.1973,217.3477
0.3030,200.0000,202.0681,217.1769
0.3131,200.0000,202.0130,217.1082
0.3232,200.0000,202.0026,217.0703
0.3333,200.0000,202.0189,216.9632
0.3434,200.0000,202.0651,216.6882
0.3535,200.0000,202.1630,216.1835
0.3636,200.0000,202.3366,215.4721
0.3737,200.0000,202.5955,214.7026
0.3838,200.0000,202.9349,214.1266
0.3939,200.4742,203.3616,213.9791
0.4040,202.6160,203.9298,214.3347
0.4141,205.2751,204.7487,215.0648
0.4242,208.0758,205.9338,215.9364
0.4343,210.7274,207.5182,216.7725
0.4444,213.0983,209.3955,217.5488
0.4545,215.1909,211.3658,218.3607
0.4646,217.0683,213.2729,219.3075
0.4747,218.7907,215.1253,220.4016
0.4848,220.3875,217.0855,221.5629
0.4949,221.8652,219.3163,222.6780
0.5051,223.2312,221.8254,223.6731
0.5152,224.5089,224.4641,224.5504
0.5253,225.7317,227.0648,225.3726
0.5354,226.9209,229.5448,226.2046
0.5455,228.0663,231.8805,227.0579
0.5556,229.1297,234.0154,227.8797
0.5657,230.0679,235.8285,228.5904
0.5758,230.8575,237.2053,229.1300
0.5859,231.5037,238.1354,229.4808
0.5960,232.0315,238.7294,229.6632
0.6061,232.4708,239.1397,229.7208
0.6162,232.8454,239.4742,229.7053
0.6263,233.1726,239.7746,229.6653
0.6364,233.4658,240.0492,229.6368
0.6465,233.7367,240.3064,229.6372
0.6566,233.9943,240.5581,229.6674
0.6667,234.2427,240.8026,229.7213
0.6768,234.4806,241.0159,229.7940
0.6869,234.7041,241.1657,229.8846
0.6970,234.9098,241.2367,229.9906
0.7071,235.0973,241.2443,230.1024
0.7172,235.2692,241.2284,230.2037
0.7273,235.4296,241.2325,230.2782
0.7374,235.5815,241.2821,230.3164
0.7475,235.7255,241.3732,230.3185
0.7576,235.8593,241.4757,230.2947
0.7677,235.9800,241.5508,230.2619
0.7778,236.0858,241.5811,230.2378
0.7879,236.1781,241.5997,230.2300
0.7980,236.2596,241.6945,230.2300
0.8081,236.3337,241.9713,230.2178
0.8182,236.4065,242.4882,230.1807
0.8283,236.4930,243.2001,230.1341
0.8384,236.6204,243.9612,230.1278
0.8485,236.8203,244.5943,230.2220
0.8586,237.1121,244.9804,230.4416
0.8687,237.4860,245.1074,230.7457
0.8788,237.9014,245.0501,231.0522
0.8889,238.3053,244.9022,231.3068
0.8990,238.6599,244.7184,231.5279
0.9091,238.9630,244.5029,231.7807
0.9192,239.2450,244.2390,232.1131
0.9293,239.5427,243.9276,232.5143
0.9394,239.8699,243.6079,232.9166
0.9495,240.2048,243.3520,233.2254
0.9596,240.5089,243.2360,233.3608
0.9697,240.7607,243.3065,233.2899
0.9798,240.9719,243.5627,233.0335
0.9899,241.1708,243.9629,232.6478
1.0000,241.3739,244.4405,232.1984
