Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.09,202.01,0.11,200.01,0.08
0.40,200.04,0.19,202.05,0.23,200.03,0.15
0.60,200.08,0.28,202.10,0.34,200.07,0.23
0.80,200.15,0.37,202.18,0.45,200.12,0.30
1.00,200.23,0.46,202.28,0.56,200.19,0.38
1.20,200.33,0.56,202.40,0.67,200.27,0.45
1.40,200.45,0.65,202.55,0.78,200.37,0.52
1.60,200.59,0.74,202.72,0.89,200.48,0.60
1.80,200.75,0.83,202.91,1.00,200.61,0.67
2.00,200.92,0.92,203.12,1.11,200.75,0.74
2.20,201.12,1.00,203.35,1.21,200.90,0.81
2.40,201.32,1.09,203.60,1.32,201.07,0.88
2.60,201.55,1.18,203.88,1.42,201.26,0.95
2.80,201.79,1.26,204.17,1.52,201.46,1.02
3.00,202.06,1.34,204.49,1.63,201.67,1.09
3.20,202.33,1.43,204.82,1.73,201.89,1.16
3.40,202.63,1.51,205.18,1.82,202.13,1.22
3.60,202.94,1.59,205.55,1.92,202.38,1.29
3.80,203.26,1.66,205.94,2.01,202.65,1.35
4.00,203.60,1.74,206.36,2.10,202.92,1.41
4.20,203.96,1.81,206.79,2.19,203.21,1.47
4.40,204.33,1.89,207.23,2.28,203.51,1.53
4.60,204.71,1.96,207.70,2.37,203.82,1.59
4.80,205.11,2.02,208.18,2.45,204.15,1.64
5.00,205.52,2.09,208.68,2.53,204.48,1.70
5.20,205.94,2.15,209.19,2.61,204.82,1.75
5.40,206.38,2.22,209.72,2.68,205.18,1.80
5.60,206.83,2.28,210.26,2.75,205.54,1.85
5.80,207.29,2.33,210.82,2.82,205.92,1.89
6.00,207.76,2.39,211.39,2.89,206.30,1.94
6.20,208.25,2.44,211.98,2.95,206.69,1.98
6.40,208.74,2.49,212.57,3.01,207.09,2.02
6.60,209.24,2.54,213.18,3.07,207.50,2.06
6.80,209.76,2.59,213.80,3.13,207.92,2.10
7.00,210.28,2.63,214.43,3.18,208.34,2.13
7.20,210.81,2.67,215.07,3.23,208.77,2.17
7.40,211.35,2.71,215.72,3.27,209.21,2.20
7.60,211.89,2.74,216.38,3.31,209.65,2.22
7.80,212.44,2.77,217.05,3.35,210.10,2.25
8.00,213.00,2.80,217.72,3.39,210.55,2.27
8.20,213.56,2.83,218.41,3.42,211.01,2.29
8.40,214.13,2.85,219.09,3.45,211.47,2.31
8.60,214.70,2.87,219.78,3.47,211.93,2.33
8.80,215.28,2.89,220.48,3.49,212.40,2.34
9.00,215.86,2.90,221.18,3.51,212.87,2.36
9.20,216.44,2.92,221.89,3.53,213.34,2.37
9.40,217.02,2.92,222.59,3.54,213.82,2.37
9.60,217.61,2.93,223.30,3.54,214.29,2.38
9.80,218.20,2.93,224.01,3.55,214.77,2.38
10.00,218.78,2.93,224.72,3.55,215.24,2.38
10.20,219.37,2.93,225.43,3.54,215.72,2.38
10.40,219.95,2.92,226.14,3.54,216.20,2.37
10.60,220.54,2.92,226.84,3.53,216.67,2.37
10.80,221.12,2.90,227.55,3.51,217.14,2.36
11.00,221.70,2.89,228.25,3.49,217.61,2.34
11.20,222.28,2.87,228.95,3.47,218.08,2.33
11.40,222.85,2.85,229.64,3.45,218.54,2.31
11.60,223.42,2.83,230.33,3.42,219.00,2.29
11.80,223.98,2.80,231.01,3.39,219.46,2.27
12.00,224.54,2.77,231.68,3.35,219.91,2.25
12.20,225.09,2.74,232.35,3.31,220.36,2.22
12.40,225.63,2.71,233.01,3.27,220.80,2.20
12.60,226.17,2.67,233.66,3.23,221.24,2.17
12.80,226.70,2.63,234.30,3.18,221.67,2.13
13.00,227.22,2.59,234.93,3.13,222.09,2.10
13.20,227.73,2.54,235.55,3.07,222.51,2.06
13.40,228.24,2.49,236.16,3.01,222.92,2.02
13.60,228.73,2.44,236.75,2.95,223.32,1.98
13.80,229.21,2.39,237.34,2.89,223.71,1.94
14.00,229.69,2.33,237.91,2.82,224.09,1.89
14.20,230.15,2.28,238.47,2.75,224.47,1.85
14.40,230.60,2.22,239.01,2.68,224.83,1.80
14.60,231.03,2.15,239.54,2.61,225.19,1.75
14.80,231.46,2.09,240.05,2.53,225.53,1.70
15.00,231.87,2.02,240.55,2.45,225.87,1.64
15.20,232.27,1.96,241.03,2.37,226.19,1.59
