phase,epi,trans,endo
0.0000,241.2989,241.6414,237.1411
0.0101,242.2016,240.7755,237.7698
0.0202,242.6528,240.2139,237.8409
0.0303,242.3497,240.2299,236.9480
0.0404,241.2212,240.9588,234.9506
0.0505,239.4173,242.2748,232.0180
0.0606,237.2305,243.7853,228.5837
0.0707,234.9931,244.9825,225.2180
0.0808,232.9850,245.4434,222.4505
0.0909,231.3727,244.9494,220.6088
0.1010,230.1875,243.5123,219.7477
0.1111,229.3450,241.3549,219.6952
0.1212,228.6951,238.8507,220.1675
0.1313,228.0826,236.4044,220.8757
0.1414,227.3946,234.3073,221.5839
0.1515,226.5799,232.6448,222.1299
0.1616,225.6404,231.3190,222.4289
0.1717,224.6034,230.1680,222.4701
0.1818,223.4935,229.0887,222.2940
0.1919,222.3123,228.0798,221.9467
0.2020,221.0310,227.2093,221.4370
0.2121,219.5934,226.5569,220.7337
0.2222,217.9292,226.1563,219.8107
0.2323,215.9766,225.9428,218.7056
0.2424,213.7184,225.7359,217.5361
0.2525,211.2188,225.2867,216.4516
0.2626,208.6416,224.3765,215.5688
0.2727,206.2280,222.9141,214.9492
0.2828,204.2374,220.9889,214.6190
0.2929,202.8765,218.8670,214.5843
0.3030,202.2459,216.9470,214.8133
0.3131,202.3230,215.6862,215.2017
0.3232,202.9741,215.4990,215.5641
0.3333,203.9832,216.6324,215.6786
0.3434,205.0906,219.0609,215.3681
0.3535,206.0463,222.4538,214.5734
0.3636,206.6790,226.2421,213.3781
0.3737,206.9567,229.7673,211.9581
0.3838,207.0016,232.4660,210.4608
0.3939,207.0350,234.0327,208.9003
0.4040,207.2823,234.5034,207.2046
0.4141,207.8981,234.2331,205.4195
0.4242,208.9513,233.7810,203.8337
0.4343,210.4570,233.7392,202.8155
0.4444,212.4087,234.5319,202.5426
0.4545,214.7744,236.2384,202.9928
0.4646,217.4649,238.5389,204.1966
0.4747,220.3142,240.8524,206.3697
0.4848,223.0981,242.5901,209.6828
0.4949,225.5837,243.3644,213.8742
0.5051,227.5887,243.0858,218.1656
0.5152,229.0262,241.9732,221.6899
0.5253,229.9191,240.4838,224.0554
0.5354,230.3781,239.1353,225.4664
0.5455,230.5558,238.2945,226.3435
0.5556,230.6002,238.0740,226.9377
0.5657,230.6249,238.3856,227.2822
0.5758,230.6979,239.0556,227.3591
0.5859,230.8443,239.9062,227.2215
0.5960,231.0579,240.7876,226.9838
0.6061,231.3157,241.5899,226.7526
0.6162,231.5906,242.2488,226.5841
0.6263,231.8594,242.7421,226.4874
0.6364,232.1066,243.0776,226.4490
0.6465,232.3248,243.2787,226.4520
0.6566,232.5143,243.3765,226.4829
0.6667,232.6804,243.4072,226.5334
0.6768,232.8313,243.4084,226.5976
0.6869,232.9765,243.4125,226.6678
0.6970,233.1241,243.4409,226.7337
0.7071,233.2804,243.5027,226.7848
0.7172,233.4476,243.5947,226.8149
0.7273,233.6233,243.7030,226.8236
0.7374,233.8004,243.8074,226.8136
0.7475,233.9687,243.8934,226.7875
0.7576,234.1179,243.9685,226.7474
0.7677,234.2411,244.0747,226.6970
0.7778,234.3368,244.2853,226.6421
0.7879,234.4092,244.6733,226.5892
0.7980,234.4680,245.2618,226.5445
0.8081,234.5272,245.9881,226.5165
0.8182,234.6025,246.7260,226.5151
0.8283,234.7079,247.3547,226.5470
0.8384,234.8501,247.8152,226.6108
0.8485,235.0246,248.0000,226.6988
0.8586,235.2180,248.0000,226.8072
0.8687,235.4161,248.0000,226.9492
0.8788,235.6117,248.0000,227.1577
0.8889,235.8064,248.0000,227.4670
0.8990,236.0047,247.8175,227.8779
0.9091,236.2084,247.5669,228.3345
0.9192,236.4159,247.3685,228.7517
0.9293,236.6290,247.2416,229.0830
0.9394,236.8630,247.1278,229.3714
0.9495,237.1512,246.9257,229.7329
0.9596,237.5371,246.5542,230.2970
0.9697,238.0594,245.9846,231.1519
0.9798,238.7341,245.2302,232.3208
0.9899,239.5438,244.3271,233.7575
1.0000,240.4343,243.3362,235.3510
