Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.08
0.40,200.04,0.21,202.04,0.22,200.03,0.16
0.60,200.09,0.31,202.10,0.32,200.07,0.24
0.80,200.17,0.42,202.17,0.43,200.13,0.32
1.00,200.26,0.52,202.27,0.54,200.20,0.40
1.20,200.38,0.63,202.39,0.64,200.29,0.48
1.40,200.51,0.73,202.53,0.75,200.39,0.56
1.60,200.67,0.83,202.69,0.85,200.52,0.64
1.80,200.84,0.93,202.87,0.96,200.65,0.72
2.00,201.04,1.03,203.07,1.06,200.80,0.80
2.20,201.26,1.13,203.29,1.16,200.97,0.87
2.40,201.49,1.23,203.54,1.26,201.15,0.95
2.60,201.75,1.33,203.80,1.36,201.35,1.02
2.80,202.02,1.42,204.08,1.46,201.56,1.10
3.00,202.32,1.51,204.38,1.56,201.79,1.17
3.20,202.63,1.61,204.71,1.65,202.03,1.24
3.40,202.96,1.70,205.05,1.75,202.28,1.31
3.60,203.31,1.79,205.41,1.84,202.55,1.38
3.80,203.67,1.87,205.78,1.93,202.83,1.45
4.00,204.06,1.96,206.18,2.02,203.13,1.51
4.20,204.46,2.04,206.59,2.10,203.44,1.58
4.40,204.88,2.12,207.02,2.19,203.76,1.64
4.60,205.31,2.20,207.46,2.27,204.09,1.70
4.80,205.76,2.28,207.93,2.35,204.44,1.76
5.00,206.22,2.36,208.40,2.43,204.80,1.82
5.20,206.70,2.43,208.90,2.50,205.17,1.87
5.40,207.19,2.50,209.40,2.57,205.55,1.93
5.60,207.70,2.57,209.93,2.64,205.94,1.98
5.80,208.22,2.63,210.46,2.71,206.34,2.03
6.00,208.75,2.69,211.01,2.77,206.75,2.08
6.20,209.30,2.75,211.57,2.83,207.17,2.12
6.40,209.85,2.81,212.14,2.89,207.60,2.17
6.60,210.42,2.86,212.73,2.95,208.04,2.21
6.80,211.00,2.91,213.32,3.00,208.48,2.25
7.00,211.59,2.96,213.93,3.05,208.93,2.28
7.20,212.18,3.01,214.54,3.10,209.40,2.32
7.40,212.79,3.05,215.16,3.14,209.86,2.35
7.60,213.40,3.09,215.80,3.18,210.34,2.38
7.80,214.02,3.12,216.44,3.22,210.82,2.41
8.00,214.65,3.16,217.08,3.25,211.30,2.43
8.20,215.29,3.19,217.73,3.28,211.79,2.46
8.40,215.93,3.21,218.39,3.31,212.28,2.48
8.60,216.57,3.24,219.06,3.33,212.78,2.50
8.80,217.22,3.26,219.73,3.35,213.28,2.51
9.00,217.87,3.27,220.40,3.37,213.78,2.52
9.20,218.53,3.29,221.07,3.38,214.29,2.53
9.40,219.19,3.30,221.75,3.39,214.80,2.54
9.60,219.85,3.30,222.43,3.40,215.31,2.55
9.80,220.51,3.31,223.11,3.40,215.82,2.55
10.00,221.17,3.31,223.79,3.40,216.33,2.55
10.20,221.83,3.30,224.47,3.40,216.84,2.55
10.40,222.49,3.30,225.15,3.39,217.35,2.54
10.60,223.15,3.29,225.83,3.38,217.85,2.53
10.80,223.80,3.27,226.50,3.37,218.36,2.52
11.00,224.46,3.26,227.18,3.35,218.86,2.51
11.20,225.11,3.24,227.84,3.33,219.36,2.50
11.40,225.75,3.21,228.51,3.31,219.86,2.48
11.60,226.39,3.19,229.17,3.28,220.35,2.46
11.80,227.03,3.16,229.82,3.25,220.84,2.43
12.00,227.65,3.12,230.47,3.22,221.33,2.41
12.20,228.28,3.09,231.11,3.18,221.81,2.38
12.40,228.89,3.05,231.74,3.14,222.28,2.35
12.60,229.50,3.01,232.36,3.10,222.75,2.32
12.80,230.09,2.96,232.98,3.05,223.21,2.28
13.00,230.68,2.91,233.58,3.00,223.66,2.25
13.20,231.26,2.86,234.18,2.95,224.11,2.21
13.40,231.83,2.81,234.76,2.89,224.54,2.17
13.60,232.38,2.75,235.33,2.83,224.97,2.12
13.80,232.93,2.69,235.89,2.77,225.39,2.08
14.00,233.46,2.63,236.44,2.71,225.80,2.03
14.20,233.98,2.57,236.98,2.64,226.21,1.98
14.40,234.49,2.50,237.50,2.57,226.60,1.93
14.60,234.98,2.43,238.01,2.50,226.98,1.87
14.80,235.46,2.36,238.50,2.43,227.35,1.82
15.00,235.92,2.28,238.98,2.35,227.70,1.76
15.20,236.37,2.20,239.44,2.27,228.05,1.70
15.40,236.80,2.12,239.88,2.19,228.38,1.64
15.60,237.22,2.04,240.31,2.10,228.70,1.58
15.80,237.62,1.96,240.73,2.02,229.01,1.51
16.00,238.00,1.87,241.12,1.93,229.31,1.45
16.20,238.37,1.79,241.50,1.84,229.59,1.38
16.40,238.72,1.70,241.86,1.75,229.86,1.31
16.60,239.05,1.61,242.20,1.65,230.12,1.24
16.80,239.36,1.51,242.52,1.56,230.36,1.17
17.00,239.66,1.42,242.82,1.46,230.58,1.10
17.20,239.93,1.33,243.10,1.36,230.79,1.02
17.40,240.19,1.23,243.37,1.26,230.99,0.95
17.60,240.42,1.13,243.61,1.16,231.17,0.87
17.80,240.64,1.03,243.83,1.06,231.34,0.80
18.00,240.83,0.93,244.03,0.96,231.49,0.72
18.20,241.01,0.83,244.21,0.85,231.63,0.64
