Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.12,200.01,0.08
0.40,200.04,0.19,202.05,0.23,200.03,0.15
0.60,200.09,0.29,202.10,0.35,200.07,0.23
0.80,200.15,0.38,202.19,0.46,200.12,0.30
1.00,200.24,0.48,202.29,0.58,200.19,0.38
1.20,200.35,0.57,202.42,0.69,200.27,0.45
1.40,200.47,0.67,202.57,0.80,200.37,0.53
1.60,200.61,0.76,202.74,0.92,200.48,0.60
1.80,200.77,0.85,202.93,1.03,200.61,0.68
2.00,200.95,0.95,203.15,1.14,200.76,0.75
2.20,201.15,1.04,203.39,1.25,200.91,0.82
2.40,201.37,1.13,203.65,1.36,201.08,0.89
2.60,201.60,1.22,203.93,1.46,201.27,0.96
2.80,201.86,1.30,204.23,1.57,201.47,1.03
3.00,202.13,1.39,204.56,1.67,201.68,1.10
3.20,202.41,1.48,204.90,1.77,201.91,1.17
3.40,202.72,1.56,205.27,1.87,202.15,1.23
3.60,203.04,1.64,205.65,1.97,202.40,1.30
3.80,203.37,1.72,206.06,2.07,202.67,1.36
4.00,203.72,1.80,206.48,2.16,202.94,1.42
4.20,204.09,1.88,206.92,2.26,203.24,1.48
4.40,204.47,1.95,207.38,2.35,203.54,1.54
4.60,204.87,2.02,207.86,2.43,203.85,1.60
4.80,205.28,2.09,208.35,2.52,204.18,1.66
5.00,205.71,2.16,208.87,2.60,204.51,1.71
5.20,206.15,2.23,209.39,2.68,204.86,1.76
5.40,206.60,2.29,209.94,2.76,205.22,1.81
5.60,207.07,2.36,210.50,2.83,205.59,1.86
5.80,207.54,2.41,211.07,2.90,205.96,1.91
6.00,208.03,2.47,211.66,2.97,206.35,1.95
6.20,208.53,2.53,212.26,3.04,206.75,2.00
6.40,209.04,2.58,212.87,3.10,207.15,2.04
6.60,209.56,2.63,213.50,3.16,207.56,2.08
6.80,210.09,2.67,214.14,3.22,207.98,2.11
7.00,210.63,2.72,214.79,3.27,208.41,2.15
7.20,211.18,2.76,215.45,3.32,208.84,2.18
7.40,211.74,2.80,216.11,3.37,209.28,2.21
7.60,212.30,2.83,216.79,3.41,209.73,2.24
7.80,212.87,2.87,217.48,3.45,210.18,2.27
8.00,213.45,2.90,218.17,3.48,210.63,2.29
8.20,214.03,2.92,218.87,3.52,211.09,2.31
8.40,214.62,2.95,219.58,3.55,211.56,2.33
