Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.08
0.40,200.04,0.20,202.04,0.22,200.03,0.16
0.60,200.09,0.30,202.10,0.32,200.07,0.23
0.80,200.16,0.41,202.17,0.43,200.12,0.31
1.00,200.25,0.51,202.27,0.54,200.19,0.39
1.20,200.36,0.61,202.39,0.65,200.28,0.46
1.40,200.50,0.71,202.53,0.75,200.38,0.54
1.60,200.65,0.80,202.69,0.86,200.50,0.62
1.80,200.82,0.90,202.87,0.96,200.63,0.69
2.00,201.01,1.00,203.07,1.06,200.77,0.77
2.20,201.22,1.10,203.30,1.17,200.93,0.84
2.40,201.45,1.19,203.54,1.27,201.11,0.91
2.60,201.69,1.28,203.80,1.37,201.30,0.98
2.80,201.96,1.38,204.09,1.47,201.50,1.05
3.00,202.25,1.47,204.39,1.56,201.72,1.12
3.20,202.55,1.56,204.71,1.66,201.95,1.19
3.40,202.87,1.65,205.05,1.75,202.20,1.26
3.60,203.21,1.73,205.41,1.84,202.46,1.33
3.80,203.56,1.82,205.79,1.93,202.73,1.39
4.00,203.93,1.90,206.18,2.02,203.01,1.46
4.20,204.32,1.98,206.60,2.11,203.31,1.52
4.40,204.73,2.06,207.03,2.19,203.62,1.58
4.60,205.14,2.14,207.47,2.27,203.94,1.64
4.80,205.58,2.21,207.94,2.35,204.27,1.69
5.00,206.03,2.28,208.42,2.43,204.62,1.75
5.20,206.49,2.35,208.91,2.50,204.97,1.80
5.40,206.97,2.42,209.42,2.58,205.34,1.85
5.60,207.46,2.49,209.94,2.65,205.72,1.90
5.80,207.97,2.55,210.48,2.71,206.10,1.95
6.00,208.48,2.61,211.03,2.78,206.50,2.00
6.20,209.01,2.67,211.59,2.84,206.90,2.04
6.40,209.55,2.72,212.16,2.90,207.31,2.09
6.60,210.10,2.77,212.75,2.95,207.73,2.13
6.80,210.66,2.82,213.34,3.01,208.16,2.16
7.00,211.23,2.87,213.95,3.05,208.60,2.20
7.20,211.81,2.91,214.56,3.10,209.04,2.23
7.40,212.39,2.96,215.19,3.14,209.49,2.26
7.60,212.99,2.99,215.82,3.18,209.95,2.29
7.80,213.59,3.03,216.46,3.22,210.41,2.32
8.00,214.20,3.06,217.11,3.26,210.88,2.34
8.20,214.81,3.09,217.76,3.29,211.35,2.37
8.40,215.44,3.11,218.42,3.31,211.82,2.38
8.60,216.06,3.14,219.09,3.34,212.30,2.40
8.80,216.69,3.16,219.76,3.36,212.78,2.42
9.00,217.32,3.17,220.43,3.37,213.27,2.43
9.20,217.96,3.18,221.11,3.39,213.75,2.44
9.40,218.60,3.19,221.79,3.40,214.24,2.45
9.60,219.24,3.20,222.47,3.41,214.73,2.45
9.80,219.88,3.20,223.15,3.41,215.22,2.45
10.00,220.52,3.20,223.83,3.41,215.72,2.45
10.20,221.16,3.20,224.51,3.41,216.21,2.45
10.40,221.80,3.19,225.19,3.40,216.70,2.45
10.60,222.44,3.18,225.87,3.39,217.18,2.44
10.80,223.07,3.17,226.55,3.37,217.67,2.43
11.00,223.70,3.16,227.22,3.36,218.16,2.42
11.20,224.33,3.14,227.89,3.34,218.64,2.40
11.40,224.96,3.11,228.56,3.31,219.12,2.38
11.60,225.58,3.09,229.22,3.29,219.59,2.37
11.80,226.19,3.06,229.87,3.26,220.06,2.34
12.00,226.80,3.03,230.52,3.22,220.53,2.32
12.20,227.40,2.99,231.16,3.18,220.99,2.29
12.40,228.00,2.96,231.79,3.14,221.45,2.26
12.60,228.59,2.91,232.42,3.10,221.90,2.23
12.80,229.17,2.87,233.03,3.05,222.34,2.20
13.00,229.73,2.82,233.64,3.01,222.78,2.16
13.20,230.29,2.77,234.24,2.95,223.20,2.13
13.40,230.84,2.72,234.82,2.90,223.63,2.09
13.60,231.38,2.67,235.40,2.84,224.04,2.04
13.80,231.91,2.61,235.96,2.78,224.44,2.00
14.00,232.43,2.55,236.51,2.71,224.84,1.95
14.20,232.93,2.49,237.04,2.65,225.22,1.90
14.40,233.42,2.42,237.57,2.58,225.60,1.85
14.60,233.90,2.35,238.07,2.50,225.97,1.80
14.80,234.36,2.28,238.57,2.43,226.32,1.75
15.00,234.81,2.21,239.05,2.35,226.67,1.69
15.20,235.25,2.14,239.51,2.27,227.00,1.64
15.40,235.67,2.06,239.95,2.19,227.32,1.58
15.60,236.07,1.98,240.38,2.11,227.63,1.52
15.80,236.46,1.90,240.80,2.02,227.93,1.46
16.00,236.83,1.82,241.19,1.93,228.21,1.39
16.20,237.19,1.73,241.57,1.84,228.48,1.33
16.40,237.53,1.65,241.93,1.75,228.74,1.26
16.60,237.85,1.56,242.27,1.66,228.99,1.19
16.80,238.15,1.47,242.59,1.56,229.22,1.12
17.00,238.43,1.38,242.90,1.47,229.44,1.05
17.20,238.70,1.28,243.18,1.37,229.64,0.98
17.40,238.95,1.19,243.44,1.27,229.83,0.91
17.60,239.18,1.10,243.69,1.17,230.01,0.84
17.80,239.38,1.00,243.91,1.06,230.17,0.77
18.00,239.58,0.90,244.11,0.96,230.31,0.69
18.20,239.75,0.80,244.29,0.86,230.44,0.62
