phase,epi,trans,endo
0.0000,239.9848,241.6578,236.0309
0.0101,240.7959,240.8257,236.4953
0.0202,241.1760,240.4056,236.3080
0.0303,240.8494,240.6887,235.0251
0.0404,239.7812,241.7267,232.5731
0.0505,238.1566,243.2750,229.2885
0.0606,236.2768,244.8538,225.7833
0.0707,234.4384,245.9184,222.6889
0.0808,232.8469,246.0568,220.4291
0.0909,231.5811,245.1215,219.1450
0.1010,230.6033,243.2513,218.7467
0.1111,229.8014,240.7944,219.0013
0.1212,229.0422,238.1706,219.6135
0.1313,228.2205,235.7291,220.3008
0.1414,227.2902,233.6573,220.8620
0.1515,226.2690,231.9728,221.2158
0.1616,225.2195,230.5852,221.3905
0.1717,224.2131,229.3844,221.4696
0.1818,223.2907,228.3103,221.5265
0.1919,222.4335,227.3772,221.5783
0.2020,221.5517,226.6455,221.5713
0.2121,220.4973,226.1579,221.3962
0.2222,219.1020,225.8754,220.9297
0.2323,217.2341,225.6481,220.0870
0.2424,214.8581,225.2323,218.8520
0.2525,212.0720,224.3517,217.2708
0.2626,209.1038,222.7983,215.4308
0.2727,206.2662,220.5466,213.4617
0.2828,203.8845,217.8299,211.5456
0.2929,202.2259,215.1298,209.9017
0.3030,201.4466,213.0759,208.7286
0.3131,201.5624,212.2939,208.1315
0.3232,202.4476,213.2439,208.0739
0.3333,203.8635,216.0681,208.3911
0.3434,205.5198,220.4703,208.8692
0.3535,207.1539,225.6873,209.3456
0.3636,208.6047,230.6465,209.7533
0.3737,209.8439,234.3280,210.0748
0.3838,210.9505,236.1687,210.2687
0.3939,212.0419,236.2708,210.2564
0.4040,213.2052,235.3137,209.9676
0.4141,214.4701,234.2496,209.3840
0.4242,215.8308,233.9327,208.5792
0.4343,217.2850,234.8159,207.7735
0.4444,218.8496,236.8070,207.3443
0.4545,220.5353,239.3306,207.7091
0.4646,222.3042,241.5731,209.1304
0.4747,224.0486,242.8185,211.5804
0.4848,225.6175,242.7270,214.7408
0.4949,226.8750,241.4337,218.1027
0.5051,227.7576,239.4405,221.1282
0.5152,228.2961,237.3833,223.4435
0.5253,228.5949,235.7949,224.9668
0.5354,228.7870,234.9646,225.8653
0.5455,228.9877,234.9215,226.3777
0.5556,229.2668,235.5109,226.6667
0.5657,229.6431,236.5002,226.7994
0.5758,230.0946,237.6615,226.8069
0.5859,230.5788,238.8126,226.7332
0.5960,231.0505,239.8292,226.6353
0.6061,231.4753,240.6441,226.5587
0.6162,231.8353,241.2400,226.5213
0.6263,232.1292,241.6364,226.5191
0.6364,232.3675,241.8742,226.5427
0.6465,232.5656,242.0021,226.5866
0.6566,232.7394,242.0668,226.6491
0.6667,232.9011,242.1080,226.7257
0.6768,233.0591,242.1548,226.8064
0.6869,233.2189,242.2231,226.8790
0.6970,233.3832,242.3141,226.9341
0.7071,233.5525,242.4142,226.9689
0.7172,233.7248,242.5000,226.9858
0.7273,233.8947,242.5497,226.9902
0.7374,234.0546,242.5619,226.9879
0.7475,234.1962,242.5690,226.9849
0.7576,234.3130,242.6334,226.9869
0.7677,234.4010,242.8193,226.9989
0.7778,234.4610,243.1564,227.0240
0.7879,234.4992,243.6185,227.0624
0.7980,234.5275,244.1351,227.1096
0.8081,234.5604,244.6270,227.1581
0.8182,234.6110,245.0425,227.1985
0.8283,234.6876,245.3704,227.2253
0.8384,234.7920,245.6288,227.2456
0.8485,234.9216,245.8394,227.2844
0.8586,235.0721,246.0048,227.3764
0.8687,235.2392,246.1033,227.5451
0.8788,235.4179,246.1093,227.7848
0.8889,235.5989,246.0236,228.0594
0.8990,235.7677,245.8811,228.3176
0.9091,235.9097,245.7260,228.5172
0.9192,236.0198,245.5783,228.6542
0.9293,236.1111,245.4279,228.7856
0.9394,236.2190,245.2543,229.0226
0.9495,236.3951,245.0428,229.4855
0.9596,236.6910,244.7727,230.2452
0.9697,237.1404,244.3908,231.2907
0.9798,237.7482,243.8192,232.5477
0.9899,238.4888,243.0181,233.9272
1.0000,239.3071,242.0536,235.3594
