phase,epi,trans,endo
0.0000,240.4946,244.3203,235.0783
0.0101,241.6421,244.1349,235.4188
0.0202,242.3311,244.2518,235.1832
0.0303,242.2688,244.8552,233.9683
0.0404,241.4159,245.9185,231.6881
0.0505,239.9582,247.1834,228.6223
0.0606,238.1957,248.0000,225.3171
0.0707,236.4198,248.0000,222.3717
0.0808,234.8308,248.0000,220.2228
0.0909,233.5084,246.6152,219.0360
0.1010,232.4239,244.3775,218.7220
0.1111,231.4800,241.7515,219.0251
0.1212,230.5604,239.0959,219.6287
0.1313,229.5779,236.6940,220.2438
0.1414,228.5036,234.7382,220.6694
0.1515,227.3693,233.3411,220.8182
0.1616,226.2430,232.5564,220.7003
0.1717,225.1882,232.4045,220.3729
0.1818,224.2229,232.8776,219.8880
0.1919,223.2961,233.8979,219.2684
0.2020,222.2928,235.2508,218.5241
0.2121,221.0687,236.5419,217.6936
0.2222,219.5021,237.2237,216.8820
0.2323,217.5406,236.7029,216.2658
0.2424,215.2234,234.5134,216.0378
0.2525,212.6749,230.4980,216.3146
0.2626,210.0759,224.9237,217.0802
0.2727,207.6307,218.4690,218.2159
0.2828,205.5412,212.0884,219.5717
0.2929,203.9874,206.8132,220.9959
0.3030,203.1074,203.5505,222.3155
0.3131,202.9720,202.9082,223.3251
0.3232,203.5601,205.0418,223.8287
0.3333,204.7522,209.5458,223.7194
0.3434,206.3531,215.4670,223.0460
0.3535,208.1404,221.5127,222.0148
0.3636,209.9197,226.4174,220.9153
0.3737,211.5641,229.3286,219.9986
0.3838,213.0246,230.0630,219.3655
0.3939,214.3152,229.1417,218.9261
0.4040,215.4886,227.5896,218.4646
0.4141,216.6136,226.5566,217.7881
0.4242,217.7564,226.8718,216.8723
0.4343,218.9636,228.6976,215.9149
0.4444,220.2431,231.4665,215.2698
0.4545,221.5539,234.1730,215.2984
0.4646,222.8134,235.8796,216.1955
0.4747,223.9264,236.1432,217.8598
0.4848,224.8244,235.1406,219.9054
0.4949,225.4968,233.4768,221.8537
0.5051,225.9964,231.8472,223.3823
0.5152,226.4168,230.7654,224.4384
0.5253,226.8537,230.4621,225.1552
0.5354,227.3715,230.9219,225.6920
0.5455,227.9875,231.9754,226.1345
0.5556,228.6766,233.3911,226.4912
0.5657,229.3882,234.9426,226.7439
0.5758,230.0674,236.4502,226.8896
0.5859,230.6714,237.7985,226.9497
0.5960,231.1785,238.9342,226.9567
0.6061,231.5888,239.8508,226.9391
0.6162,231.9182,240.5698,226.9157
0.6263,232.1892,241.1259,226.8978
0.6364,232.4236,241.5554,226.8917
0.6465,232.6366,241.8910,226.8995
0.6566,232.8369,242.1578,226.9186
0.6667,233.0273,242.3724,226.9421
0.6768,233.2084,242.5433,226.9637
0.6869,233.3814,242.6705,226.9807
0.6970,233.5489,242.7485,226.9958
0.7071,233.7136,242.7737,227.0149
0.7172,233.8765,242.7540,227.0441
0.7273,234.0347,242.7172,227.0867
0.7374,234.1827,242.7110,227.1425
0.7475,234.3139,242.7917,227.2079
0.7576,234.4236,243.0022,227.2773
0.7677,234.5097,243.3514,227.3435
0.7778,234.5743,243.8043,227.3969
0.7879,234.6237,244.2952,227.4250
0.7980,234.6669,244.7604,227.4145
0.8081,234.7137,245.1714,227.3600
0.8182,234.7725,245.5400,227.2716
0.8283,234.8513,245.8921,227.1782
0.8384,234.9575,246.2351,227.1184
0.8485,235.0976,246.5468,227.1225
0.8586,235.2731,246.7901,227.1980
0.8687,235.4759,246.9358,227.3257
0.8788,235.6857,246.9747,227.4702
0.8889,235.8724,246.9141,227.5986
0.8990,236.0044,246.7685,227.7027
0.9091,236.0611,246.5560,227.8086
0.9192,236.0454,246.2988,227.9655
0.9293,235.9926,246.0157,228.2261
0.9394,235.9697,245.7025,228.6476
0.9495,236.0603,245.3286,229.2973
0.9596,236.3374,244.8821,230.2105
0.9697,236.8366,244.4349,231.3151
0.9798,237.5456,244.1324,232.4340
0.9899,238.4156,244.0762,233.4149
1.0000,239.3734,244.2118,234.2576
