elapsed_s,pressure_mmhg
-19.702,19.702515686244976
-19.700000000000003,19.50259511021891
-19.698,19.302803224736344
-19.696,19.103192420993512
-19.694000000000003,18.903814983097263
-19.692,18.70472305525111
-19.69,18.50596860911824
-19.688000000000002,18.30760341140363
-19.686000000000003,18.10967899169575
-19.684,17.912246610606523
-19.682000000000002,17.715357228246937
-19.680000000000003,17.51906147307442
-19.678,17.323409611146907
-19.676000000000002,17.12845151581728
-19.674000000000003,16.934236637900533
-19.672,16.740813976344555
-19.67,16.548232049433718
-19.668000000000003,16.356538866552874
-19.666,16.165781900537862
-19.664,15.976008060637323
-19.662000000000003,15.787263666109281
-19.66,15.599594420474867
-19.658,15.413045386450165
-19.656000000000002,15.227660961575719
-19.654000000000003,15.043484854561617
-19.652,14.860560062364355
-19.650000000000002,14.678928848010054
-19.648000000000003,14.49863271917717
-19.646,14.319712407550641
-19.644000000000002,14.142207848958336
-19.642000000000003,13.966158164299657
-19.64,13.791601641275083
-19.638,13.6185757169242
-19.636000000000003,13.447116960978335
-19.634,13.277261060032332
-19.632,13.109042802538424
-19.630000000000003,12.942496064623564
-19.628,12.777653796730064
-19.626,12.61454801107805
-19.624000000000002,12.453209769947252
-19.622000000000003,12.293669174774987
-19.62,12.135955356066574
-19.618000000000002,11.98009646411384
-19.616000000000003,11.826119660516616
-19.614,11.674051110501535
-19.612000000000002,11.523915976031935
-19.610000000000003,11.375738409702358
-19.608,11.229541549410786
-19.606,11.085347513801347
-19.604000000000003,10.943177398469638
-19.602,10.803051272922247
-19.6,10.664988178281469
-19.598000000000003,10.52900612572582
-19.596,10.395122095656767
-19.594,10.263352037582235
-19.592000000000002,10.133710870707649
-19.590000000000003,10.006212485225387
-19.588,9.880869744293468
-19.586000000000002,9.757694486693923
-19.584000000000003,9.636697530160868
-19.582,9.517888675367795
-19.580000000000002,9.401276710563025
-19.578000000000003,9.286869416841801
-19.576,9.17467357404318
-19.574,9.06469496725973
-19.572000000000003,8.956938393947963
