phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,238.6907,248.0000,229.6977,43.9901,43.9901,5.0300
0.0101,238.7877,248.0000,229.5730,44.6663,44.6663,14.9055
0.0202,238.7862,248.0000,229.3763,45.3426,45.3426,28.3822
0.0303,238.5944,248.0000,229.0454,53.3886,53.3886,43.2957
0.0404,238.1453,247.7887,228.5410,61.5882,61.5882,57.4816
0.0505,237.4301,247.1822,227.8629,71.9166,71.9166,69.2049
0.0606,236.5160,246.5915,227.0573,82.3356,82.3356,78.6724
0.0707,235.5127,246.0724,226.2032,88.4306,88.4306,86.4897
0.0808,234.5145,245.5940,225.3809,94.2436,94.2436,92.5430
0.0909,233.5619,245.0560,224.6392,97.8555,97.8555,96.6942
0.1010,232.6359,244.3343,223.9806,101.2717,101.2717,99.7866
0.1111,231.6829,243.3254,223.3785,105.5842,105.5842,102.8325
0.1212,230.6471,241.9905,222.8052,109.9986,109.9986,106.0617
0.1313,229.4959,240.3911,222.2446,114.1470,114.1470,109.3882
0.1414,228.2296,238.6759,221.6849,118.2583,118.2583,112.4316
0.1515,226.8770,237.0009,221.1044,119.0928,119.0928,114.7762
0.1616,225.4814,235.4554,220.4717,119.3812,119.3812,116.4388
0.1717,224.0865,234.0716,219.7734,118.5800,118.5800,117.6152
0.1818,222.7229,232.8670,219.0376,117.5660,117.5660,118.5897
0.1919,221.3998,231.8324,218.3207,117.4130,117.4130,119.6360
0.2020,220.1040,230.8788,217.6710,117.4537,117.4537,120.6981
0.2121,218.8074,229.8186,217.1062,117.3115,117.3115,121.5585
0.2222,217.4776,228.4422,216.6157,117.1224,117.1224,121.8413
0.2323,216.0846,226.6767,216.1845,116.8151,116.8151,121.1894
0.2424,214.5993,224.6770,215.8108,116.4735,116.4735,119.9636
0.2525,212.9914,222.7116,215.5003,116.0398,116.0398,118.8045
0.2626,211.2402,220.9737,215.2466,115.5761,115.5761,117.8003
0.2727,209.3682,219.5339,215.0242,114.9595,114.9595,116.7752
0.2828,207.4695,218.4209,214.7980,114.2877,114.2877,115.7191
0.2929,205.6961,217.6959,214.5398,112.6071,112.6071,114.6981
0.3030,204.2087,217.4583,214.2393,110.5229,110.5229,113.6430
0.3131,203.1261,217.7956,213.9019,108.2974,108.2974,112.4013
0.3232,202.5012,218.7216,213.5383,106.0095,106.0095,110.7530
0.3333,202.3337,220.1486,213.1567,102.1116,102.1116,108.4699
0.3434,202.5931,221.8976,212.7610,97.4329,97.4329,105.6890
0.3535,203.2255,223.7356,212.3557,92.4251,92.4251,102.7676
0.3636,204.1545,225.4120,211.9566,87.2425,87.2425,99.9330
0.3737,205.3062,226.6740,211.6107,81.3022,81.3022,97.1538
0.3838,206.6436,227.2853,211.4076,74.9221,74.9221,92.1675
0.3939,208.1681,227.0885,211.4632,66.0110,66.0110,81.4509
0.4040,209.8821,226.0883,211.8697,55.4967,55.4967,65.9234
0.4141,211.7448,224.4890,212.6342,44.2124,44.2124,49.7014
0.4242,213.6553,222.6517,213.6561,32.3969,32.3969,34.8370
0.4343,215.4857,220.9810,214.7854,22.5299,22.5299,21.7415
0.4444,217.1393,219.8023,215.9188,14.1244,14.1244,11.5412
0.4545,218.5858,219.3021,217.0394,8.4645,8.4645,5.8698
0.4646,219.8560,219.5339,218.1775,5.0421,5.0421,4.1268
0.4747,221.0100,220.4470,219.3499,3.3094,3.3094,3.8026
0.4848,222.1015,221.9232,220.5267,3.0717,3.0717,3.5987
0.4949,223.1609,223.8261,221.6505,2.8666,2.8666,3.3987
0.5051,224.1972,226.0383,222.6798,2.6928,2.6928,3.1784
0.5152,225.2087,228.4446,223.6059,2.6700,2.6700,2.9601
0.5253,226.1901,230.8927,224.4380,2.8046,2.8046,2.7511
0.5354,227.1325,233.2160,225.1871,3.0328,3.0328,2.5410
0.5455,228.0198,235.3035,225.8627,3.3668,3.3668,2.3241
0.5556,228.8287,237.1184,226.4665,3.7957,3.7957,2.1005
0.5657,229.5349,238.6478,226.9828,4.3408,4.3408,1.8804
0.5758,230.1222,239.8732,227.3819,4.5740,4.5740,1.6856
0.5859,230.5885,240.7975,227.6409,4.3917,4.3917,1.5320
0.5960,230.9464,241.4734,227.7617,4.3743,4.3743,1.4269
0.6061,231.2177,241.9893,227.7716,4.5961,4.5961,1.3604
0.6162,231.4270,242.4229,227.7121,4.8712,4.8712,1.3012
0.6263,231.5954,242.8029,227.6231,5.2306,5.2306,1.2316
0.6364,231.7389,243.1191,227.5339,5.5397,5.5397,1.1547
0.6465,231.8701,243.3694,227.4641,5.7625,5.7625,1.0803
0.6566,231.9995,243.5830,227.4254,5.9254,5.9254,1.0248
0.6667,232.1357,243.7973,227.4230,5.9758,5.9758,0.9704
0.6768,232.2845,244.0300,227.4566,6.1300,6.1300,0.8482
0.6869,232.4484,244.2764,227.5224,6.4982,6.4982,0.7171
0.6970,232.6268,244.5255,227.6143,6.7766,6.7766,0.8406
0.7071,232.8168,244.7740,227.7241,6.8515,6.8515,1.2485
0.7172,233.0131,245.0277,227.8395,6.8957,6.8957,1.5530
0.7273,233.2096,245.2892,227.9453,6.8629,6.8629,1.5602
0.7374,233.3999,245.5496,228.0266,6.8320,6.8320,1.4865
0.7475,233.5781,245.7908,228.0740,6.8062,6.8062,1.4835
0.7576,233.7401,245.9952,228.0869,6.7175,6.7175,1.5034
0.7677,233.8825,246.1548,228.0711,6.4353,6.4353,1.5045
0.7778,234.0039,246.2776,228.0352,6.1900,6.1900,1.4991
0.7879,234.1057,246.3887,227.9861,6.0719,6.0719,1.4988
0.7980,234.1934,246.5261,227.9274,5.9898,5.9898,1.5002
0.8081,234.2755,246.7293,227.8604,6.0481,6.0481,1.5003
0.8182,234.3641,247.0202,227.7903,6.1120,6.1120,1.4999
0.8283,234.4752,247.3836,227.7322,6.2002,6.2002,1.4999
0.8384,234.6262,247.7658,227.7099,6.3055,6.3055,1.5000
0.8485,234.8318,248.0000,227.7447,6.4985,6.4985,1.5000
0.8586,235.0979,248.0000,227.8456,6.7185,6.7185,1.5000
0.8687,235.4190,248.0000,228.0092,7.1005,7.1005,1.5000
0.8788,235.7744,248.0000,228.2230,7.4622,7.4622,1.5000
0.8889,236.1288,248.0000,228.4692,7.6777,7.6777,1.5000
0.8990,236.4466,248.0000,228.7349,7.8649,7.8649,1.5000
0.9091,236.7165,248.0000,229.0261,7.8035,7.8035,1.5000
0.9192,236.9582,248.0000,229.3590,7.7813,7.7813,1.5000
0.9293,237.1969,247.8642,229.7213,8.1995,8.1995,1.5000
0.9394,237.4383,247.7127,230.0496,8.7400,8.7400,1.5000
0.9495,237.6749,247.6290,230.2627,11.1565,11.1565,1.5000
0.9596,237.8991,247.6485,230.3197,13.6878,13.6878,1.5000
0.9697,238.1000,247.7484,230.2541,18.9186,18.9186,1.5000
0.9798,238.2581,247.8604,230.1549,24.1403,24.1403,1.5000
0.9899,238.3608,247.9295,230.0985,28.9260,28.9260,1.5000
1.0000,238.4229,247.9562,230.0924,33.7117,33.7117,1.5000
