phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,238.5348,247.9783,229.6954,50.3620,50.3620,5.0300
0.0101,238.5645,247.3701,229.5923,55.3579,55.3579,14.9055
0.0202,238.4139,246.5762,229.3359,60.3538,60.3538,28.3822
0.0303,237.9589,245.5725,228.8351,71.3190,71.3190,43.2957
0.0404,237.1832,244.5262,228.1024,82.4084,82.4084,57.4816
0.0505,236.1844,243.6339,227.2399,92.0901,92.0901,69.2049
0.0606,235.1246,242.9531,226.3851,101.7118,101.7118,78.6724
0.0707,234.1449,242.3999,225.6466,106.6598,106.6598,86.4897
0.0808,233.2985,241.8329,225.0635,111.3029,111.3029,92.5430
0.0909,232.5447,241.1005,224.6066,115.9468,115.9468,96.6942
0.1010,231.7886,240.0607,224.2152,120.5908,120.5908,99.7866
0.1111,230.9375,238.6257,223.8461,124.2574,124.2574,102.8325
0.1212,229.9410,236.8066,223.4954,127.8129,127.8129,106.0617
0.1313,228.7968,234.7136,223.1704,128.7670,128.7670,109.3882
0.1414,227.5353,232.5204,222.8541,129.3581,129.3581,112.4316
0.1515,226.2037,230.4125,222.5133,128.9779,128.9779,114.7762
0.1616,224.8519,228.5098,222.1316,128.4357,128.4357,116.4388
0.1717,223.5160,226.7683,221.7281,127.8783,127.8783,117.6152
0.1818,222.2042,224.9490,221.3485,127.3178,127.3178,118.5897
0.1919,220.8929,222.7440,221.0368,126.7998,126.7998,119.6360
0.2020,219.5357,219.9806,220.8070,126.2914,126.2914,120.6981
0.2121,218.0858,216.7479,220.6337,125.7161,125.7161,121.5585
0.2222,216.5192,213.3688,220.4665,125.1236,125.1236,121.8413
0.2323,214.8414,210.2251,220.2609,124.7308,124.7308,121.1894
0.2424,213.0663,207.5744,220.0004,124.3959,124.3959,119.9636
0.2525,211.1848,205.5049,219.6893,124.5031,124.5031,118.8045
0.2626,209.1779,203.9975,219.3347,124.7537,124.7537,117.8003
0.2727,207.1049,202.9889,218.9452,125.0292,125.0292,116.7752
0.2828,205.1619,202.4060,218.5366,125.3138,125.3138,115.7191
0.2929,203.5884,202.1874,218.1245,124.7767,124.7767,114.6981
