Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.12,200.01,0.07
0.40,200.04,0.19,202.05,0.23,200.03,0.15
0.60,200.09,0.29,202.10,0.35,200.07,0.22
0.80,200.16,0.39,202.19,0.46,200.12,0.30
1.00,200.24,0.48,202.29,0.58,200.19,0.37
1.20,200.35,0.58,202.42,0.69,200.27,0.45
1.40,200.48,0.68,202.57,0.80,200.36,0.52
1.60,200.62,0.77,202.74,0.92,200.48,0.59
1.80,200.78,0.86,202.93,1.03,200.60,0.66
2.00,200.97,0.96,203.15,1.14,200.74,0.74
2.20,201.17,1.05,203.39,1.25,200.90,0.81
2.40,201.39,1.14,203.65,1.36,201.06,0.88
2.60,201.62,1.23,203.93,1.46,201.25,0.94
2.80,201.88,1.32,204.23,1.57,201.44,1.01
3.00,202.15,1.41,204.56,1.67,201.65,1.08
3.20,202.44,1.49,204.90,1.77,201.87,1.15
3.40,202.75,1.58,205.27,1.87,202.11,1.21
3.60,203.07,1.66,205.65,1.97,202.36,1.27
3.80,203.41,1.74,206.06,2.07,202.62,1.34
4.00,203.77,1.82,206.48,2.16,202.89,1.40
4.20,204.14,1.90,206.92,2.26,203.18,1.46
4.40,204.53,1.97,207.38,2.35,203.47,1.51
4.60,204.93,2.05,207.86,2.43,203.78,1.57
4.80,205.34,2.12,208.35,2.52,204.10,1.63
5.00,205.78,2.19,208.87,2.60,204.43,1.68
5.20,206.22,2.25,209.39,2.68,204.77,1.73
5.40,206.68,2.32,209.94,2.76,205.12,1.78
5.60,207.15,2.38,210.50,2.83,205.49,1.83
5.80,207.63,2.44,211.07,2.90,205.86,1.87
6.00,208.12,2.50,211.66,2.97,206.24,1.92
6.20,208.63,2.56,212.26,3.04,206.62,1.96
6.40,209.15,2.61,212.87,3.10,207.02,2.00
6.60,209.67,2.66,213.50,3.16,207.42,2.04
6.80,210.21,2.71,214.14,3.22,207.84,2.08
7.00,210.75,2.75,214.79,3.27,208.25,2.11
7.20,211.31,2.79,215.45,3.32,208.68,2.14
7.40,211.87,2.83,216.11,3.37,209.11,2.17
7.60,212.44,2.87,216.79,3.41,209.55,2.20
7.80,213.02,2.90,217.48,3.45,209.99,2.23
8.00,213.60,2.93,218.17,3.48,210.44,2.25
8.20,214.19,2.96,218.87,3.52,210.89,2.27
8.40,214.78,2.98,219.58,3.55,211.35,2.29
8.60,215.38,3.00,220.29,3.57,211.81,2.31
8.80,215.99,3.02,221.01,3.59,212.27,2.32
9.00,216.59,3.04,221.73,3.61,212.74,2.33
9.20,217.20,3.05,222.45,3.63,213.20,2.34
9.40,217.81,3.06,223.18,3.64,213.67,2.35
9.60,218.42,3.07,223.91,3.64,214.14,2.35
9.80,219.04,3.07,224.64,3.65,214.61,2.36
10.00,219.65,3.07,225.36,3.65,215.08,2.36
10.20,220.27,3.07,226.09,3.64,215.56,2.35
10.40,220.88,3.06,226.82,3.64,216.03,2.35
10.60,221.49,3.05,227.55,3.63,216.49,2.34
10.80,222.10,3.04,228.27,3.61,216.96,2.33
11.00,222.70,3.02,228.99,3.59,217.43,2.32
11.20,223.31,3.00,229.71,3.57,217.89,2.31
11.40,223.91,2.98,230.42,3.55,218.35,2.29
11.60,224.50,2.96,231.13,3.52,218.81,2.27
11.80,225.09,2.93,231.83,3.48,219.26,2.25
12.00,225.67,2.90,232.52,3.45,219.71,2.23
12.20,226.25,2.87,233.21,3.41,220.15,2.20
12.40,226.82,2.83,233.89,3.37,220.59,2.17
12.60,227.38,2.79,234.55,3.32,221.02,2.14
12.80,227.94,2.75,235.21,3.27,221.44,2.11
13.00,228.48,2.71,235.86,3.22,221.86,2.08
13.20,229.02,2.66,236.50,3.16,222.27,2.04
13.40,229.54,2.61,237.13,3.10,222.68,2.00
13.60,230.06,2.56,237.74,3.04,223.07,1.96
13.80,230.57,2.50,238.34,2.97,223.46,1.92
14.00,231.06,2.44,238.93,2.90,223.84,1.87
14.20,231.54,2.38,239.50,2.83,224.21,1.83
