phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,237.8027,248.0000,229.2702,18.0417,18.0417,8.0000
0.0204,237.8696,248.0000,228.8157,25.7772,25.7772,53.4921
0.0408,237.5193,248.0000,228.0735,35.6994,35.6994,81.6583
0.0612,236.4603,248.0000,226.8624,49.5001,49.5001,92.2417
0.0816,234.7258,248.0000,225.2510,68.6671,68.6671,101.1377
0.1020,232.6419,247.8250,223.5461,88.1650,88.1650,108.3504
0.1224,230.4700,246.6655,222.0258,97.0819,97.0819,113.8854
0.1429,228.1695,244.5926,220.6857,101.5656,101.5656,117.7476
0.1633,225.5911,241.8514,219.3060,108.7483,108.7483,119.9418
0.1837,222.7837,239.2315,217.7441,117.0099,117.0099,120.4903
0.2041,219.9839,237.2206,216.1000,120.6303,120.6303,120.1031
0.2245,217.3305,235.4331,214.6052,119.3820,119.3820,119.2170
0.2449,214.6712,233.0922,213.4176,116.4468,116.4468,117.9220
0.2653,211.7026,229.9779,212.5447,111.3678,111.3678,116.3084
0.2857,208.3672,226.7746,211.9100,100.1224,100.1224,114.3838
0.3061,205.1515,224.6161,211.4259,90.5929,90.5929,110.8994
0.3265,202.9155,224.4040,210.9924,86.1651,86.1651,105.8703
0.3469,202.3269,226.2564,210.5156,85.8654,85.8654,99.8056
0.3673,203.4624,229.1755,210.0271,85.1712,85.1712,91.6269
0.3878,205.9454,231.3430,209.7989,78.8418,78.8418,80.1613
0.4082,209.3082,231.2629,210.2501,64.9147,64.9147,60.3772
0.4286,213.0975,228.9919,211.6442,41.9586,41.9586,34.2460
0.4490,216.7995,226.2793,213.8745,19.4491,19.4491,5.0001
0.4694,219.9641,225.3043,216.5496,6.7041,6.7041,5.0002
0.4898,222.4723,227.0996,219.2282,3.2003,3.2003,5.0012
0.5102,224.5451,231.1188,221.5956,3.0598,3.0598,5.0041
0.5306,226.4451,236.0398,223.5416,3.2544,3.2544,5.0097
0.5510,228.2249,240.6439,225.0953,3.8324,3.8324,5.0190
0.5714,229.7468,244.1698,226.2618,4.6672,4.6672,5.0329
0.5918,230.8619,246.3987,226.9689,5.4111,5.4111,5.0523
0.6122,231.5505,247.5568,227.1922,5.8627,5.8627,5.0780
0.6327,231.9312,248.0000,227.0697,6.0105,6.0105,5.1111
0.6531,232.1739,248.0000,226.8498,6.2048,6.2048,5.1524
0.6735,232.4111,248.0000,226.7376,6.2851,6.2851,5.2028
0.6939,232.7051,248.0000,226.7987,6.5480,6.5480,5.2633
0.7143,233.0607,248.0000,226.9774,6.8663,6.8663,5.3348
0.7347,233.4493,248.0000,227.1703,6.7330,6.7330,5.4182
0.7551,233.8251,248.0000,227.2901,7.3920,7.3920,5.5144
0.7755,234.1407,248.0000,227.2980,7.5496,7.5496,5.6242
0.7959,234.3699,248.0000,227.2088,6.9295,6.9295,5.7488
0.8163,234.5414,248.0000,227.0858,6.3682,6.3682,5.8888
0.8367,234.7513,248.0000,227.0266,5.8303,5.8303,6.0454
0.8571,235.1063,248.0000,227.1232,5.5571,5.5571,6.2193
0.8776,235.6269,248.0000,227.4233,5.9499,5.9499,6.4115
0.8980,236.2265,248.0000,227.9356,6.4257,6.4257,6.6229
0.9184,236.8022,248.0000,228.6166,6.7462,6.7462,6.8544
0.9388,237.2989,248.0000,229.3002,7.5007,7.5007,7.1070
0.9592,237.6654,247.9166,229.7347,8.3713,8.3713,7.3815
0.9796,237.8374,247.9727,229.7858,10.5411,10.5411,7.6789
1.0000,237.8414,248.0000,229.5639,10.8743,10.8743,8.0000
