twist,height,volume,pressure,epi_mm,trans_mm,endo_mm
-1.1543178104468987,70.39649193042042,76.41089695607057,7.901691564142279,236.29453125,245.290625,234.225
-0.6266823575184302,70.12200500083988,72.59753504953368,11.335686069516981,236.00086797715326,243.71166297522302,233.79620193040952
0.4790820889610797,69.35587350235143,67.67551243956684,30.077676201097216,234.0348473509301,238.7087323370035,232.28442171989965
0.9916338121420859,67.84310426434429,61.28191457583409,48.76016611375369,231.92429336524208,234.08611575044608,230.58007375753513
1.375060029261493,66.74772287965193,58.541574819047526,62.90297071411781,229.96116648065473,231.1665038265306,228.98059502551018
2.8326481346657695,65.65158453715395,55.52889002860314,75.46940728908082,228.20625445569635,229.323184760015,227.54706731966772
4.4119732979345905,65.20337468997802,51.889367528670924,89.31707298526236,226.55240981448267,227.089024403078,226.3964564863693
5.426492720742421,63.587892698807735,47.96402052541839,100.26867967972504,224.77571080660266,222.72034005731913,225.60557208994706
7.196060526817765,62.40282600672683,45.09102027870775,105.34009013558172,222.75702988108114,216.09078956551028,225.16897240903938
9.078613580252894,61.47165526426741,43.29482624389289,106.88157287777939,220.53916068062412,209.51628839981663,224.82606630689213
11.02436273048387,60.37681020642941,42.907285914558805,109.20921057913144,218.13863085272783,203.43606998832945,224.08667071451103
11.979201390917451,58.76869152514366,41.43387479889568,112.46627181914384,215.40915464823073,201.9428050595238,223.0469138912509
13.330318401553372,57.18372773409379,41.091841293177495,115.67552534505062,212.0206884724612,203.10986653534658,221.5283856069452
13.575866964154946,55.7182547644432,39.572534518172034,116.68151182076576,207.6617296776793,207.30912995084125,219.6961251088098
13.37267258653957,55.085011321319975,38.60714247488666,115.93237119974786,202.6997613678591,212.0022473025392,217.8697720316674
13.01141669950409,54.27661607483384,39.187974536024306,113.99982591207892,199.84600949209047,215.63397745417615,216.20918783666738
12.626404555400066,54.16592109148573,38.650062556159206,114.12780624960101,199.9984375,216.84584015108567,215.1172151199495
12.447709958363385,53.412943554346384,38.650883114770004,114.05571855762912,199.9984375,216.27962096627917,214.17297022673338
12.37803915417035,53.420062414205916,37.82757918630711,114.11085536615565,199.98509296701354,215.49112909910252,213.7929934866892
13.103404599159823,53.79549449888518,38.523333285097735,108.64383706478766,200.04921703263406,216.051777866683,214.1054607279873
13.938563867324207,54.55298060508278,41.4480561478959,83.62394896949768,201.92622331609178,218.85354361602012,215.49821050222326
14.680659789039877,56.43352247947888,44.386501952541416,50.73259340367253,207.26094702192222,224.1510537382065,218.6246729623177
14.083460088980372,58.58554665624863,47.83625660798891,28.31057395920057,211.67426176706496,228.1229172593282,221.67224276566705
12.33401903042097,60.7010561377518,48.29029894868293,19.254765258111032,215.2485577199236,230.82706201347784,224.9320483087603
10.437557279475152,62.69764673478121,47.93337614620189,15.560273241071053,218.18519548325972,231.5244949968624,226.8374776994132
9.126491608074668,63.94582673690218,49.31150282033764,13.570881316674642,220.7059218729404,231.675861105881,227.86738200594345
7.147128965992811,64.5622337160293,49.662794664456584,11.54045446163831,222.74359618847544,232.35027495373154,228.46418254801924
6.674606654506113,64.96133808159374,53.91966472920657,9.901054952146778,224.19837372448978,233.5499548256803,228.92231079931972
6.337513519310548,64.79697812552,55.735315141187606,9.000216302452523,225.13620077838831,235.35517113095239,229.54697802197802
6.378185605572337,65.37362059443495,57.7773555311172,8.267785085405048,225.78816210350422,237.26926694006102,230.2098878613946
6.789802168067507,65.65783113457498,62.052728670660294,8.391199201143513,226.43399637424417,238.9661651992395,230.78348612292143
6.136716855421782,65.72718879018304,64.97576185415001,8.351434873806722,227.23470494316152,240.04756347901005,231.13162734962407
4.985672084077926,66.30783985777806,65.19759354141921,8.344240418540302,228.15668679910084,240.70739601224156,231.30749641131206
4.040279172125057,66.08461037168134,66.05191053503432,8.175035343909029,229.0480899507812,241.1265699196299,231.3081001876761
3.583965688123874,66.17600949985338,67.9564674980606,8.263465041684906,229.75623224914966,241.55063071322283,231.19875637755104
3.4052177216154322,66.22502991619932,68.56285053093497,8.250821939130876,230.2372215458153,242.07011465097403,231.02637987012986
2.9051484772609832,66.23363615885764,68.24050212476345,8.040579668318697,230.55028990197067,242.59395500269625,230.91217423161322
2.9250108268883284,66.18736666520216,68.7541788341569,8.168863461306865,230.81803630246108,243.12833398348343,230.83203015002815
2.6589777053663606,66.2908185050613,69.31081012934213,8.078402541186449,231.12151360544217,243.74245259353742,230.73138275935375
2.4173314311710583,65.7515046711881,69.14031788809342,8.390305125335466,231.43911612940633,244.47398345701922,230.50600721822818
2.003786850865959,65.53254724288895,70.56304600058819,8.191573007698091,231.67982358663164,245.19034026489385,230.14717227010752
1.4456632864487802,65.00674119223216,69.86743519884847,8.29935825640755,231.7717473921499,245.64494527934937,229.74024295838385
1.691557108864341,65.32021562876393,69.94957415832106,8.375313840054607,231.77015175763702,245.58225023142472,229.49305330086577
1.929362820658299,66.13582656538519,68.41269525295532,8.60467474392917,231.81849318488398,244.9896890709479,229.68467472145812
2.444978497050165,67.75811002178197,69.84049415628287,8.537146078544957,232.1526805917199,244.0776360841866,230.53643469124765
1.5748128592428436,68.70038361324961,69.95551657317945,8.37584888374478,232.873125831397,243.56057999932645,231.76751260425792
0.9027986285890129,69.65083569025916,74.61228539775884,8.294196710090395,233.91704400510207,243.68056972789114,233.13076902636055
-0.2956122751172488,70.12404673250349,74.71925226190635,8.016447724625609,234.97400197768505,244.3038471449186,234.09536500206147
-0.6070710315024669,70.57967281202869,78.47554795019282,8.012438275148197,235.77506039347563,244.90120851370853,234.4145775355597
-0.984074199257346,70.29601938588259,77.67794249169229,8.063200487714958,236.22265625,245.2770833333333,234.29895833333333
