Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.05
0.20,200.01,0.10,202.01,0.12,200.01,0.09
0.40,200.04,0.21,202.05,0.23,200.04,0.18
0.60,200.09,0.31,202.10,0.35,200.08,0.27
0.80,200.17,0.42,202.19,0.46,200.15,0.36
1.00,200.26,0.52,202.29,0.58,200.23,0.45
1.20,200.38,0.63,202.42,0.69,200.33,0.54
1.40,200.51,0.73,202.57,0.80,200.45,0.63
1.60,200.67,0.83,202.74,0.92,200.58,0.72
1.80,200.84,0.93,202.93,1.03,200.73,0.81
2.00,201.04,1.03,203.15,1.14,200.91,0.90
2.20,201.26,1.13,203.39,1.25,201.09,0.98
2.40,201.49,1.23,203.65,1.36,201.30,1.07
2.60,201.75,1.33,203.93,1.46,201.52,1.15
2.80,202.02,1.42,204.23,1.57,201.76,1.24
3.00,202.32,1.51,204.56,1.67,202.02,1.32
3.20,202.63,1.61,204.90,1.77,202.29,1.40
3.40,202.96,1.70,205.27,1.87,202.58,1.48
3.60,203.31,1.79,205.65,1.97,202.88,1.56
3.80,203.67,1.87,206.06,2.07,203.20,1.63
4.00,204.06,1.96,206.48,2.16,203.53,1.71
4.20,204.46,2.04,206.92,2.26,203.88,1.78
4.40,204.88,2.12,207.38,2.35,204.24,1.85
4.60,205.31,2.20,207.86,2.43,204.62,1.92
4.80,205.76,2.28,208.35,2.52,205.01,1.99
5.00,206.22,2.36,208.87,2.60,205.41,2.05
5.20,206.70,2.43,209.39,2.68,205.83,2.11
5.40,207.19,2.50,209.94,2.76,206.26,2.17
5.60,207.70,2.57,210.50,2.83,206.70,2.23
5.80,208.22,2.63,211.07,2.90,207.15,2.29
6.00,208.75,2.69,211.66,2.97,207.62,2.34
6.20,209.30,2.75,212.26,3.04,208.09,2.40
6.40,209.85,2.81,212.87,3.10,208.57,2.44
6.60,210.42,2.86,213.50,3.16,209.07,2.49
6.80,211.00,2.91,214.14,3.22,209.57,2.54
7.00,211.58,2.96,214.79,3.27,210.08,2.58
7.20,212.18,3.01,215.45,3.32,210.60,2.62
7.40,212.79,3.05,216.11,3.37,211.13,2.65
7.60,213.40,3.09,216.79,3.41,211.66,2.69
7.80,214.02,3.12,217.48,3.45,212.20,2.72
8.00,214.65,3.16,218.17,3.48,212.75,2.75
8.20,215.28,3.19,218.87,3.52,213.30,2.77
8.40,215.92,3.21,219.58,3.55,213.86,2.80
8.60,216.57,3.24,220.29,3.57,214.42,2.82
8.80,217.22,3.26,221.01,3.59,214.99,2.83
9.00,217.87,3.27,221.73,3.61,215.55,2.85
9.20,218.53,3.29,222.45,3.63,216.12,2.86
9.40,219.19,3.30,223.18,3.64,216.70,2.87
9.60,219.85,3.30,223.91,3.64,217.27,2.87
9.80,220.51,3.31,224.64,3.65,217.85,2.88
10.00,221.17,3.31,225.36,3.65,218.42,2.88
10.20,221.83,3.30,226.09,3.64,219.00,2.87
10.40,222.49,3.30,226.82,3.64,219.57,2.87
10.60,223.15,3.29,227.55,3.63,220.14,2.86
10.80,223.80,3.27,228.27,3.61,220.72,2.85
