phase,epi,trans,endo
0.0000,239.1959,248.0000,233.3417
0.0204,238.5246,248.0000,233.8560
0.0408,237.8639,248.0000,234.1437
0.0612,237.2243,248.0000,233.8719
0.0816,236.5842,248.0000,232.7392
0.1020,235.8588,248.0000,230.7328
0.1224,234.9134,248.0000,228.1942
0.1429,233.5948,248.0000,225.6228
0.1633,231.7783,248.0000,223.4262
0.1837,229.4353,246.5312,221.8125
0.2041,226.6628,244.0261,220.8284
0.2245,223.6173,240.3020,220.4291
0.2449,220.3967,235.4203,220.5032
0.2653,216.9722,229.7461,220.8660
0.2857,213.2470,223.7603,221.2778
0.3061,209.2249,217.9529,221.5185
0.3265,205.1620,212.7808,221.4926
0.3469,201.5530,208.5984,221.2830
0.3673,200.0000,205.5579,221.1021
0.3878,200.0000,203.5491,221.1676
0.4082,200.0000,202.2705,221.5947
0.4286,200.0000,202.0000,222.3684
0.4490,202.2747,202.0000,223.3888
0.4694,206.1943,202.6310,224.5300
0.4898,210.7052,205.9528,225.6791
0.5102,215.2277,211.5687,226.7671
0.5306,219.2603,218.8290,227.7942
0.5510,222.5400,226.5048,228.7994
0.5714,225.0216,233.3983,229.7734
0.5918,226.7780,238.7984,230.6273
0.6122,227.9656,242.5757,231.2743
0.6327,228.8114,245.0238,231.7132
0.6531,229.5268,246.6007,232.0097
0.6735,230.2031,247.6844,232.2272
0.6939,230.8115,248.0000,232.4010
0.7143,231.3002,248.0000,232.5564
0.7347,231.6726,248.0000,232.7154
0.7551,231.9838,248.0000,232.8773
0.7755,232.2937,248.0000,232.9993
0.7959,232.6369,248.0000,233.0034
0.8163,233.0165,248.0000,232.8115
0.8367,233.4126,248.0000,232.4017
0.8571,233.8107,248.0000,231.8637
0.8776,234.2420,248.0000,231.4031
0.8980,234.7922,248.0000,231.2509
0.9184,235.5371,248.0000,231.5067
0.9388,236.4480,248.0000,232.0454
0.9592,237.3855,248.0000,232.5989
0.9796,238.2164,248.0000,232.9638
1.0000,238.9335,248.0000,233.1479
