Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.12,200.00,0.09
0.40,200.04,0.22,202.05,0.23,200.04,0.18
0.80,200.18,0.44,202.19,0.46,200.15,0.36
1.20,200.40,0.66,202.42,0.69,200.33,0.54
1.60,200.70,0.87,202.74,0.92,200.58,0.72
2.00,201.10,1.09,203.15,1.14,200.90,0.89
2.40,201.57,1.29,203.65,1.36,201.30,1.07
2.80,202.13,1.49,204.23,1.57,201.76,1.23
3.20,202.77,1.69,204.90,1.77,202.28,1.39
3.60,203.48,1.88,205.65,1.97,202.87,1.55
4.00,204.27,2.06,206.48,2.16,203.52,1.70
4.40,205.13,2.23,207.38,2.34,204.23,1.84
4.80,206.06,2.40,208.35,2.51,204.99,1.98
5.20,207.05,2.55,209.39,2.67,205.81,2.10
5.60,208.10,2.69,210.49,2.82,206.67,2.22
6.00,209.20,2.82,211.65,2.96,207.59,2.33
6.40,210.36,2.95,212.86,3.09,208.54,2.43
6.80,211.56,3.05,214.12,3.20,209.53,2.52
7.20,212.80,3.15,215.42,3.30,210.55,2.60
7.60,214.08,3.23,216.76,3.39,211.61,2.66
8.00,215.38,3.30,218.13,3.46,212.68,2.72
8.40,216.72,3.36,219.53,3.52,213.78,2.77
8.80,218.07,3.40,220.95,3.56,214.90,2.80
9.20,219.44,3.43,222.38,3.59,216.03,2.83
9.60,220.81,3.44,223.82,3.61,217.16,2.84
10.00,222.19,3.44,225.27,3.61,218.30,2.84
10.40,223.57,3.43,226.71,3.59,219.43,2.83
10.80,224.93,3.40,228.14,3.56,220.56,2.80
11.20,226.29,3.36,229.56,3.52,221.67,2.77
11.60,227.62,3.30,230.96,3.46,222.77,2.72
12.00,228.93,3.23,232.33,3.39,223.85,2.66
12.40,230.21,3.15,233.67,3.30,224.90,2.60
12.80,231.45,3.05,234.97,3.20,225.93,2.52
13.20,232.65,2.95,236.23,3.09,226.92,2.43
13.60,233.80,2.82,237.44,2.96,227.87,2.33
14.00,234.91,2.69,238.60,2.82,228.78,2.22
14.40,235.96,2.55,239.70,2.67,229.65,2.10
14.80,236.95,2.40,240.74,2.51,230.46,1.98
15.20,237.87,2.23,241.71,2.34,231.23,1.84
15.60,238.73,2.06,242.61,2.16,231.93,1.70
