phase,epi,trans,endo
0.0000,243.0042,247.0886,235.4553
0.0204,244.5916,247.8674,236.0176
0.0408,245.5094,248.0000,236.2091
0.0612,245.1979,247.4984,235.7192
0.0816,243.4420,246.1657,234.4449
0.1020,240.5364,244.3899,232.6015
0.1224,237.1334,242.3228,230.6376
0.1429,233.8306,239.8112,228.9899
0.1633,230.8513,236.5699,227.8733
0.1837,228.0518,232.5130,227.2295
0.2041,225.1509,227.9147,226.8244
0.2245,221.9367,223.2647,226.4026
0.2449,218.3216,218.9886,225.8032
0.2653,214.2961,215.2916,224.9902
0.2857,209.8964,212.1830,224.0165
0.3061,205.2612,209.5526,222.9721
0.3265,200.7430,207.2321,221.9361
0.3469,200.0000,205.1039,220.9471
0.3673,200.0000,203.2644,220.0147
0.3878,200.0000,202.1006,219.1793
0.4082,200.0000,202.1402,218.5701
0.4286,200.0000,203.7299,218.3899
0.4490,202.0792,206.7763,218.8167
0.4694,207.6984,210.7568,219.9055
0.4898,213.7404,214.9805,221.5816
0.5102,219.4404,218.9101,223.6973
0.5306,224.2682,222.3720,226.0503
0.5510,228.0363,225.5404,228.3635
0.5714,230.8164,228.6894,230.3245
0.5918,232.7915,231.9119,231.6981
0.6122,234.1561,235.0389,232.4180
0.6327,235.0827,237.7738,232.5955
0.6531,235.7181,239.8859,232.4592
0.6735,236.1811,241.3292,232.2578
0.6939,236.5608,242.2348,232.1664
0.7143,236.9186,242.8042,232.2381
0.7347,237.2866,243.1975,232.4204
0.7551,237.6658,243.4980,232.6212
0.7755,238.0328,243.7524,232.7732
0.7959,238.3561,244.0245,232.8557
0.8163,238.6062,244.4141,232.8671
0.8367,238.7603,245.0257,232.7923
0.8571,238.8139,245.8946,232.6117
0.8776,238.8043,246.9088,232.3553
0.8980,238.8304,247.8182,232.1411
0.9184,239.0329,248.0000,232.1425
0.9388,239.5344,248.0000,232.4935
0.9592,240.3766,248.0000,233.2084
0.9796,241.5031,247.6968,234.1879
1.0000,242.7878,247.1438,235.2931
