Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.12,200.00,0.09
0.40,200.04,0.22,202.05,0.24,200.04,0.18
0.80,200.17,0.44,202.19,0.47,200.15,0.37
1.20,200.39,0.65,202.42,0.70,200.33,0.55
1.60,200.70,0.87,202.75,0.93,200.58,0.72
2.00,201.09,1.07,203.17,1.16,200.91,0.90
2.40,201.56,1.28,203.68,1.38,201.30,1.07
2.80,202.11,1.48,204.28,1.60,201.76,1.24
3.20,202.74,1.67,204.96,1.81,202.29,1.40
3.60,203.45,1.86,205.72,2.01,202.89,1.56
4.00,204.23,2.04,206.57,2.20,203.54,1.71
4.40,205.08,2.21,207.49,2.39,204.25,1.85
4.80,206.00,2.37,208.48,2.56,205.02,1.99
5.20,206.98,2.53,209.54,2.73,205.84,2.11
5.60,208.02,2.67,210.66,2.88,206.71,2.23
6.00,209.11,2.80,211.84,3.02,207.63,2.34
6.40,210.26,2.92,213.08,3.15,208.58,2.44
6.80,211.45,3.02,214.36,3.27,209.58,2.53
7.20,212.68,3.12,215.69,3.37,210.61,2.61
7.60,213.94,3.20,217.06,3.46,211.67,2.68
8.00,215.24,3.27,218.46,3.53,212.75,2.74
8.40,216.56,3.33,219.88,3.59,213.86,2.78
8.80,217.90,3.37,221.33,3.64,214.98,2.82
9.20,219.25,3.40,222.79,3.67,216.11,2.84
9.60,220.62,3.41,224.26,3.68,217.25,2.85
10.00,221.98,3.41,225.74,3.68,218.39,2.85
10.40,223.34,3.40,227.21,3.67,219.53,2.84
10.80,224.70,3.37,228.67,3.64,220.67,2.82
11.20,226.04,3.33,230.12,3.59,221.79,2.78
11.60,227.36,3.27,231.54,3.53,222.89,2.74
12.00,228.65,3.20,232.94,3.46,223.98,2.68
12.40,229.92,3.12,234.31,3.37,225.04,2.61
12.80,231.15,3.02,235.64,3.27,226.06,2.53
13.20,232.34,2.92,236.92,3.15,227.06,2.44
13.60,233.48,2.80,238.16,3.02,228.02,2.34
14.00,234.58,2.67,239.34,2.88,228.93,2.23
14.40,235.62,2.53,240.46,2.73,229.80,2.11
14.80,236.60,2.37,241.52,2.56,230.62,1.99
15.20,237.52,2.21,242.51,2.39,231.39,1.85
15.60,238.37,2.04,243.43,2.20,232.10,1.71
16.00,239.15,1.86,244.28,2.01,232.76,1.56
16.40,239.86,1.67,245.04,1.81,233.35,1.40
16.80,240.49,1.48,245.72,1.60,233.88,1.24
17.20,241.04,1.28,246.32,1.38,234.34,1.07
17.60,241.51,1.07,246.83,1.16,234.73,0.90
18.00,241.90,0.87,247.25,0.93,235.06,0.72
18.40,242.20,0.65,247.58,0.70,235.31,0.55
18.80,242.42,0.44,247.81,0.47,235.50,0.37
19.20,242.55,0.22,247.95,0.24,235.61,0.18
19.60,242.60,0.05,248.00,0.06,235.64,0.05
20.00,242.60,-0.97,248.00,0.00,235.64,-1.04
20.40,241.82,-2.55,248.00,0.00,234.81,-2.43
20.80,240.55,-4.00,248.00,0.00,233.70,-3.15
21.20,238.62,-5.42,248.00,-2.35,232.28,-3.59
21.60,236.21,-6.25,246.12,-5.64,230.82,-3.32
22.00,233.62,-6.52,243.49,-7.45,229.63,-2.44
22.40,231.00,-6.59,240.16,-9.29,228.88,-1.43
22.80,228.35,-6.72,236.05,-11.00,228.49,-0.77
23.20,225.62,-6.97,231.36,-12.01,228.26,-0.69
23.60,222.77,-7.29,226.45,-12.02,227.94,-1.12
24.00,219.78,-7.69,221.74,-11.07,227.37,-1.78
24.40,216.62,-8.22,217.59,-9.43,226.51,-2.40
24.80,213.21,-8.87,214.20,-7.54,225.45,-2.74
