Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.10,202.00,0.12,200.00,0.09
0.40,200.04,0.20,202.05,0.24,200.03,0.17
0.80,200.16,0.40,202.19,0.47,200.14,0.34
1.20,200.36,0.60,202.42,0.70,200.31,0.51
1.60,200.64,0.80,202.75,0.93,200.55,0.68
2.00,201.00,0.99,203.17,1.16,200.85,0.84
2.40,201.43,1.18,203.68,1.38,201.22,1.00
2.80,201.94,1.36,204.28,1.60,201.65,1.16
3.20,202.52,1.54,204.96,1.81,202.15,1.31
3.60,203.17,1.71,205.72,2.01,202.70,1.46
4.00,203.89,1.88,206.57,2.20,203.31,1.60
4.40,204.68,2.03,207.49,2.39,203.98,1.73
4.80,205.52,2.18,208.48,2.56,204.70,1.86
5.20,206.42,2.32,209.54,2.73,205.46,1.98
5.60,207.38,2.45,210.66,2.88,206.28,2.09
6.00,208.39,2.57,211.84,3.02,207.13,2.19
6.40,209.44,2.68,213.08,3.15,208.03,2.28
6.80,210.53,2.78,214.36,3.27,208.96,2.37
7.20,211.67,2.87,215.69,3.37,209.92,2.44
7.60,212.83,2.95,217.06,3.46,210.91,2.51
8.00,214.02,3.01,218.46,3.53,211.93,2.56
8.40,215.24,3.06,219.88,3.59,212.96,2.60
8.80,216.47,3.10,221.33,3.64,214.01,2.64
9.20,217.72,3.12,222.79,3.67,215.07,2.66
9.60,218.97,3.14,224.26,3.68,216.14,2.67
10.00,220.23,3.14,225.74,3.68,217.21,2.67
10.40,221.48,3.12,227.21,3.67,218.27,2.66
10.80,222.73,3.10,228.67,3.64,219.33,2.64
11.20,223.96,3.06,230.12,3.59,220.38,2.60
11.60,225.17,3.01,231.54,3.53,221.41,2.56
12.00,226.37,2.95,232.94,3.46,222.43,2.51
12.40,227.53,2.87,234.31,3.37,223.42,2.44
12.80,228.66,2.78,235.64,3.27,224.38,2.37
13.20,229.76,2.68,236.92,3.15,225.31,2.28
13.60,230.81,2.57,238.16,3.02,226.21,2.19
14.00,231.82,2.45,239.34,2.88,227.06,2.09
14.40,232.77,2.32,240.46,2.73,227.88,1.98
14.80,233.68,2.18,241.52,2.56,228.65,1.86
15.20,234.52,2.03,242.51,2.39,229.36,1.73
15.60,235.30,1.88,243.43,2.20,230.03,1.60
16.00,236.02,1.71,244.28,2.01,230.64,1.46
16.40,236.67,1.54,245.04,1.81,231.20,1.31
16.80,237.26,1.36,245.72,1.60,231.69,1.16
17.20,237.76,1.18,246.32,1.38,232.12,1.00
17.60,238.20,0.99,246.83,1.16,232.49,0.84
18.00,238.55,0.80,247.25,0.93,232.80,0.68
18.40,238.83,0.60,247.58,0.70,233.03,0.51
18.80,239.03,0.40,247.81,0.47,233.20,0.34
19.20,239.16,0.20,247.95,0.24,233.31,0.17
19.60,239.20,0.05,248.00,0.06,233.34,0.04
20.00,239.20,-0.84,248.00,0.00,233.34,0.64
20.40,238.52,-1.66,248.00,0.00,233.86,1.00
20.80,237.86,-1.63,248.00,0.00,234.14,0.02
21.20,237.22,-1.60,248.00,0.00,233.87,-1.76
21.60,236.58,-1.71,248.00,0.00,232.74,-3.92
22.00,235.86,-2.09,248.00,0.00,230.73,-5.68
22.40,234.91,-2.83,248.00,0.00,228.19,-6.39
22.80,233.59,-3.92,248.00,0.00,225.62,-5.96
23.20,231.78,-5.20,248.00,-1.84,223.43,-4.76
23.60,229.44,-6.39,246.53,-4.97,221.81,-3.25
24.00,226.66,-7.27,244.03,-7.79,220.83,-1.73
24.40,223.62,-7.83,240.30,-10.76,220.43,-0.41
24.80,220.40,-8.31,235.42,-13.19,220.50,0.55
25.20,216.97,-8.94,229.75,-14.57,220.87,0.97
25.60,213.25,-9.68,223.76,-14.74,221.28,0.82
26.00,209.22,-10.11,217.95,-13.72,221.52,0.27
26.40,205.16,-9.59,212.78,-11.69,221.49,-0.29
26.80,201.55,-6.45,208.60,-9.03,221.28,-0.49
27.20,200.00,-1.94,205.56,-6.31,221.10,-0.14
27.60,200.00,0.00,203.55,-4.11,221.17,0.62
28.00,200.00,0.00,202.27,-1.94,221.59,1.50
28.40,200.00,2.84,202.00,-0.34,222.37,2.24
28.80,202.27,7.74,202.00,0.79,223.39,2.70
29.20,206.19,10.54,202.63,4.94,224.53,2.86
29.60,210.71,11.29,205.95,11.17,225.68,2.80
30.00,215.23,10.69,211.57,16.10,226.77,2.64
30.40,219.26,9.14,218.83,18.67,227.79,2.54
30.80,222.54,7.20,226.50,18.21,228.80,2.47
31.20,225.02,5.30,233.40,15.37,229.77,2.28
31.60,226.78,3.68,238.80,11.47,230.63,1.88
32.00,227.97,2.54,242.58,7.78,231.27,1.36
32.40,228.81,1.95,245.02,5.03,231.71,0.92
32.80,229.53,1.74,246.60,3.33,232.01,0.64
33.20,230.20,1.61,247.68,1.75,232.23,0.49
33.60,230.81,1.37,248.00,0.39,232.40,0.41
34.00,231.30,1.08,248.00,0.00,232.56,0.39
34.40,231.67,0.85,248.00,0.00,232.72,0.40
34.80,231.98,0.78,248.00,0.00,232.88,0.35
