phase,epi,trans,endo
0.0000,242.5960,248.0000,235.6427
0.0204,241.8229,248.0000,234.8068
0.0408,240.5523,248.0000,233.6954
0.0612,238.6194,248.0000,232.2849
0.0816,236.2133,246.1227,230.8247
0.1020,233.6195,243.4896,229.6329
0.1224,230.9954,240.1593,228.8763
0.1429,228.3458,236.0543,228.4924
0.1633,225.6176,231.3567,228.2612
0.1837,222.7706,226.4482,227.9391
0.2041,219.7816,221.7444,227.3669
0.2245,216.6152,217.5916,226.5115
0.2449,213.2096,214.2022,225.4492
0.2653,209.5216,211.5597,224.3167
0.2857,205.6444,209.4185,223.2441
0.3061,201.9293,207.5186,222.2918
0.3265,200.0000,205.8352,221.4394
0.3469,200.0000,204.6035,220.6617
0.3673,200.0000,204.1322,220.0415
0.3878,200.9018,204.6187,219.8049
0.4082,205.4499,206.0903,220.2110
0.4286,210.8872,208.4590,221.3712
0.4490,216.2343,211.6271,223.1531
0.4694,220.8067,215.5388,225.2475
0.4898,224.3767,220.1153,227.3237
0.5102,227.0693,225.1445,229.1451
0.5306,229.1400,230.2617,230.5870
0.5510,230.7971,235.0419,231.5962
0.5714,232.1407,239.1251,232.1674
0.5918,233.1966,242.3096,232.3549
0.6122,233.9848,244.5930,232.2820
0.6327,234.5657,246.1393,232.1123
0.6531,235.0327,247.1762,231.9983
0.6735,235.4671,247.8916,232.0309
0.6939,235.9015,248.0000,232.2129
0.7143,236.3158,248.0000,232.4669
0.7347,236.6639,248.0000,232.6815
0.7551,236.9104,248.0000,232.7713
0.7755,237.0563,248.0000,232.7105
0.7959,237.1450,248.0000,232.5307
0.8163,237.2481,248.0000,232.3019
0.8367,237.4397,248.0000,232.1208
0.8571,237.7737,248.0000,232.1049
0.8776,238.2745,248.0000,232.3741
0.8980,238.9379,248.0000,232.9919
0.9184,239.7289,248.0000,233.8853
0.9388,240.5758,248.0000,234.8201
0.9592,241.3829,248.0000,235.5031
0.9796,242.0804,248.0000,235.7723
1.0000,242.6826,248.0000,235.7291
