phase,epi,trans,endo
0.0000,241.1621,248.0000,237.6174
0.0101,241.6110,248.0000,237.5493
0.0202,242.0064,248.0000,237.5480
0.0303,242.2864,248.0000,237.6086
0.0404,242.4212,248.0000,237.6503
0.0505,242.4539,248.0000,237.5762
0.0606,242.4628,248.0000,237.3313
0.0707,242.4637,248.0000,236.9158
0.0808,242.3634,248.0000,236.3627
0.0909,242.0155,248.0000,235.7095
0.1010,241.3194,248.0000,234.9715
0.1111,240.2799,248.0000,234.1313
0.1212,239.0001,248.0000,233.1640
0.1313,237.6167,248.0000,232.0859
0.1414,236.2219,248.0000,230.9719
0.1515,234.8306,248.0000,229.9247
0.1616,233.4193,247.6901,229.0246
0.1717,231.9843,246.6274,228.3060
0.1818,230.5606,245.4214,227.7658
0.1919,229.1938,244.0800,227.3809
0.2020,227.9007,242.5965,227.1141
0.2121,226.6571,240.9298,226.9167
0.2222,225.4197,239.0232,226.7443
0.2323,224.1528,236.8620,226.5731
0.2424,222.8313,234.5329,226.3994
0.2525,221.4220,232.2057,226.2182
0.2626,219.8703,230.0311,226.0044
0.2727,218.1170,228.0596,225.7218
0.2828,216.1433,226.2625,225.3566
0.2929,214.0134,224.5869,224.9349
0.3030,211.8504,222.9690,224.4937
0.3131,209.7260,221.3758,224.0418
0.3232,207.5716,219.8971,223.5666
0.3333,205.2789,218.7180,223.0748
0.3434,202.9553,217.9090,222.6090
0.3535,201.0427,217.2965,222.2114
0.3636,200.0751,216.6096,221.8774
0.3737,200.2628,215.7221,221.5581
0.3838,201.3191,214.7042,221.2159
0.3939,202.6673,213.7066,220.8625
0.4040,203.7657,212.8847,220.5333
0.4141,204.3093,212.3998,220.2500
0.4242,204.3315,212.3639,220.0301
0.4343,204.2161,212.7508,219.9096
0.4444,204.4956,213.4662,219.9350
0.4545,205.5019,214.5503,220.1394
0.4646,207.1913,216.1812,220.5294
0.4747,209.2849,218.3755,221.0851
0.4848,211.5189,220.7994,221.7746
0.4949,213.7870,223.0008,222.5896
0.5051,216.1190,224.7712,223.5751
0.5152,218.5390,226.2235,224.7966
0.5253,220.9312,227.6169,226.2468
0.5354,223.0675,229.1755,227.7920
0.5455,224.7815,230.9761,229.2368
0.5556,226.0919,232.8987,230.4439
0.5657,227.1518,234.6998,231.3950
0.5758,228.1101,236.2116,232.1546
0.5859,229.0355,237.5211,232.7949
0.5960,229.9370,238.9260,233.3494
0.6061,230.7989,240.6468,233.8145
0.6162,231.5829,242.5921,234.1704
0.6263,232.2394,244.4588,234.3997
0.6364,232.7532,246.0231,234.5049
0.6465,233.1677,247.2623,234.5180
0.6566,233.5452,248.0000,234.4909
0.6667,233.9074,248.0000,234.4703
0.6768,234.2300,248.0000,234.4732
0.6869,234.4864,248.0000,234.4834
0.6970,234.6848,248.0000,234.4738
0.7071,234.8634,248.0000,234.4411
0.7172,235.0555,248.0000,234.4133
0.7273,235.2616,248.0000,234.4181
0.7374,235.4582,248.0000,234.4561
0.7475,235.6338,248.0000,234.5125
0.7576,235.8068,248.0000,234.5782
0.7677,236.0024,248.0000,234.6491
0.7778,236.2180,248.0000,234.7160
0.7879,236.4180,248.0000,234.7660
0.7980,236.5625,248.0000,234.7873
0.8081,236.6401,248.0000,234.7682
0.8182,236.6777,248.0000,234.7015
0.8283,236.7164,248.0000,234.5973
0.8384,236.7738,248.0000,234.4883
0.8485,236.8312,248.0000,234.4078
0.8586,236.8661,248.0000,234.3549
0.8687,236.8958,248.0000,234.2947
0.8788,236.9740,248.0000,234.2051
0.8889,237.1354,248.0000,234.1165
0.8990,237.3543,248.0000,234.0935
0.9091,237.5745,248.0000,234.1889
0.9192,237.7788,248.0000,234.4253
0.9293,238.0129,248.0000,234.7997
0.9394,238.3382,248.0000,235.2774
0.9495,238.7663,248.0000,235.7903
0.9596,239.2494,248.0000,236.2722
0.9697,239.7259,248.0000,236.6963
0.9798,240.1656,248.0000,237.0666
0.9899,240.5728,248.0000,237.3894
1.0000,240.9647,248.0000,237.6782
