Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.06,202.00,0.05,200.00,0.05
0.20,200.01,0.11,202.01,0.10,200.01,0.10
0.40,200.04,0.22,202.04,0.20,200.04,0.19
0.60,200.10,0.34,202.09,0.31,200.09,0.29
0.80,200.18,0.45,202.16,0.41,200.15,0.38
1.00,200.28,0.56,202.26,0.51,200.24,0.48
1.20,200.40,0.67,202.37,0.61,200.35,0.58
1.40,200.55,0.78,202.50,0.71,200.47,0.67
1.60,200.71,0.89,202.65,0.81,200.61,0.76
1.80,200.90,0.99,202.82,0.91,200.78,0.86
2.00,201.11,1.10,203.01,1.01,200.96,0.95
2.20,201.34,1.21,203.23,1.10,201.16,1.04
2.40,201.59,1.31,203.46,1.20,201.37,1.13
2.60,201.86,1.41,203.71,1.29,201.61,1.22
2.80,202.16,1.51,203.97,1.39,201.86,1.31
3.00,202.47,1.62,204.26,1.48,202.13,1.39
3.20,202.80,1.71,204.56,1.57,202.42,1.48
3.40,203.16,1.81,204.89,1.66,202.72,1.56
3.60,203.53,1.91,205.23,1.74,203.04,1.64
3.80,203.92,2.00,205.58,1.83,203.38,1.72
4.00,204.33,2.09,205.96,1.91,203.73,1.80
4.20,204.75,2.18,206.35,1.99,204.10,1.88
4.40,205.20,2.27,206.76,2.07,204.48,1.95
4.60,205.66,2.35,207.18,2.15,204.88,2.03
4.80,206.14,2.43,207.62,2.23,205.29,2.10
5.00,206.63,2.51,208.07,2.30,205.72,2.17
5.20,207.14,2.59,208.53,2.37,206.16,2.23
5.40,207.67,2.66,209.02,2.44,206.61,2.30
5.60,208.21,2.74,209.51,2.50,207.08,2.36
5.80,208.76,2.80,210.02,2.57,207.56,2.42
6.00,209.33,2.87,210.54,2.63,208.05,2.48
6.20,209.91,2.93,211.07,2.68,208.55,2.53
6.40,210.50,3.00,211.61,2.74,209.06,2.58
6.60,211.11,3.05,212.16,2.79,209.58,2.63
6.80,211.73,3.11,212.73,2.84,210.11,2.68
7.00,212.35,3.16,213.30,2.89,210.65,2.72
7.20,212.99,3.21,213.88,2.93,211.20,2.77
7.40,213.63,3.25,214.47,2.97,211.76,2.80
7.60,214.29,3.29,215.07,3.01,212.32,2.84
7.80,214.95,3.33,215.68,3.05,212.90,2.87
8.00,215.62,3.37,216.29,3.08,213.47,2.90
8.20,216.30,3.40,216.91,3.11,214.06,2.93
8.40,216.98,3.43,217.53,3.13,214.65,2.95
8.60,217.67,3.45,218.16,3.16,215.24,2.98
8.80,218.36,3.47,218.80,3.18,215.84,2.99
9.00,219.06,3.49,219.43,3.19,216.44,3.01
9.20,219.76,3.50,220.07,3.20,217.04,3.02
9.40,220.46,3.51,220.72,3.21,217.65,3.03
9.60,221.16,3.52,221.36,3.22,218.25,3.04
9.80,221.87,3.52,222.00,3.22,218.86,3.04
10.00,222.57,3.52,222.65,3.22,219.47,3.04
10.20,223.28,3.52,223.29,3.22,220.08,3.04
10.40,223.98,3.51,223.94,3.21,220.68,3.03
10.60,224.68,3.50,224.58,3.20,221.29,3.02
10.80,225.38,3.49,225.22,3.19,221.89,3.01
11.00,226.08,3.47,225.86,3.18,222.49,2.99
11.20,226.77,3.45,226.49,3.16,223.09,2.98
11.40,227.46,3.43,227.12,3.13,223.68,2.95
11.60,228.14,3.40,227.74,3.11,224.27,2.93
11.80,228.82,3.37,228.36,3.08,224.85,2.90
12.00,229.49,3.33,228.98,3.05,225.43,2.87
12.20,230.15,3.29,229.58,3.01,226.00,2.84
12.40,230.80,3.25,230.18,2.97,226.57,2.80
12.60,231.45,3.21,230.77,2.93,227.13,2.77
12.80,232.08,3.16,231.35,2.89,227.67,2.72
13.00,232.71,3.11,231.93,2.84,228.21,2.68
13.20,233.33,3.05,232.49,2.79,228.75,2.63
13.40,233.93,3.00,233.04,2.74,229.27,2.58
13.60,234.53,2.93,233.59,2.68,229.78,2.53
