phase,epi,trans,endo
0.0000,244.4364,242.6540,238.3285
0.0101,245.0464,243.4283,238.2926
0.0202,245.7366,244.3035,238.4171
0.0303,246.4808,245.1199,238.7058
0.0404,247.0906,245.4669,238.9630
0.0505,247.2789,244.9729,238.9145
0.0606,246.8166,243.6059,238.4011
0.0707,245.6573,241.7069,237.4677
0.0808,243.9540,239.7542,236.2961
0.0909,241.9953,238.0988,235.0957
0.1010,240.1033,236.8678,234.0357
0.1111,238.5149,236.0191,233.1901
0.1212,237.2983,235.4139,232.5154
0.1313,236.3582,234.8358,231.9290
0.1414,235.5205,233.9866,231.4252
0.1515,234.6346,232.5478,231.0926
0.1616,233.6270,230.3325,231.0174
0.1717,232.4879,227.4224,231.1789
0.1818,231.2297,224.1532,231.4314
0.1919,229.8659,220.9477,231.5886
0.2020,228.4245,218.1149,231.5446
0.2121,226.9538,215.7383,231.3245
0.2222,225.4903,213.7111,231.0206
0.2323,224.0182,211.8712,230.6954
0.2424,222.4787,210.1186,230.3494
0.2525,220.8319,208.4431,229.9578
0.2626,219.1062,206.8840,229.5116
0.2727,217.3740,205.4771,229.0292
0.2828,215.6769,204.2408,228.5341
0.2929,213.9772,203.2114,228.0243
0.3030,212.1862,202.4634,227.4805
0.3131,210.2402,202.0507,226.9143
0.3232,208.1806,202.0000,226.3835
0.3333,206.2200,202.0000,225.9362
0.3434,204.7408,202.0004,225.5499
0.3535,204.1256,202.0128,225.1482
0.3636,204.4468,202.0053,224.6866
0.3737,205.2888,202.0106,224.2076
0.3838,205.9843,202.0320,223.7906
0.3939,206.1592,202.0297,223.4600
0.4040,206.0421,202.0000,223.1760
0.4141,206.1674,202.0000,222.9298
0.4242,206.8348,202.0000,222.8215
0.4343,207.9867,202.3944,222.9973
0.4444,209.5204,203.4860,223.4980
0.4545,211.4684,205.2072,224.1938
0.4646,213.8226,207.5189,224.8894
0.4747,216.3584,210.4008,225.4863
0.4848,218.7520,213.7134,226.0380
0.4949,220.8479,217.0684,226.6709
0.5051,222.7577,219.9895,227.4814
0.5152,224.6841,222.2362,228.4847
0.5253,226.6666,223.9425,229.6058
0.5354,228.5371,225.4540,230.7167
0.5455,230.1167,227.0434,231.7153
0.5556,231.3988,228.7450,232.5726
0.5657,232.5185,230.4168,233.3040
0.5758,233.5851,231.9389,233.9223
0.5859,234.5820,233.3432,234.4291
0.5960,235.4137,234.7527,234.8243
0.6061,236.0194,236.2202,235.0972
0.6162,236.4306,237.6498,235.2202
0.6263,236.7400,238.8651,235.1783
0.6364,237.0236,239.7315,235.0102
0.6465,237.2826,240.2242,234.8084
0.6566,237.4661,240.4094,234.6719
0.6667,237.5629,240.3825,234.6495
0.6768,237.6493,240.2361,234.7188
0.6869,237.8149,240.0763,234.8170
0.6970,238.0601,240.0307,234.8969
0.7071,238.2988,240.2022,234.9580
0.7172,238.4574,240.6017,235.0327
0.7273,238.5496,241.1248,235.1472
0.7374,238.6580,241.5988,235.2940
0.7475,238.8497,241.8770,235.4379
0.7576,239.1119,241.9181,235.5458
0.7677,239.3700,241.7917,235.6100
0.7778,239.5556,241.6162,235.6474
0.7879,239.6496,241.4920,235.6762
0.7980,239.6837,241.4718,235.6916
0.8081,239.7224,241.5573,235.6713
0.8182,239.8219,241.7221,235.6069
0.8283,239.9781,241.9635,235.5145
0.8384,240.1219,242.3386,235.4136
0.8485,240.1799,242.9329,235.3155
0.8586,240.1365,243.7814,235.2290
0.8687,240.0406,244.8155,235.1498
0.8788,239.9628,245.8771,235.0506
0.8889,239.9478,246.7817,234.9109
0.8990,240.0027,247.3851,234.7545
0.9091,240.1247,247.6117,234.6464
0.9192,240.3275,247.4437,234.6666
0.9293,240.6237,246.9158,234.8888
0.9394,240.9860,246.1303,235.3494
0.9495,241.3566,245.2482,236.0061
0.9596,241.7139,244.4340,236.7337
0.9697,242.1146,243.8023,237.3791
0.9798,242.6466,243.4046,237.8361
0.9899,243.3423,243.2320,238.0878
1.0000,244.1469,243.2035,238.2077
