Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.10,202.01,0.10,200.01,0.10
0.40,200.04,0.20,202.04,0.19,200.04,0.21
0.60,200.09,0.30,202.09,0.29,200.09,0.31
0.80,200.16,0.40,202.15,0.38,200.17,0.41
1.00,200.25,0.50,202.24,0.47,200.26,0.52
1.20,200.36,0.60,202.34,0.57,200.37,0.62
1.40,200.49,0.70,202.47,0.66,200.51,0.72
1.60,200.64,0.80,202.61,0.75,200.66,0.82
1.80,200.81,0.90,202.77,0.85,200.83,0.92
2.00,201.00,0.99,202.95,0.94,201.03,1.02
2.20,201.21,1.09,203.14,1.03,201.24,1.12
2.40,201.44,1.18,203.36,1.12,201.47,1.21
2.60,201.68,1.28,203.59,1.20,201.73,1.31
2.80,201.95,1.37,203.84,1.29,202.00,1.40
3.00,202.23,1.46,204.11,1.38,202.29,1.50
3.20,202.53,1.55,204.39,1.46,202.60,1.59
3.40,202.85,1.64,204.69,1.54,202.92,1.68
3.60,203.19,1.72,205.01,1.62,203.27,1.76
3.80,203.54,1.81,205.34,1.70,203.63,1.85
4.00,203.91,1.89,205.69,1.78,204.01,1.94
4.20,204.30,1.97,206.05,1.86,204.40,2.02
4.40,204.70,2.05,206.43,1.93,204.81,2.10
4.60,205.12,2.12,206.83,2.00,205.24,2.18
4.80,205.55,2.20,207.23,2.07,205.68,2.25
5.00,205.99,2.27,207.66,2.14,206.14,2.33
5.20,206.46,2.34,208.09,2.21,206.62,2.40
5.40,206.93,2.41,208.54,2.27,207.10,2.47
5.60,207.42,2.47,209.00,2.33,207.60,2.53
5.80,207.92,2.53,209.47,2.39,208.12,2.60
6.00,208.43,2.59,209.96,2.45,208.64,2.66
6.20,208.96,2.65,210.45,2.50,209.18,2.72
6.40,209.49,2.71,210.96,2.55,209.73,2.77
6.60,210.04,2.76,211.47,2.60,210.29,2.83
6.80,210.60,2.81,212.00,2.65,210.86,2.88
7.00,211.16,2.85,212.53,2.69,211.44,2.92
7.20,211.74,2.90,213.07,2.73,212.03,2.97
7.40,212.32,2.94,213.63,2.77,212.63,3.01
7.60,212.91,2.98,214.18,2.81,213.23,3.05
7.80,213.51,3.01,214.75,2.84,213.85,3.08
8.00,214.12,3.04,215.32,2.87,214.47,3.12
8.20,214.73,3.07,215.90,2.90,215.09,3.15
8.40,215.35,3.10,216.48,2.92,215.73,3.17
8.60,215.97,3.12,217.06,2.94,216.36,3.20
8.80,216.59,3.14,217.65,2.96,217.00,3.21
9.00,217.22,3.15,218.25,2.97,217.65,3.23
9.20,217.85,3.17,218.84,2.99,218.30,3.24
9.40,218.49,3.18,219.44,3.00,218.95,3.25
9.60,219.12,3.18,220.04,3.00,219.60,3.26
9.80,219.76,3.19,220.64,3.01,220.25,3.26
10.00,220.40,3.19,221.25,3.01,220.90,3.26
10.20,221.04,3.18,221.85,3.00,221.56,3.26
10.40,221.67,3.18,222.45,3.00,222.21,3.25
10.60,222.31,3.17,223.04,2.99,222.86,3.24
10.80,222.94,3.15,223.64,2.97,223.50,3.23
