phase,epi,trans,endo
0.0000,237.5027,225.3173,241.5958
0.0101,237.6104,225.3081,241.4253
0.0202,237.5473,225.2817,241.2200
0.0303,237.2412,225.2325,240.9368
0.0404,236.7512,225.1677,240.5583
0.0505,236.2121,225.0951,240.1355
0.0606,235.7294,224.9882,239.7642
0.0707,235.3012,224.7534,239.4945
0.0808,234.8273,224.2485,239.2760
0.0909,234.2010,223.3508,239.0098
0.1010,233.3929,221.9929,238.6423
0.1111,232.4513,220.1167,238.1989
0.1212,231.4438,217.6302,237.7505
0.1313,230.4083,214.4822,237.3670
0.1414,229.3443,210.8348,237.0758
0.1515,228.2237,207.1748,236.8296
0.1616,227.0125,204.1855,236.5267
0.1717,225.7015,202.3707,236.0943
0.1818,224.3261,202.0000,235.5519
0.1919,222.9472,202.0000,234.9690
0.2020,221.6090,202.0000,234.3809
0.2121,220.3177,202.0829,233.7742
0.2222,219.0522,202.0595,233.1369
0.2323,217.7804,202.0059,232.4774
0.2424,216.4584,202.0000,231.7993
0.2525,215.0166,202.0000,231.0895
0.2626,213.3664,202.0000,230.3415
0.2727,211.4416,202.0044,229.5785
0.2828,209.2570,202.0034,228.8531
0.2929,206.9393,202.0004,228.2236
0.3030,204.6994,202.0000,227.7217
0.3131,202.7560,202.0000,227.3298
0.3232,201.2594,202.0000,226.9924
0.3333,200.2802,202.0002,226.6555
0.3434,200.0000,202.0002,226.2976
0.3535,200.1470,202.0002,225.9216
0.3636,201.1806,202.0001,225.5372
0.3737,202.8804,202.0000,225.1686
0.3838,204.9178,202.0000,224.8744
0.3939,206.9214,202.0000,224.7312
0.4040,208.7267,202.0003,224.7834
0.4141,210.4038,202.0021,225.0097
0.4242,212.0725,202.0028,225.3522
0.4343,213.7598,202.0000,225.7892
0.4444,215.4342,202.0000,226.3842
0.4545,217.0976,202.0000,227.2497
0.4646,218.7802,202.0032,228.4422
0.4747,220.4490,202.0370,229.8714
0.4848,221.9650,202.0527,231.3182
0.4949,223.1709,202.0000,232.5658
0.5051,224.0249,202.0000,233.5357
0.5152,224.6359,202.0000,234.3025
0.5253,225.1687,202.2487,234.9885
0.5354,225.7231,203.4503,235.6562
0.5455,226.2926,205.4958,236.2908
0.5556,226.8156,208.1030,236.8549
0.5657,227.2539,210.8226,237.3346
0.5758,227.6283,213.2802,237.7286
0.5859,227.9932,215.2827,238.0155
0.5960,228.3843,216.7955,238.1596
0.6061,228.7891,217.8968,238.1567
0.6162,229.1598,218.7185,238.0567
0.6263,229.4529,219.3650,237.9330
0.6364,229.6589,219.8671,237.8338
0.6465,229.8057,220.2116,237.7678
0.6566,229.9366,220.4006,237.7279
0.6667,230.0850,220.4778,237.7202
0.6768,230.2631,220.5137,237.7630
0.6869,230.4656,220.5762,237.8619
0.6970,230.6785,220.7071,237.9978
0.7071,230.8835,220.9123,238.1422
0.7172,231.0629,221.1653,238.2776
0.7273,231.2077,221.4232,238.3983
0.7374,231.3255,221.6491,238.4998
0.7475,231.4383,221.8298,238.5738
0.7576,231.5660,221.9832,238.6153
0.7677,231.7098,222.1509,238.6320
0.7778,231.8555,222.3831,238.6430
0.7879,231.9939,222.7227,238.6646
0.7980,232.1315,223.1917,238.6969
0.8081,232.2810,223.7851,238.7248
0.8182,232.4472,224.4737,238.7346
0.8283,232.6250,225.2130,238.7320
0.8384,232.8059,225.9457,238.7412
0.8485,232.9843,226.5978,238.7869
0.8586,233.1637,227.0851,238.8787
0.8687,233.3627,227.3378,239.0134
0.8788,233.6067,227.3294,239.1865
0.8889,233.9041,227.0854,239.3979
0.8990,234.2352,226.6643,239.6521
0.9091,234.5657,226.1280,239.9549
0.9192,234.8741,225.5315,240.3050
0.9293,235.1646,224.9381,240.6818
0.9394,235.4585,224.4323,241.0408
0.9495,235.7764,224.1023,241.3285
0.9596,236.1235,223.9961,241.5074
0.9697,236.4864,224.0885,241.5745
0.9798,236.8418,224.2948,241.5566
0.9899,237.1731,224.5276,241.4900
1.0000,237.4842,224.7488,241.4038
