Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.10,202.01,0.09,200.01,0.10
0.40,200.04,0.20,202.04,0.19,200.04,0.20
0.60,200.09,0.30,202.09,0.28,200.09,0.30
0.80,200.16,0.40,202.15,0.38,200.16,0.40
1.00,200.25,0.49,202.24,0.47,200.25,0.50
1.20,200.36,0.59,202.34,0.56,200.36,0.60
1.40,200.48,0.69,202.46,0.66,200.49,0.70
1.60,200.63,0.78,202.60,0.75,200.64,0.79
1.80,200.80,0.88,202.76,0.84,200.81,0.89
2.00,200.98,0.97,202.94,0.93,200.99,0.98
2.20,201.19,1.07,203.13,1.02,201.20,1.08
2.40,201.41,1.16,203.35,1.11,201.43,1.17
2.60,201.65,1.25,203.58,1.20,201.67,1.27
2.80,201.91,1.34,203.83,1.28,201.93,1.36
3.00,202.19,1.43,204.09,1.37,202.21,1.45
3.20,202.48,1.52,204.37,1.45,202.51,1.53
3.40,202.80,1.60,204.67,1.53,202.83,1.62
3.60,203.12,1.69,204.98,1.61,203.16,1.71
3.80,203.47,1.77,205.32,1.69,203.51,1.79
4.00,203.83,1.85,205.66,1.77,203.87,1.87
4.20,204.21,1.93,206.02,1.84,204.26,1.95
4.40,204.60,2.01,206.40,1.92,204.66,2.03
4.60,205.01,2.08,206.79,1.99,205.07,2.10
4.80,205.44,2.15,207.19,2.06,205.50,2.18
5.00,205.88,2.23,207.61,2.13,205.94,2.25
5.20,206.33,2.29,208.04,2.19,206.40,2.32
5.40,206.79,2.36,208.49,2.25,206.87,2.39
5.60,207.27,2.42,208.95,2.31,207.35,2.45
5.80,207.76,2.48,209.42,2.37,207.85,2.51
6.00,208.27,2.54,209.90,2.43,208.36,2.57
6.20,208.78,2.60,210.39,2.48,208.88,2.63
6.40,209.30,2.65,210.89,2.53,209.41,2.68
6.60,209.84,2.70,211.40,2.58,209.95,2.73
6.80,210.39,2.75,211.92,2.63,210.50,2.78
7.00,210.94,2.80,212.45,2.67,211.06,2.83
7.20,211.51,2.84,212.99,2.71,211.63,2.87
7.40,212.08,2.88,213.54,2.75,212.21,2.91
7.60,212.66,2.92,214.09,2.79,212.80,2.95
7.80,213.24,2.95,214.65,2.82,213.39,2.98
8.00,213.84,2.98,215.22,2.85,213.99,3.01
8.20,214.44,3.01,215.79,2.87,214.60,3.04
8.40,215.04,3.03,216.37,2.90,215.21,3.07
8.60,215.65,3.06,216.95,2.92,215.82,3.09
8.80,216.26,3.07,217.54,2.94,216.44,3.11
9.00,216.88,3.09,218.13,2.95,217.07,3.12
9.20,217.50,3.10,218.72,2.96,217.69,3.14
9.40,218.12,3.11,219.31,2.97,218.32,3.15
9.60,218.75,3.12,219.91,2.98,218.95,3.15
9.80,219.37,3.12,220.50,2.98,219.58,3.16
10.00,219.99,3.12,221.10,2.98,220.21,3.16
10.20,220.62,3.12,221.70,2.98,220.84,3.15
10.40,221.24,3.11,222.29,2.97,221.47,3.15
10.60,221.86,3.10,222.89,2.96,222.10,3.14
10.80,222.48,3.09,223.48,2.95,222.73,3.12
