phase,epi,trans,endo
0.0000,240.1596,239.8894,241.1532
0.0101,240.1731,239.8977,241.0017
0.0202,240.1147,239.8507,240.8501
0.0303,239.9379,239.7357,240.6513
0.0404,239.6303,239.5753,240.3307
0.0505,239.2047,239.3738,239.8578
0.0606,238.6797,239.0655,239.2842
0.0707,238.0577,238.5213,238.7019
0.0808,237.3193,237.6198,238.1630
0.0909,236.4359,236.3237,237.6393
0.1010,235.3932,234.6828,237.0571
0.1111,234.2041,232.7559,236.3708
0.1212,232.9031,230.5541,235.6097
0.1313,231.5307,228.0906,234.8629
0.1414,230.1275,225.4769,234.2267
0.1515,228.7390,222.9308,233.7585
0.1616,227.4158,220.6514,233.4536
0.1717,226.2008,218.6676,233.2495
0.1818,225.1070,216.8363,233.0587
0.1919,224.1025,215.0160,232.8171
0.2020,223.1204,213.2120,232.5099
0.2121,222.0893,211.5019,232.1549
0.2222,220.9637,209.8523,231.7695
0.2323,219.7253,208.0942,231.3562
0.2424,218.3558,206.1367,230.9000
0.2525,216.8107,204.1873,230.3693
0.2626,215.0329,202.6779,229.7406
0.2727,213.0068,202.0000,229.0458
0.2828,210.8143,202.0000,228.3768
0.2929,208.6474,202.0000,227.8183
0.3030,206.7624,202.0391,227.3810
0.3131,205.3892,202.0590,227.0186
0.3232,204.6360,202.0215,226.6930
0.3333,204.4588,202.0000,226.4010
0.3434,204.7356,202.0000,226.1382
0.3535,205.3825,202.0000,225.8705
0.3636,206.3749,202.0044,225.5616
0.3737,207.6437,202.0000,225.2357
0.3838,209.0088,202.0000,224.9927
0.3939,210.2887,202.0000,224.9374
0.4040,211.4559,202.0379,225.0910
0.4141,212.6211,202.0928,225.3857
0.4242,213.8679,202.0537,225.7517
0.4343,215.1643,202.0000,226.1981
0.4444,216.4433,202.0000,226.8020
0.4545,217.7162,202.0000,227.6204
0.4646,219.0627,203.3914,228.6192
0.4747,220.5177,206.2286,229.6893
0.4848,222.0006,210.1188,230.7217
0.4949,223.3749,214.2959,231.6680
0.5051,224.5696,218.0361,232.5474
0.5152,225.6246,220.9671,233.4094
0.5253,226.6251,223.0988,234.2837
0.5354,227.6109,224.6645,235.1521
0.5455,228.5475,225.9153,235.9615
0.5556,229.3605,227.0011,236.6595
0.5657,229.9910,227.9723,237.2168
0.5758,230.4346,228.8353,237.6230
0.5859,230.7436,229.5903,237.8720
0.5960,230.9897,230.2373,237.9680
0.6061,231.2155,230.7709,237.9426
0.6162,231.4163,231.1812,237.8523
0.6263,231.5656,231.4615,237.7485
0.6364,231.6557,231.6166,237.6520
0.6465,231.7154,231.6658,237.5599
0.6566,231.7922,231.6432,237.4734
0.6667,231.9182,231.5942,237.4143
0.6768,232.0942,231.5694,237.4140
0.6869,232.2996,231.6123,237.4867
0.6970,232.5130,231.7469,237.6170
0.7071,232.7223,231.9692,237.7720
0.7172,232.9240,232.2522,237.9214
0.7273,233.1167,232.5614,238.0472
0.7374,233.2966,232.8728,238.1393
0.7475,233.4574,233.1802,238.1905
0.7576,233.5971,233.4893,238.1978
0.7677,233.7259,233.8078,238.1708
0.7778,233.8671,234.1478,238.1319
0.7879,234.0431,234.5359,238.1064
0.7980,234.2576,235.0126,238.1063
0.8081,234.4885,235.6138,238.1256
0.8182,234.6995,236.3522,238.1491
0.8283,234.8653,237.2094,238.1671
0.8384,234.9885,238.1287,238.1809
0.8485,235.0970,239.0083,238.1946
0.8586,235.2267,239.7239,238.2089
0.8687,235.4030,240.1831,238.2278
0.8788,235.6272,240.3629,238.2729
0.8889,235.8782,240.2933,238.3877
0.8990,236.1325,240.0123,238.6217
0.9091,236.3897,239.5481,238.9963
0.9192,236.6763,238.9483,239.4767
0.9293,237.0229,238.3211,239.9750
0.9394,237.4379,237.8314,240.3962
0.9495,237.9035,237.6286,240.6955
0.9596,238.3878,237.7617,240.8931
0.9697,238.8545,238.1525,241.0318
0.9798,239.2709,238.6502,241.1302
0.9899,239.6240,239.1305,241.1856
1.0000,239.9330,239.5620,241.2075
