Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.10,202.01,0.10,200.01,0.10
0.40,200.04,0.20,202.04,0.20,200.04,0.19
0.60,200.09,0.30,202.09,0.30,200.09,0.29
0.80,200.16,0.40,202.16,0.40,200.15,0.38
1.00,200.25,0.50,202.25,0.49,200.24,0.48
1.20,200.36,0.60,202.36,0.59,200.34,0.57
1.40,200.49,0.70,202.48,0.69,200.47,0.66
1.60,200.64,0.80,202.63,0.79,200.61,0.76
1.80,200.81,0.90,202.80,0.88,200.77,0.85
2.00,201.00,1.00,202.98,0.98,200.95,0.94
2.20,201.21,1.09,203.19,1.07,201.15,1.03
2.40,201.44,1.19,203.41,1.16,201.36,1.12
2.60,201.69,1.28,203.65,1.25,201.59,1.21
2.80,201.95,1.37,203.91,1.35,201.84,1.29
3.00,202.24,1.46,204.19,1.43,202.11,1.38
3.20,202.54,1.55,204.49,1.52,202.40,1.46
3.40,202.86,1.64,204.80,1.61,202.70,1.55
3.60,203.19,1.72,205.13,1.69,203.01,1.63
3.80,203.55,1.81,205.48,1.77,203.35,1.71
4.00,203.92,1.89,205.84,1.86,203.70,1.79
4.20,204.30,1.97,206.22,1.93,204.06,1.86
4.40,204.71,2.05,206.62,2.01,204.44,1.94
4.60,205.12,2.13,207.03,2.09,204.84,2.01
4.80,205.56,2.20,207.45,2.16,205.25,2.08
5.00,206.00,2.27,207.89,2.23,205.67,2.15
5.20,206.47,2.34,208.34,2.30,206.11,2.21
5.40,206.94,2.41,208.81,2.37,206.55,2.28
5.60,207.43,2.48,209.29,2.43,207.02,2.34
5.80,207.93,2.54,209.78,2.49,207.49,2.40
6.00,208.45,2.60,210.28,2.55,207.97,2.45
6.20,208.97,2.66,210.80,2.61,208.47,2.51
6.40,209.51,2.71,211.33,2.66,208.98,2.56
6.60,210.06,2.76,211.86,2.71,209.50,2.61
6.80,210.61,2.81,212.41,2.76,210.02,2.66
7.00,211.18,2.86,212.97,2.80,210.56,2.70
7.20,211.76,2.90,213.53,2.85,211.10,2.74
7.40,212.34,2.94,214.11,2.89,211.65,2.78
7.60,212.93,2.98,214.69,2.92,212.21,2.81
7.80,213.53,3.01,215.27,2.96,212.78,2.85
8.00,214.14,3.05,215.87,2.99,213.35,2.88
8.20,214.75,3.08,216.47,3.02,213.93,2.90
8.40,215.37,3.10,217.08,3.04,214.51,2.93
8.60,215.99,3.12,217.69,3.06,215.10,2.95
8.80,216.62,3.14,218.30,3.08,215.69,2.97
9.00,217.25,3.16,218.92,3.10,216.29,2.98
9.20,217.88,3.17,219.54,3.11,216.89,2.99
9.40,218.52,3.18,220.16,3.12,217.49,3.00
9.60,219.15,3.19,220.79,3.13,218.09,3.01
9.80,219.79,3.19,221.41,3.13,218.69,3.01
10.00,220.43,3.19,222.04,3.13,219.29,3.01
10.20,221.07,3.19,222.67,3.13,219.89,3.01
10.40,221.71,3.18,223.29,3.12,220.50,3.00
10.60,222.34,3.17,223.91,3.11,221.10,2.99
10.80,222.97,3.16,224.53,3.10,221.69,2.98
