phase,epi,trans,endo
0.0000,237.2328,243.9164,233.4585
0.0101,237.2893,244.0246,233.3734
0.0202,237.3215,244.2713,233.2075
0.0303,237.3212,244.7188,232.9143
0.0404,237.2945,245.3016,232.4991
0.0505,237.2404,245.8289,232.0117
0.0606,237.1276,246.0526,231.5105
0.0707,236.8878,245.7821,231.0185
0.0808,236.4366,244.9747,230.5020
0.0909,235.7148,243.7466,229.8952
0.1010,234.7242,242.3073,229.1534
0.1111,233.5325,240.8679,228.2947
0.1212,232.2461,239.5686,227.3995
0.1313,230.9650,238.4461,226.5665
0.1414,229.7458,237.4389,225.8578
0.1515,228.5888,236.4244,225.2738
0.1616,227.4523,235.2856,224.7719
0.1717,226.2820,233.9847,224.3089
0.1818,225.0392,232.5953,223.8691
0.1919,223.7158,231.2649,223.4572
0.2020,222.3322,230.1390,223.0724
0.2121,220.9222,229.3022,222.6972
0.2222,219.5115,228.7533,222.3066
0.2323,218.0999,228.4056,221.8811
0.2424,216.6545,228.1113,221.4057
0.2525,215.1212,227.7193,220.8610
0.2626,213.4494,227.1537,220.2284
0.2727,211.6178,226.4637,219.5149
0.2828,209.6486,225.7820,218.7639
0.2929,207.6040,225.2020,218.0289
0.3030,205.5736,224.6832,217.3440
0.3131,203.6653,224.0850,216.7314
0.3232,202.0033,223.2865,216.2294
0.3333,200.7193,222.2694,215.8895
0.3434,200.0000,221.1141,215.7422
0.3535,200.0000,219.9487,215.7706
0.3636,200.0000,218.8987,215.9170
0.3737,200.4261,218.0538,216.1071
0.3838,201.2623,217.4593,216.2704
0.3939,202.2639,217.1333,216.3518
0.4040,203.3433,217.0902,216.3246
0.4141,204.4409,217.3379,216.2097
0.4242,205.5651,217.8437,216.0871
0.4343,206.8022,218.5086,216.0816
0.4444,208.2689,219.1958,216.3242
0.4545,210.0375,219.8163,216.9063
0.4646,212.0821,220.4025,217.8443
0.4747,214.2815,221.0910,219.0643
0.4848,216.4687,222.0246,220.4226
0.4949,218.4952,223.2602,221.7631
0.5051,220.2748,224.7499,222.9827
0.5152,221.7919,226.3893,224.0578
0.5253,223.0786,228.0816,225.0173
0.5354,224.1802,229.7730,225.8917
0.5455,225.1306,231.4464,226.6810
0.5556,225.9463,233.0945,227.3612
0.5657,226.6375,234.6988,227.9162
0.5758,227.2196,236.2282,228.3612
0.5859,227.7171,237.6470,228.7380
0.5960,228.1565,238.9174,229.0869
0.6061,228.5573,239.9991,229.4204
0.6162,228.9268,240.8593,229.7201
0.6263,229.2632,241.4904,229.9566
0.6364,229.5621,241.9172,230.1126
0.6465,229.8233,242.1849,230.1918
0.6566,230.0524,242.3420,230.2140
0.6667,230.2595,242.4336,230.2054
0.6768,230.4549,242.4976,230.1909
0.6869,230.6465,242.5603,230.1895
0.6970,230.8393,242.6334,230.2128
0.7071,231.0350,242.7153,230.2639
0.7172,231.2327,242.7954,230.3371
0.7273,231.4277,242.8586,230.4202
0.7374,231.6128,242.8917,230.4984
0.7475,231.7802,242.8928,230.5593
0.7576,231.9247,242.8779,230.5953
0.7677,232.0465,242.8768,230.6035
0.7778,232.1508,242.9224,230.5842
0.7879,232.2467,243.0359,230.5401
0.7980,232.3440,243.2170,230.4771
0.8081,232.4494,243.4447,230.4036
0.8182,232.5649,243.6914,230.3283
0.8283,232.6881,243.9448,230.2550
0.8384,232.8137,244.2213,230.1821
0.8485,232.9359,244.5562,230.1080
0.8586,233.0520,244.9707,230.0401
0.8687,233.1677,245.4371,230.0004
0.8788,233.2998,245.8743,230.0230
0.8889,233.4735,246.1829,230.1429
0.8990,233.7131,246.2918,230.3805
0.9091,234.0298,246.1836,230.7316
0.9192,234.4152,245.8941,231.1662
0.9293,234.8446,245.4950,231.6378
0.9394,235.2865,245.0699,232.0965
0.9495,235.7120,244.6881,232.5019
0.9596,236.0995,244.3889,232.8297
0.9697,236.4348,244.1793,233.0732
0.9798,236.7124,244.0454,233.2408
0.9899,236.9386,243.9638,233.3521
1.0000,237.1343,243.9088,233.4337
