phase,epi,trans,endo
0.0000,239.3549,233.4571,237.7744
0.0101,239.9109,232.5291,238.0124
0.0202,240.2195,232.0691,237.9402
0.0303,240.1135,232.2324,237.3677
0.0404,239.5412,232.7836,236.2827
0.0505,238.5476,233.2866,234.8305
0.0606,237.2334,233.3928,233.2415
0.0707,235.7249,233.0191,231.7414
0.0808,234.1559,232.3120,230.4819
0.0909,232.6519,231.4607,229.5180
0.1010,231.3124,230.5463,228.8329
0.1111,230.1952,229.5436,228.3849
0.1212,229.3093,228.3990,228.1401
0.1313,228.6170,227.0613,228.0716
0.1414,228.0441,225.4734,228.1357
0.1515,227.4991,223.6001,228.2588
0.1616,226.8963,221.4825,228.3521
0.1717,226.1785,219.2478,228.3462
0.1818,225.3293,217.0497,228.2178
0.1919,224.3700,214.9962,227.9857
0.2020,223.3436,213.1440,227.6844
0.2121,222.2921,211.5597,227.3382
0.2222,221.2389,210.3453,226.9447
0.2323,220.1824,209.5703,226.4759
0.2424,219.1025,209.1997,225.9026
0.2525,217.9767,209.1240,225.2348
0.2626,216.7967,209.2416,224.5380
0.2727,215.5752,209.4809,223.8983
0.2828,214.3385,209.7748,223.3674
0.2929,213.1085,210.0708,222.9403
0.3030,211.8882,210.3704,222.5768
0.3131,210.6604,210.7323,222.2325
0.3232,209.4026,211.2368,221.8654
0.3333,208.1065,211.9618,221.4244
0.3434,206.7926,212.9759,220.8475
0.3535,205.5131,214.3177,220.0916
0.3636,204.3473,215.9685,219.1690
0.3737,203.3923,217.8471,218.1548
0.3838,202.7534,219.8179,217.1676
0.3939,202.5334,221.6901,216.3460
0.4040,202.8240,223.2377,215.8276
0.4141,203.6965,224.2833,215.7178
0.4242,205.1839,224.8024,216.0532
0.4343,207.2524,224.9516,216.7867
0.4444,209.7768,224.9843,217.8022
0.4545,212.5435,225.1163,218.9516
0.4646,215.2911,225.4293,220.0970
0.4747,217.7759,225.8599,221.1438
0.4848,219.8335,226.2674,222.0503
0.4949,221.4112,226.5341,222.8109
0.5051,222.5608,226.6375,223.4366
0.5152,223.3990,226.6575,223.9583
0.5253,224.0562,226.7249,224.4354
0.5354,224.6371,226.9532,224.9360
0.5455,225.2052,227.3953,225.4958
0.5556,225.7864,228.0416,226.1035
0.5657,226.3831,228.8462,226.7279
0.5758,226.9847,229.7586,227.3494
0.5859,227.5738,230.7371,227.9625
0.5960,228.1289,231.7428,228.5573
0.6061,228.6278,232.7328,229.1071
0.6162,229.0529,233.6756,229.5812
0.6263,229.3967,234.5740,229.9681
0.6364,229.6649,235.4624,230.2852
0.6465,229.8754,236.3684,230.5623
0.6566,230.0533,237.2748,230.8163
0.6667,230.2221,238.1183,231.0399
0.6768,230.3976,238.8242,231.2126
0.6869,230.5845,239.3498,231.3229
0.6970,230.7780,239.7029,231.3783
0.7071,230.9677,239.9287,231.3978
0.7172,231.1427,240.0782,231.3981
0.7273,231.2965,240.1832,231.3890
0.7374,231.4285,240.2487,231.3766
0.7475,231.5430,240.2636,231.3674
0.7576,231.6465,240.2176,231.3685
0.7677,231.7443,240.1158,231.3853
0.7778,231.8383,239.9835,231.4179
0.7879,231.9277,239.8630,231.4610
0.7980,232.0116,239.8074,231.5053
0.8081,232.0933,239.8735,231.5423
0.8182,232.1822,240.1112,231.5672
0.8283,232.2931,240.5491,231.5807
0.8384,232.4421,241.1794,231.5858
0.8485,232.6401,241.9514,231.5848
0.8586,232.8880,242.7767,231.5766
0.8687,233.1738,243.5487,231.5589
0.8788,233.4748,244.1687,231.5320
0.8889,233.7645,244.5702,231.5032
0.8990,234.0221,244.7307,231.4915
0.9091,234.2413,244.6658,231.5308
0.9192,234.4376,244.4088,231.6661
0.9293,234.6488,243.9872,231.9409
0.9394,234.9270,243.4037,232.3770
0.9495,235.3197,242.6317,232.9619
0.9596,235.8483,241.6262,233.6572
0.9697,236.4971,240.3488,234.4238
0.9798,237.2231,238.7972,235.2397
0.9899,237.9820,237.0218,236.0944
1.0000,238.7486,235.1217,236.9733
