Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.09,202.01,0.11,200.01,0.08
0.40,200.04,0.19,202.04,0.21,200.03,0.17
0.60,200.08,0.28,202.09,0.32,200.08,0.25
0.80,200.15,0.37,202.17,0.42,200.13,0.34
1.00,200.23,0.47,202.26,0.53,200.21,0.42
1.20,200.34,0.56,202.38,0.63,200.30,0.50
1.40,200.46,0.65,202.51,0.73,200.41,0.58
1.60,200.60,0.74,202.67,0.84,200.54,0.67
1.80,200.75,0.83,202.85,0.94,200.68,0.75
2.00,200.93,0.92,203.05,1.04,200.84,0.83
2.20,201.12,1.01,203.26,1.14,201.01,0.91
2.40,201.33,1.10,203.50,1.24,201.20,0.99
2.60,201.56,1.18,203.76,1.33,201.40,1.06
2.80,201.81,1.27,204.03,1.43,201.62,1.14
3.00,202.07,1.35,204.33,1.52,201.86,1.22
3.20,202.35,1.44,204.64,1.62,202.11,1.29
3.40,202.64,1.52,204.98,1.71,202.38,1.36
3.60,202.96,1.60,205.33,1.80,202.66,1.43
3.80,203.28,1.67,205.70,1.89,202.95,1.50
4.00,203.63,1.75,206.08,1.97,203.26,1.57
4.20,203.98,1.83,206.48,2.06,203.58,1.64
4.40,204.36,1.90,206.90,2.14,203.91,1.71
4.60,204.74,1.97,207.34,2.22,204.26,1.77
4.80,205.14,2.04,207.79,2.29,204.62,1.83
5.00,205.56,2.10,208.26,2.37,204.99,1.89
5.20,205.98,2.17,208.74,2.44,205.38,1.95
5.40,206.43,2.23,209.23,2.51,205.77,2.01
5.60,206.88,2.29,209.74,2.58,206.18,2.06
5.80,207.34,2.35,210.27,2.65,206.60,2.11
6.00,207.82,2.41,210.80,2.71,207.03,2.16
6.20,208.30,2.46,211.35,2.77,207.46,2.21
6.40,208.80,2.51,211.91,2.83,207.91,2.26
6.60,209.31,2.56,212.48,2.88,208.36,2.30
6.80,209.82,2.60,213.06,2.93,208.83,2.34
7.00,210.35,2.65,213.65,2.98,209.30,2.38
7.20,210.88,2.69,214.25,3.02,209.78,2.41
7.40,211.42,2.72,214.86,3.07,210.27,2.45
7.60,211.97,2.76,215.48,3.11,210.76,2.48
7.80,212.53,2.79,216.10,3.14,211.26,2.51
8.00,213.09,2.82,216.74,3.17,211.76,2.53
8.20,213.66,2.85,217.37,3.20,212.27,2.56
8.40,214.23,2.87,218.02,3.23,212.79,2.58
8.60,214.80,2.89,218.67,3.25,213.30,2.60
8.80,215.38,2.91,219.32,3.27,213.82,2.61
9.00,215.97,2.92,219.98,3.29,214.35,2.63
9.20,216.55,2.94,220.64,3.30,214.88,2.64
9.40,217.14,2.94,221.30,3.31,215.40,2.65
9.60,217.73,2.95,221.96,3.32,215.93,2.65
9.80,218.32,2.95,222.63,3.32,216.46,2.65
10.00,218.91,2.95,223.29,3.32,216.99,2.65
10.20,219.50,2.95,223.96,3.32,217.53,2.65
10.40,220.09,2.94,224.62,3.31,218.06,2.65
10.60,220.68,2.94,225.28,3.30,218.58,2.64
10.80,221.27,2.92,225.94,3.29,219.11,2.63
11.00,221.85,2.91,226.60,3.27,219.63,2.61
11.20,222.43,2.89,227.25,3.25,220.16,2.60
11.40,223.01,2.87,227.90,3.23,220.67,2.58
11.60,223.58,2.85,228.54,3.20,221.19,2.56
11.80,224.14,2.82,229.18,3.17,221.70,2.53
12.00,224.71,2.79,229.81,3.14,222.20,2.51
12.20,225.26,2.76,230.44,3.11,222.70,2.48
12.40,225.81,2.72,231.06,3.07,223.19,2.45
12.60,226.35,2.69,231.66,3.02,223.68,2.41
12.80,226.88,2.65,232.27,2.98,224.16,2.38
13.00,227.41,2.60,232.86,2.93,224.63,2.34
13.20,227.92,2.56,233.44,2.88,225.09,2.30
13.40,228.43,2.51,234.01,2.83,225.55,2.26
13.60,228.93,2.46,234.57,2.77,226.00,2.21
13.80,229.41,2.41,235.12,2.71,226.43,2.16
14.00,229.89,2.35,235.65,2.65,226.86,2.11
14.20,230.35,2.29,236.17,2.58,227.28,2.06
14.40,230.81,2.23,236.68,2.51,227.68,2.01
14.60,231.25,2.17,237.18,2.44,228.08,1.95
14.80,231.68,2.10,237.66,2.37,228.46,1.89
15.00,232.09,2.04,238.13,2.29,228.84,1.83
15.20,232.49,1.97,238.58,2.22,229.20,1.77
15.40,232.88,1.90,239.01,2.14,229.54,1.71
15.60,233.25,1.83,239.43,2.06,229.88,1.64
15.80,233.61,1.75,239.84,1.97,230.20,1.57
16.00,233.95,1.67,240.22,1.89,230.51,1.50
16.20,234.28,1.60,240.59,1.80,230.80,1.43
16.40,234.59,1.52,240.94,1.71,231.08,1.36
16.60,234.88,1.44,241.27,1.62,231.35,1.29
16.80,235.16,1.35,241.59,1.52,231.60,1.22
17.00,235.43,1.27,241.88,1.43,231.83,1.14
17.20,235.67,1.18,242.16,1.33,232.06,1.06
17.40,235.90,1.10,242.42,1.24,232.26,0.99
17.60,236.11,1.01,242.65,1.14,232.45,0.91
17.80,236.30,0.92,242.87,1.04,232.62,0.83
18.00,236.48,0.83,243.07,0.94,232.78,0.75
18.20,236.64,0.74,243.24,0.84,232.92,0.67
18.40,236.78,0.65,243.40,0.73,233.05,0.58
18.60,236.90,0.56,243.54,0.63,233.16,0.50
18.80,237.00,0.47,243.65,0.53,233.25,0.42
19.00,237.08,0.37,243.75,0.42,233.32,0.34
19.20,237.15,0.28,243.82,0.32,233.38,0.25
19.40,237.20,0.19,243.87,0.21,233.42,0.17
19.60,237.22,0.09,243.91,0.11,233.45,0.08
19.80,237.23,0.02,243.92,0.03,233.46,0.02
20.00,237.23,0.14,243.92,0.27,233.46,-0.21
20.20,237.29,0.22,244.02,0.89,233.37,-0.63
20.40,237.32,0.08,244.27,1.74,233.21,-1.15
20.60,237.32,-0.07,244.72,2.58,232.91,-1.77
20.80,237.29,-0.20,245.30,2.78,232.50,-2.26
21.00,237.24,-0.42,245.83,1.88,232.01,-2.47
21.20,237.13,-0.88,246.05,-0.12,231.51,-2.48
21.40,236.89,-1.73,245.78,-2.69,231.02,-2.52
21.60,236.44,-2.93,244.97,-5.09,230.50,-2.81
21.80,235.71,-4.28,243.75,-6.67,229.90,-3.37
22.00,234.72,-5.46,242.31,-7.20,229.15,-4.00
22.20,233.53,-6.20,240.87,-6.85,228.29,-4.38
22.40,232.25,-6.42,239.57,-6.05,227.40,-4.32
22.60,230.97,-6.25,238.45,-5.32,226.57,-3.85
22.80,229.75,-5.94,237.44,-5.05,225.86,-3.23
23.00,228.59,-5.73,236.42,-5.38,225.27,-2.71
23.20,227.45,-5.77,235.29,-6.10,224.77,-2.41
23.40,226.28,-6.03,233.98,-6.73,224.31,-2.26
23.60,225.04,-6.42,232.60,-6.80,223.87,-2.13
23.80,223.72,-6.77,231.26,-6.14,223.46,-1.99
24.00,222.33,-6.98,230.14,-4.91,223.07,-1.90
24.20,220.92,-7.05,229.30,-3.46,222.70,-1.91
24.40,219.51,-7.06,228.75,-2.24,222.31,-2.04
24.60,218.10,-7.14,228.41,-1.61,221.88,-2.25
24.80,216.65,-7.45,228.11,-1.72,221.41,-2.55
25.00,215.12,-8.01,227.72,-2.39,220.86,-2.94
25.20,213.45,-8.76,227.15,-3.14,220.23,-3.37
25.40,211.62,-9.50,226.46,-3.43,219.51,-3.66
