Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.11,202.01,0.11,200.01,0.09
0.40,200.04,0.21,202.04,0.22,200.03,0.17
0.60,200.09,0.32,202.10,0.33,200.08,0.26
0.80,200.17,0.42,202.18,0.44,200.14,0.34
1.00,200.26,0.52,202.28,0.55,200.21,0.42
1.20,200.38,0.63,202.40,0.66,200.31,0.51
1.40,200.51,0.73,202.54,0.77,200.42,0.59
1.60,200.67,0.83,202.70,0.87,200.54,0.68
1.80,200.85,0.94,202.89,0.98,200.69,0.76
2.00,201.05,1.04,203.09,1.08,200.85,0.84
2.20,201.26,1.14,203.32,1.19,201.02,0.92
2.40,201.50,1.23,203.57,1.29,201.21,1.00
2.60,201.76,1.33,203.84,1.39,201.42,1.08
2.80,202.03,1.43,204.13,1.49,201.65,1.16
3.00,202.33,1.52,204.43,1.59,201.88,1.23
3.20,202.64,1.61,204.76,1.69,202.14,1.31
3.40,202.97,1.71,205.11,1.78,202.41,1.38
3.60,203.32,1.80,205.48,1.88,202.69,1.45
3.80,203.69,1.88,205.86,1.97,202.99,1.52
4.00,204.08,1.97,206.26,2.06,203.30,1.59
4.20,204.48,2.05,206.69,2.15,203.63,1.66
4.40,204.90,2.14,207.12,2.23,203.97,1.73
4.60,205.33,2.21,207.58,2.32,204.32,1.79
4.80,205.78,2.29,208.05,2.40,204.68,1.86
5.00,206.25,2.37,208.54,2.48,205.06,1.92
5.20,206.73,2.44,209.04,2.55,205.45,1.98
5.40,207.23,2.51,209.56,2.63,205.85,2.03
5.60,207.74,2.58,210.09,2.70,206.26,2.09
5.80,208.26,2.64,210.64,2.76,206.68,2.14
6.00,208.79,2.71,211.20,2.83,207.12,2.19
6.20,209.34,2.77,211.77,2.89,207.56,2.24
6.40,209.90,2.82,212.35,2.95,208.01,2.28
6.60,210.47,2.88,212.95,3.01,208.47,2.33
6.80,211.05,2.93,213.56,3.06,208.94,2.37
7.00,211.64,2.98,214.17,3.11,209.42,2.41
7.20,212.24,3.02,214.80,3.16,209.91,2.45
7.40,212.85,3.06,215.44,3.20,210.40,2.48
7.60,213.47,3.10,216.08,3.25,210.90,2.51
7.80,214.09,3.14,216.74,3.28,211.41,2.54
8.00,214.72,3.17,217.40,3.32,211.92,2.57
8.20,215.36,3.20,218.06,3.35,212.43,2.59
8.40,216.00,3.23,218.74,3.38,212.95,2.61
8.60,216.65,3.25,219.41,3.40,213.48,2.63
8.80,217.30,3.27,220.10,3.42,214.01,2.65
9.00,217.96,3.29,220.78,3.44,214.54,2.66
9.20,218.62,3.30,221.47,3.45,215.07,2.67
9.40,219.28,3.31,222.16,3.46,215.61,2.68
9.60,219.94,3.32,222.86,3.47,216.14,2.69
9.80,220.61,3.32,223.55,3.47,216.68,2.69
10.00,221.27,3.32,224.25,3.47,217.22,2.69
10.20,221.93,3.32,224.94,3.47,217.76,2.69
10.40,222.60,3.31,225.63,3.46,218.29,2.68
10.60,223.26,3.30,226.33,3.45,218.83,2.67
10.80,223.92,3.29,227.01,3.44,219.36,2.66
11.00,224.57,3.27,227.70,3.42,219.89,2.65
11.20,225.23,3.25,228.38,3.40,220.42,2.63
11.40,225.87,3.23,229.06,3.38,220.94,2.61
11.60,226.52,3.20,229.73,3.35,221.46,2.59
11.80,227.15,3.17,230.40,3.32,221.98,2.57
12.00,227.79,3.14,231.06,3.28,222.49,2.54
12.20,228.41,3.10,231.71,3.25,223.00,2.51
12.40,229.03,3.06,232.36,3.20,223.50,2.48
12.60,229.63,3.02,233.00,3.16,223.99,2.45
12.80,230.23,2.98,233.62,3.11,224.47,2.41
13.00,230.83,2.93,234.24,3.06,224.95,2.37
13.20,231.41,2.88,234.85,3.01,225.42,2.33
13.40,231.98,2.82,235.44,2.95,225.88,2.28
13.60,232.53,2.77,236.03,2.89,226.34,2.24
13.80,233.08,2.71,236.60,2.83,226.78,2.19
14.00,233.62,2.64,237.16,2.76,227.21,2.14
14.20,234.14,2.58,237.71,2.70,227.64,2.09
14.40,234.65,2.51,238.24,2.63,228.05,2.03
14.60,235.14,2.44,238.76,2.55,228.45,1.98
14.80,235.62,2.37,239.26,2.48,228.84,1.92
15.00,236.09,2.29,239.75,2.40,229.21,1.86
15.20,236.54,2.21,240.22,2.32,229.58,1.79
15.40,236.98,2.14,240.67,2.23,229.93,1.73
