phase,epi,trans,endo
0.0000,236.8633,243.5106,232.6977
0.0101,236.5177,243.1117,232.1548
0.0202,236.0532,242.4599,231.6186
0.0303,235.4011,241.4383,231.1043
0.0404,234.5601,240.0828,230.6348
0.0505,233.5798,238.4885,230.2297
0.0606,232.5351,236.7307,229.8970
0.0707,231.5079,234.8770,229.6334
0.0808,230.5743,233.0154,229.4338
0.0909,229.7912,231.2162,229.3021
0.1010,229.1802,229.4780,229.2521
0.1111,228.7176,227.7425,229.2921
0.1212,228.3370,225.9520,229.4037
0.1313,227.9465,224.0787,229.5314
0.1414,227.4558,222.1204,229.5966
0.1515,226.8043,220.1011,229.5329
0.1616,225.9778,218.0771,229.3202
0.1717,225.0062,216.1184,228.9946
0.1818,223.9450,214.2657,228.6250
0.1919,222.8516,212.4983,228.2733
0.2020,221.7677,210.7460,227.9637
0.2121,220.7137,208.9473,227.6802
0.2222,219.6934,207.1197,227.3901
0.2323,218.7029,205.3903,227.0720
0.2424,217.7363,203.9589,226.7274
0.2525,216.7860,203.0104,226.3682
0.2626,215.8379,202.6377,225.9951
0.2727,214.8647,202.8215,225.5875
0.2828,213.8235,203.4637,225.1128
0.2929,212.6614,204.4302,224.5467
0.3030,211.3314,205.5850,223.8866
0.3131,209.8126,206.8175,223.1466
0.3232,208.1284,208.0649,222.3363
0.3333,206.3530,209.3165,221.4442
0.3434,204.6054,210.5943,220.4513
0.3535,203.0356,211.9242,219.3748
0.3636,201.8078,213.3293,218.3019
0.3737,201.0813,214.8454,217.3708
0.3838,200.9871,216.5131,216.7099
0.3939,201.6001,218.3200,216.3867
0.4040,202.9194,220.1547,216.3992
0.4141,204.8650,221.8480,216.7056
0.4242,207.2892,223.2639,217.2567
0.4343,209.9938,224.3379,218.0052
0.4444,212.7507,225.0447,218.8927
0.4545,215.3362,225.3703,219.8396
0.4646,217.5746,225.3312,220.7600
0.4747,219.3750,225.0079,221.5972
0.4848,220.7435,224.5443,222.3493
0.4949,221.7650,224.1129,223.0551
0.5051,222.5629,223.8717,223.7542
0.5152,223.2560,223.9359,224.4598
0.5253,223.9286,224.3644,225.1631
0.5354,224.6209,225.1501,225.8528
0.5455,225.3360,226.2273,226.5293
0.5556,226.0548,227.5054,227.2038
0.5657,226.7493,228.8986,227.8842
0.5758,227.3922,230.3206,228.5537
0.5859,227.9622,231.6729,229.1666
0.5960,228.4478,232.8859,229.6755
0.6061,228.8499,233.9800,230.0691
0.6162,229.1817,235.0494,230.3784
0.6263,229.4651,236.1605,230.6448
0.6364,229.7235,237.2822,230.8892
0.6465,229.9743,238.3158,231.1098
0.6566,230.2236,239.1728,231.2969
0.6667,230.4666,239.8181,231.4434
0.6768,230.6918,240.2629,231.5464
0.6869,230.8881,240.5389,231.6071
0.6970,231.0505,240.6824,231.6318
0.7071,231.1812,240.7307,231.6314
0.7172,231.2887,240.7196,231.6188
0.7273,231.3840,240.6784,231.6053
0.7374,231.4763,240.6246,231.5976
0.7475,231.5708,240.5658,231.5972
0.7576,231.6672,240.5061,231.6015
0.7677,231.7619,240.4542,231.6066
0.7778,231.8515,240.4272,231.6095
0.7879,231.9365,240.4507,231.6089
0.7980,232.0233,240.5511,231.6066
0.8081,232.1236,240.7462,231.6072
0.8182,232.2519,241.0422,231.6158
0.8283,232.4208,241.4364,231.6339
0.8384,232.6353,241.9180,231.6564
0.8485,232.8895,242.4618,231.6721
0.8586,233.1654,243.0244,231.6675
0.8687,233.4382,243.5504,231.6338
0.8788,233.6850,243.9849,231.5751
0.8889,233.8926,244.2875,231.5161
0.8990,234.0632,244.4446,231.5004
0.9091,234.2152,244.4748,231.5752
0.9192,234.3795,244.4142,231.7691
0.9293,234.5929,244.2892,232.0758
0.9394,234.8859,244.1083,232.4525
0.9495,235.2667,243.8855,232.8331
0.9596,235.7068,243.6601,233.1463
0.9697,236.1423,243.4835,233.3329
0.9798,236.4994,243.3883,233.3614
0.9899,236.7407,243.3715,233.2418
1.0000,236.8967,243.4009,233.0318
