Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.12,200.01,0.08
0.40,200.04,0.20,202.05,0.23,200.03,0.16
0.60,200.09,0.30,202.10,0.35,200.07,0.24
0.80,200.16,0.40,202.19,0.46,200.13,0.32
1.00,200.25,0.50,202.29,0.58,200.20,0.41
1.20,200.36,0.59,202.42,0.69,200.29,0.49
1.40,200.49,0.69,202.57,0.80,200.40,0.56
1.60,200.63,0.79,202.74,0.92,200.52,0.64
1.80,200.80,0.88,202.93,1.03,200.65,0.72
2.00,200.99,0.98,203.15,1.14,200.81,0.80
2.20,201.19,1.07,203.39,1.25,200.97,0.88
2.40,201.42,1.16,203.65,1.36,201.16,0.95
2.60,201.66,1.26,203.93,1.46,201.36,1.03
2.80,201.92,1.35,204.23,1.57,201.57,1.10
3.00,202.20,1.44,204.56,1.67,201.80,1.17
3.20,202.49,1.52,204.90,1.77,202.04,1.25
3.40,202.81,1.61,205.27,1.87,202.29,1.32
3.60,203.14,1.69,205.65,1.97,202.57,1.39
3.80,203.48,1.78,206.06,2.07,202.85,1.45
4.00,203.85,1.86,206.48,2.16,203.15,1.52
4.20,204.23,1.94,206.92,2.26,203.46,1.58
4.40,204.62,2.01,207.38,2.35,203.78,1.65
4.60,205.03,2.09,207.86,2.43,204.12,1.71
4.80,205.46,2.16,208.35,2.52,204.46,1.77
5.00,205.90,2.23,208.87,2.60,204.82,1.83
5.20,206.35,2.30,209.39,2.68,205.19,1.88
5.40,206.82,2.37,209.94,2.76,205.58,1.94
5.60,207.30,2.43,210.50,2.83,205.97,1.99
5.80,207.79,2.49,211.07,2.90,206.37,2.04
6.00,208.30,2.55,211.66,2.97,206.79,2.09
6.20,208.81,2.61,212.26,3.04,207.21,2.13
6.40,209.34,2.66,212.87,3.10,207.64,2.18
6.60,209.88,2.71,213.50,3.16,208.08,2.22
6.80,210.42,2.76,214.14,3.22,208.53,2.26
7.00,210.98,2.81,214.79,3.27,208.98,2.30
7.20,211.55,2.85,215.45,3.32,209.45,2.33
7.40,212.12,2.89,216.11,3.37,209.92,2.36
7.60,212.70,2.93,216.79,3.41,210.39,2.39
7.80,213.29,2.96,217.48,3.45,210.87,2.42
8.00,213.89,2.99,218.17,3.48,211.36,2.45
8.20,214.49,3.02,218.87,3.52,211.85,2.47
8.40,215.10,3.05,219.58,3.55,212.35,2.49
