phase,epi,trans,endo
0.0000,238.7977,247.9413,232.2715
0.0101,238.3711,247.8788,231.1214
0.0202,237.7741,247.6586,229.9565
0.0303,236.9389,247.2405,228.8156
0.0404,235.9288,246.7166,227.7875
0.0505,234.8796,246.2138,226.9519
0.0606,233.9116,245.7786,226.3306
0.0707,233.0809,245.3384,225.8964
0.0808,232.3805,244.7462,225.6124
0.0909,231.7636,243.8586,225.4491
0.1010,231.1661,242.6061,225.3742
0.1111,230.5247,241.0248,225.3432
0.1212,229.7913,239.2337,225.3067
0.1313,228.9449,237.3683,225.2269
0.1414,227.9952,235.5263,225.0829
0.1515,226.9754,233.7721,224.8591
0.1616,225.9256,232.1793,224.5351
0.1717,224.8748,230.8539,224.0924
0.1818,223.8297,229.9015,223.5352
0.1919,222.7749,229.3628,222.9000
0.2020,221.6841,229.1785,222.2418
0.2121,220.5346,229.2211,221.6048
0.2222,219.3177,229.3586,221.0067
0.2323,218.0401,229.4943,220.4516
0.2424,216.7169,229.5684,219.9511
0.2525,215.3628,229.5469,219.5240
0.2626,213.9884,229.4159,219.1755
0.2727,212.6058,229.1900,218.8791
0.2828,211.2395,228.9388,218.5787
0.2929,209.9344,228.7999,218.2112
0.3030,208.7556,228.9232,217.7424
0.3131,207.7774,229.3508,217.1928
0.3232,207.0697,229.9629,216.6305
0.3333,206.6893,230.5760,216.1283
0.3434,206.6781,231.0832,215.7304
0.3535,207.0651,231.4681,215.4660
0.3636,207.8658,231.7218,215.3812
0.3737,209.0749,231.8199,215.5390
0.3838,210.6536,231.7871,215.9821
0.3939,212.5182,231.7353,216.7002
0.4040,214.5394,231.8083,217.6214
0.4141,216.5625,232.0860,218.6234
0.4242,218.4427,232.5370,219.5703
0.4343,220.0826,233.0515,220.3731
0.4444,221.4535,233.5214,221.0349
0.4545,222.5914,233.9064,221.6316
0.4646,223.5699,234.2471,222.2431
0.4747,224.4669,234.6284,222.9024
0.4848,225.3373,235.1286,223.5953
0.4949,226.2041,235.7901,224.2877
0.5051,227.0635,236.6209,224.9512
0.5152,227.8972,237.6092,225.5758
0.5253,228.6834,238.7336,226.1694
0.5354,229.4017,239.9625,226.7421
0.5455,230.0345,241.2440,227.2856
0.5556,230.5685,242.4993,227.7666
0.5657,230.9979,243.6407,228.1457
0.5758,231.3274,244.6169,228.4085
0.5859,231.5726,245.4462,228.5820
0.5960,231.7567,246.1895,228.7171
0.6061,231.9060,246.8811,228.8522
0.6162,232.0444,247.4906,228.9927
0.6263,232.1880,247.9549,229.1217
0.6364,232.3428,248.0000,229.2225
0.6465,232.5055,248.0000,229.2923
0.6566,232.6671,248.0000,229.3393
0.6667,232.8178,248.0000,229.3738
0.6768,232.9508,248.0000,229.4020
0.6869,233.0647,248.0000,229.4259
0.6970,233.1625,248.0000,229.4462
0.7071,233.2498,248.0000,229.4648
0.7172,233.3319,247.9671,229.4849
0.7273,233.4119,247.8231,229.5107
0.7374,233.4914,247.6601,229.5467
0.7475,233.5719,247.5011,229.5950
0.7576,233.6562,247.3840,229.6550
0.7677,233.7482,247.3574,229.7218
0.7778,233.8515,247.4629,229.7879
0.7879,233.9683,247.7085,229.8431
0.7980,234.0979,248.0000,229.8774
0.8081,234.2363,248.0000,229.8824
0.8182,234.3748,248.0000,229.8533
0.8283,234.5003,248.0000,229.7887
0.8384,234.5978,248.0000,229.6943
0.8485,234.6566,248.0000,229.5896
0.8586,234.6778,248.0000,229.5148
0.8687,234.6794,248.0000,229.5255
0.8788,234.6945,248.0000,229.6676
0.8889,234.7630,248.0000,229.9471
0.8990,234.9191,248.0000,230.3313
0.9091,235.1807,248.0000,230.7879
0.9192,235.5475,248.0000,231.3209
0.9293,236.0072,248.0000,231.9550
0.9394,236.5414,247.5146,232.6720
0.9495,237.1236,246.9358,233.3604
0.9596,237.7109,246.5225,233.8428
0.9697,238.2425,246.4200,233.9766
0.9798,238.6611,246.6564,233.7377
0.9899,238.9488,247.1520,233.2150
1.0000,239.1491,247.7791,232.5479
