phase,epi,trans,endo
0.0000,236.0889,240.6152,234.2353
0.0101,236.0228,239.4121,234.4461
0.0202,235.9090,238.1591,234.6361
0.0303,235.7325,236.8973,234.7774
0.0404,235.5190,235.7591,234.8389
0.0505,235.3155,234.8806,234.8012
0.0606,235.1602,234.3045,234.6674
0.0707,235.0562,233.9471,234.4588
0.0808,234.9606,233.6422,234.1945
0.0909,234.7937,233.2290,233.8709
0.1010,234.4654,232.6271,233.4566
0.1111,233.9109,231.8616,232.9127
0.1212,233.1181,231.0305,232.2245
0.1313,232.1314,230.2420,231.4220
0.1414,231.0309,229.5533,230.5751
0.1515,229.8987,228.9410,229.7647
0.1616,228.7881,228.3117,229.0480
0.1717,227.7105,227.5482,228.4408
0.1818,226.6423,226.5703,227.9230
0.1919,225.5455,225.3840,227.4586
0.2020,224.3902,224.0950,227.0154
0.2121,223.1672,222.8752,226.5710
0.2222,221.8861,221.8984,226.1082
0.2323,220.5600,221.2738,225.6096
0.2424,219.1883,221.0083,225.0570
0.2525,217.7457,221.0119,224.4336
0.2626,216.1859,221.1460,223.7272
0.2727,214.4594,221.2922,222.9335
0.2828,212.5370,221.4028,222.0592
0.2929,210.4318,221.5048,221.1229
0.3030,208.2085,221.6539,220.1531
0.3131,205.9832,221.8754,219.1853
0.3232,203.9166,222.1340,218.2614
0.3333,202.1992,222.3581,217.4329
0.3434,201.0184,222.4954,216.7623
0.3535,200.5092,222.5557,216.3142
0.3636,200.7242,222.6092,216.1376
0.3737,201.6441,222.7442,216.2485
0.3838,203.2031,223.0145,216.6215
0.3939,205.2826,223.4092,217.1916
0.4040,207.6864,223.8580,217.8665
0.4141,210.1476,224.2634,218.5449
0.4242,212.3915,224.5359,219.1412
0.4343,214.2206,224.6157,219.6110
0.4444,215.5731,224.4798,219.9666
0.4545,216.5245,224.1488,220.2728
0.4646,217.2378,223.6976,220.6179
0.4747,217.8908,223.2598,221.0766
0.4848,218.6132,223.0078,221.6810
0.4949,219.4592,223.1064,222.4147
0.5051,220.4170,223.6556,223.2305
0.5152,221.4398,224.6577,224.0772
0.5253,222.4761,226.0275,224.9186
0.5354,223.4855,227.6362,225.7368
0.5455,224.4395,229.3634,226.5220
0.5556,225.3154,231.1257,227.2593
0.5657,226.0938,232.8751,227.9250
0.5758,226.7628,234.5806,228.4961
0.5859,227.3234,236.2112,228.9655
0.5960,227.7917,237.7308,229.3479
0.6061,228.1923,239.1023,229.6708
0.6162,228.5485,240.2934,229.9561
0.6263,228.8746,241.2810,230.2072
0.6364,229.1744,242.0563,230.4111
0.6465,229.4452,242.6302,230.5518
0.6566,229.6849,243.0325,230.6240
0.6667,229.8955,243.3053,230.6384
0.6768,230.0839,243.4913,230.6167
0.6869,230.2590,243.6255,230.5837
0.6970,230.4292,243.7308,230.5610
0.7071,230.5998,243.8177,230.5633
0.7172,230.7732,243.8851,230.5975
0.7273,230.9494,243.9240,230.6611
0.7374,231.1258,243.9225,230.7438
0.7475,231.2976,243.8742,230.8309
0.7576,231.4588,243.7849,230.9076
0.7677,231.6048,243.6769,230.9633
0.7778,231.7346,243.5857,230.9926
0.7879,231.8525,243.5515,230.9950
0.7980,231.9664,243.6062,230.9744
0.8081,232.0846,243.7617,230.9373
0.8182,232.2122,244.0067,230.8899
0.8283,232.3471,244.3158,230.8363
0.8384,232.4805,244.6644,230.7753
0.8485,232.5991,245.0387,230.7029
0.8586,232.6911,245.4333,230.6174
0.8687,232.7523,245.8345,230.5285
0.8788,232.7921,246.2047,230.4626
0.8889,232.8342,246.4793,230.4595
0.8990,232.9118,246.5850,230.5604
0.9091,233.0570,246.4703,230.7912
0.9192,233.2902,246.1308,231.1508
0.9293,233.6145,245.6147,231.6089
0.9394,234.0157,245.0054,232.1150
0.9495,234.4646,244.3885,232.6130
0.9596,234.9205,243.8159,233.0564
0.9697,235.3366,243.2839,233.4189
0.9798,235.6729,242.7444,233.6976
0.9899,235.9173,242.1503,233.9103
1.0000,236.0998,241.5038,234.0877
