phase,epi,trans,endo
0.0000,238.0529,242.1559,233.2452
0.0101,238.0848,242.2716,233.1003
0.0202,238.0869,242.5491,232.8524
0.0303,238.0544,243.0251,232.4733
0.0404,237.9957,243.5522,232.0193
0.0505,237.8900,243.8483,231.5695
0.0606,237.6603,243.6399,231.1495
0.0707,237.1968,242.8222,230.7088
0.0808,236.4177,241.5247,230.1602
0.0909,235.3211,240.0308,229.4447
0.1010,233.9948,238.6165,228.5768
0.1111,232.5798,237.4249,227.6419
0.1212,231.2093,236.4398,226.7519
0.1313,229.9563,235.5446,225.9871
0.1414,228.8145,234.6008,225.3622
0.1515,227.7199,233.5008,224.8380
0.1616,226.5938,232.1985,224.3627
0.1717,225.3809,230.7324,223.9091
0.1818,224.0664,229.2282,223.4809
0.1919,222.6715,227.8577,223.0889
0.2020,221.2366,226.7643,222.7199
0.2121,219.8028,225.9946,222.3305
0.2222,218.3937,225.4682,221.8707
0.2323,217.0024,225.0052,221.3202
0.2424,215.5898,224.4101,220.6993
0.2525,214.1002,223.5733,220.0414
0.2626,212.4909,222.5219,219.3557
0.2727,210.7580,221.3765,218.6226
0.2828,208.9411,220.2501,217.8300
0.2929,207.1024,219.1733,217.0161
0.3030,205.3010,218.0872,216.2779
0.3131,203.5893,216.8996,215.7290
0.3232,202.0375,215.5647,215.4399
0.3333,200.7587,214.1395,215.4053
0.3434,200.0000,212.7718,215.5571
0.3535,200.0000,211.6196,215.8070
0.3636,200.0000,210.7684,216.0803
0.3737,200.2054,210.2218,216.3222
0.3838,201.0045,209.9636,216.4813
0.3939,201.9463,210.0147,216.5029
0.4040,202.9560,210.4189,216.3548
0.4141,204.0301,211.1666,216.0767
0.4242,205.2525,212.1349,215.8053
0.4343,206.7602,213.1182,215.7371
0.4444,208.6569,213.9436,216.0408
0.4545,210.9283,214.5850,216.7809
0.4646,213.4201,215.1922,217.8934
0.4747,215.8970,216.0092,219.2186
0.4848,218.1432,217.2304,220.5692
0.4949,220.0397,218.8848,221.8020
0.5051,221.5820,220.8281,222.8624
0.5152,222.8427,222.8477,223.7782
0.5253,223.9147,224.7962,224.6116
0.5354,224.8666,226.6455,225.4026
0.5455,225.7295,228.4392,226.1455
0.5556,226.5092,230.2137,226.8105
0.5657,227.2086,231.9524,227.3838
0.5758,227.8391,233.5860,227.8841
0.5859,228.4176,235.0242,228.3445
0.5960,228.9554,236.2031,228.7863
0.6061,229.4529,237.1194,229.2060
0.6162,229.9015,237.8206,229.5796
0.6263,230.2936,238.3633,229.8743
0.6364,230.6298,238.7845,230.0673
0.6465,230.9210,239.1081,230.1603
0.6566,231.1835,239.3629,230.1812
0.6667,231.4309,239.5848,230.1689
0.6768,231.6695,239.8045,230.1568
0.6869,231.8986,240.0366,230.1639
0.6970,232.1151,240.2773,230.1971
0.7071,232.3162,240.5086,230.2544
0.7172,232.5010,240.7056,230.3278
0.7273,232.6682,240.8456,230.4051
0.7374,232.8159,240.9178,230.4732
0.7475,232.9425,240.9309,230.5224
0.7576,233.0497,240.9149,230.5482
0.7677,233.1432,240.9126,230.5489
0.7778,233.2317,240.9643,230.5241
0.7879,233.3236,241.0905,230.4758
0.7980,233.4243,241.2818,230.4106
0.8081,233.5357,241.5041,230.3391
0.8182,233.6566,241.7154,230.2729
0.8283,233.7835,241.8915,230.2201
0.8384,233.9115,242.0431,230.1824
0.8485,234.0370,242.2152,230.1550
0.8586,234.1614,242.4593,230.1343
0.8687,234.2936,242.7927,230.1305
0.8788,234.4524,243.1697,230.1752
0.8889,234.6624,243.4923,230.3125
0.8990,234.9449,243.6563,230.5740
0.9091,235.3056,243.6092,230.9534
0.9192,235.7262,243.3801,231.4002
0.9293,236.1684,243.0616,231.8442
0.9394,236.5893,242.7565,232.2305
0.9495,236.9586,242.5274,232.5395
0.9596,237.2662,242.3811,232.7798
0.9697,237.5152,242.2914,232.9663
0.9798,237.7131,242.2311,233.1058
0.9899,237.8700,242.1848,233.2033
1.0000,238.0035,242.1450,233.2744
