Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.09,202.01,0.10,200.01,0.08
0.40,200.04,0.19,202.04,0.21,200.03,0.16
0.60,200.08,0.28,202.09,0.31,200.07,0.25
0.80,200.15,0.37,202.17,0.42,200.13,0.33
1.00,200.23,0.46,202.26,0.52,200.21,0.41
1.20,200.33,0.55,202.38,0.62,200.30,0.49
1.40,200.45,0.64,202.51,0.73,200.40,0.57
1.60,200.59,0.73,202.67,0.83,200.52,0.65
1.80,200.75,0.82,202.84,0.93,200.66,0.73
2.00,200.92,0.91,203.04,1.03,200.82,0.81
2.20,201.11,1.00,203.25,1.13,200.99,0.89
2.40,201.32,1.09,203.49,1.22,201.17,0.96
2.60,201.55,1.17,203.74,1.32,201.37,1.04
2.80,201.79,1.26,204.01,1.42,201.59,1.11
3.00,202.05,1.34,204.31,1.51,201.82,1.19
3.20,202.33,1.42,204.62,1.60,202.06,1.26
3.40,202.62,1.50,204.95,1.69,202.32,1.33
3.60,202.93,1.58,205.29,1.78,202.60,1.40
3.80,203.25,1.66,205.66,1.87,202.88,1.47
4.00,203.59,1.73,206.04,1.95,203.18,1.54
4.20,203.94,1.81,206.44,2.04,203.50,1.60
4.40,204.31,1.88,206.86,2.12,203.82,1.67
4.60,204.70,1.95,207.29,2.20,204.16,1.73
4.80,205.09,2.02,207.73,2.27,204.52,1.79
5.00,205.50,2.08,208.20,2.35,204.88,1.85
5.20,205.93,2.15,208.67,2.42,205.26,1.91
5.40,206.36,2.21,209.16,2.49,205.64,1.96
5.60,206.81,2.27,209.67,2.56,206.04,2.01
5.80,207.27,2.33,210.19,2.62,206.45,2.06
6.00,207.74,2.38,210.72,2.68,206.87,2.11
6.20,208.22,2.43,211.26,2.74,207.29,2.16
6.40,208.71,2.48,211.81,2.80,207.73,2.20
6.60,209.22,2.53,212.38,2.85,208.17,2.25
6.80,209.73,2.58,212.95,2.90,208.63,2.29
7.00,210.25,2.62,213.54,2.95,209.09,2.32
7.20,210.77,2.66,214.13,3.00,209.56,2.36
7.40,211.31,2.70,214.74,3.04,210.03,2.39
7.60,211.85,2.73,215.35,3.08,210.51,2.42
7.80,212.40,2.76,215.97,3.11,211.00,2.45
8.00,212.96,2.79,216.59,3.14,211.49,2.48
8.20,213.52,2.82,217.22,3.17,211.99,2.50
8.40,214.09,2.84,217.86,3.20,212.49,2.52
8.60,214.66,2.86,218.50,3.22,213.00,2.54
8.80,215.23,2.88,219.15,3.24,213.51,2.55
9.00,215.81,2.89,219.80,3.26,214.02,2.57
9.20,216.39,2.91,220.45,3.27,214.54,2.58
9.40,216.97,2.91,221.11,3.28,215.05,2.59
9.60,217.55,2.92,221.77,3.29,215.57,2.59
9.80,218.14,2.92,222.43,3.29,216.09,2.59
10.00,218.72,2.92,223.08,3.29,216.61,2.59
10.20,219.31,2.92,223.74,3.29,217.13,2.59
10.40,219.89,2.91,224.40,3.28,217.64,2.59
10.60,220.47,2.91,225.06,3.27,218.16,2.58
10.80,221.05,2.89,225.71,3.26,218.68,2.57
11.00,221.63,2.88,226.36,3.24,219.19,2.55
11.20,222.21,2.86,227.01,3.22,219.70,2.54
