Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.04,200.00,0.05
0.20,200.01,0.10,202.01,0.08,200.01,0.10
0.40,200.04,0.20,202.03,0.16,200.04,0.19
0.60,200.09,0.30,202.07,0.24,200.09,0.28
0.80,200.16,0.40,202.13,0.32,200.15,0.38
1.00,200.25,0.49,202.20,0.39,200.24,0.47
1.20,200.36,0.59,202.28,0.47,200.34,0.57
1.40,200.48,0.69,202.39,0.55,200.46,0.66
1.60,200.63,0.78,202.50,0.63,200.61,0.75
1.80,200.80,0.88,202.64,0.70,200.77,0.84
2.00,200.98,0.97,202.79,0.78,200.94,0.93
2.20,201.19,1.07,202.95,0.85,201.14,1.02
2.40,201.41,1.16,203.13,0.93,201.35,1.11
2.60,201.65,1.25,203.32,1.00,201.58,1.20
2.80,201.91,1.34,203.53,1.07,201.83,1.29
3.00,202.19,1.43,203.75,1.14,202.10,1.37
3.20,202.48,1.52,203.98,1.21,202.38,1.46
3.40,202.79,1.60,204.23,1.28,202.68,1.54
3.60,203.12,1.69,204.50,1.35,203.00,1.62
3.80,203.47,1.77,204.77,1.41,203.33,1.70
4.00,203.83,1.85,205.06,1.48,203.68,1.78
4.20,204.21,1.93,205.37,1.54,204.04,1.85
4.40,204.60,2.01,205.68,1.60,204.42,1.93
4.60,205.01,2.08,206.01,1.66,204.81,2.00
4.80,205.44,2.15,206.35,1.72,205.22,2.07
5.00,205.87,2.22,206.70,1.78,205.64,2.14
5.20,206.33,2.29,207.06,1.83,206.07,2.20
5.40,206.79,2.36,207.43,1.89,206.52,2.26
5.60,207.27,2.42,207.81,1.94,206.98,2.33
5.80,207.76,2.48,208.20,1.99,207.45,2.38
6.00,208.26,2.54,208.61,2.03,207.93,2.44
6.20,208.78,2.60,209.02,2.08,208.43,2.49
6.40,209.30,2.65,209.44,2.12,208.93,2.55
6.60,209.84,2.70,209.86,2.16,209.44,2.59
6.80,210.38,2.75,210.30,2.20,209.97,2.64
7.00,210.94,2.80,210.74,2.24,210.50,2.68
7.20,211.50,2.84,211.19,2.27,211.04,2.73
7.40,212.08,2.88,211.65,2.30,211.59,2.76
7.60,212.65,2.92,212.12,2.33,212.15,2.80
7.80,213.24,2.95,212.58,2.36,212.71,2.83
8.00,213.83,2.98,213.06,2.38,213.28,2.86
8.20,214.43,3.01,213.54,2.40,213.85,2.89
8.40,215.04,3.03,214.02,2.42,214.43,2.91
8.60,215.65,3.06,214.51,2.44,215.02,2.93
8.80,216.26,3.07,215.00,2.46,215.61,2.95
9.00,216.88,3.09,215.49,2.47,216.20,2.97
9.20,217.50,3.10,215.99,2.48,216.79,2.98
9.40,218.12,3.11,216.48,2.49,217.39,2.99
9.60,218.74,3.12,216.98,2.49,217.99,2.99
9.80,219.37,3.12,217.48,2.49,218.59,3.00
10.00,219.99,3.12,217.98,2.49,219.19,3.00
10.20,220.61,3.12,218.48,2.49,219.79,2.99
10.40,221.24,3.11,218.98,2.49,220.38,2.99
10.60,221.86,3.10,219.47,2.48,220.98,2.98
10.80,222.48,3.09,219.97,2.47,221.58,2.97
11.00,223.09,3.07,220.46,2.46,222.17,2.95
11.20,223.71,3.06,220.95,2.44,222.76,2.93
11.40,224.32,3.03,221.44,2.42,223.34,2.91
11.60,224.92,3.01,221.92,2.40,223.92,2.89
11.80,225.52,2.98,222.40,2.38,224.50,2.86
12.00,226.11,2.95,222.87,2.36,225.06,2.83
12.20,226.70,2.92,223.34,2.33,225.63,2.80
12.40,227.28,2.88,223.81,2.30,226.18,2.76
12.60,227.85,2.84,224.26,2.27,226.73,2.73
12.80,228.42,2.80,224.71,2.24,227.27,2.68
13.00,228.97,2.75,225.16,2.20,227.81,2.64
13.20,229.52,2.70,225.59,2.16,228.33,2.59
13.40,230.05,2.65,226.02,2.12,228.84,2.55
13.60,230.58,2.60,226.44,2.08,229.35,2.49
13.80,231.09,2.54,226.85,2.03,229.84,2.44
14.00,231.59,2.48,227.25,1.99,230.33,2.38
14.20,232.09,2.42,227.65,1.94,230.80,2.33
14.40,232.56,2.36,228.03,1.89,231.26,2.26
14.60,233.03,2.29,228.40,1.83,231.70,2.20
14.80,233.48,2.22,228.76,1.78,232.14,2.14
15.00,233.92,2.15,229.11,1.72,232.56,2.07
15.20,234.34,2.08,229.45,1.66,232.96,2.00
15.40,234.75,2.01,229.78,1.60,233.36,1.93
15.60,235.14,1.93,230.09,1.54,233.73,1.85
15.80,235.52,1.85,230.39,1.48,234.10,1.78
16.00,235.89,1.77,230.68,1.41,234.44,1.70
16.20,236.23,1.69,230.96,1.35,234.78,1.62
16.40,236.56,1.60,231.22,1.28,235.09,1.54
16.60,236.87,1.52,231.47,1.21,235.39,1.46
16.80,237.17,1.43,231.71,1.14,235.67,1.37
17.00,237.44,1.34,231.93,1.07,235.94,1.29
17.20,237.70,1.25,232.14,1.00,236.19,1.20
17.40,237.95,1.16,232.33,0.93,236.42,1.11
17.60,238.17,1.07,232.51,0.85,236.64,1.02
17.80,238.37,0.97,232.67,0.78,236.83,0.93
18.00,238.56,0.88,232.82,0.70,237.01,0.84
18.20,238.72,0.78,232.95,0.63,237.17,0.75
18.40,238.87,0.69,233.07,0.55,237.31,0.66
18.60,239.00,0.59,233.17,0.47,237.43,0.57
18.80,239.11,0.49,233.26,0.39,237.54,0.47
19.00,239.20,0.40,233.33,0.32,237.62,0.38
19.20,239.27,0.30,233.39,0.24,237.69,0.28
19.40,239.32,0.20,233.43,0.16,237.74,0.19
19.60,239.35,0.10,233.45,0.08,237.76,0.10
19.80,239.35,0.02,233.46,0.02,237.77,0.02
20.00,239.35,1.39,233.46,-2.32,237.77,0.60
20.20,239.91,2.16,232.53,-3.47,238.01,0.41
20.40,240.22,0.51,232.07,-0.74,237.94,-1.61
20.60,240.11,-1.70,232.23,1.79,237.37,-4.14
20.80,239.54,-3.91,232.78,2.64,236.28,-6.34
21.00,238.55,-5.77,233.29,1.52,234.83,-7.60
21.20,237.23,-7.06,233.39,-0.67,233.24,-7.72
21.40,235.72,-7.69,233.02,-2.70,231.74,-6.90
21.60,234.16,-7.68,232.31,-3.90,230.48,-5.56
21.80,232.65,-7.11,231.46,-4.41,229.52,-4.12
22.00,231.31,-6.14,230.55,-4.79,228.83,-2.83
22.20,230.20,-5.01,229.54,-5.37,228.38,-1.73
22.40,229.31,-3.95,228.40,-6.21,228.14,-0.78
22.60,228.62,-3.16,227.06,-7.31,228.07,-0.01
22.80,228.04,-2.79,225.47,-8.65,228.14,0.47
23.00,227.50,-2.87,223.60,-9.98,228.26,0.54
23.20,226.90,-3.30,221.48,-10.88,228.35,0.22
23.40,226.18,-3.92,219.25,-11.08,228.35,-0.34
23.60,225.33,-4.52,217.05,-10.63,228.22,-0.90
23.80,224.37,-4.96,215.00,-9.76,227.99,-1.33
24.00,223.34,-5.19,213.14,-8.59,227.68,-1.62
24.20,222.29,-5.26,211.56,-7.00,227.34,-1.85
24.40,221.24,-5.27,210.35,-4.97,226.94,-2.16
24.60,220.18,-5.34,209.57,-2.86,226.48,-2.61
24.80,219.10,-5.51,209.20,-1.12,225.90,-3.10
25.00,217.98,-5.76,209.12,0.10,225.23,-3.41
25.20,216.80,-6.00,209.24,0.89,224.54,-3.34
