Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.11,202.01,0.11,200.01,0.10
0.40,200.04,0.21,202.04,0.22,200.04,0.20
0.60,200.10,0.32,202.10,0.33,200.09,0.30
0.80,200.17,0.43,202.17,0.44,200.16,0.40
1.00,200.27,0.53,202.27,0.54,200.25,0.50
1.20,200.38,0.64,202.39,0.65,200.36,0.60
1.40,200.52,0.74,202.53,0.76,200.49,0.70
1.60,200.68,0.85,202.69,0.86,200.64,0.80
1.80,200.86,0.95,202.88,0.97,200.81,0.89
2.00,201.06,1.05,203.08,1.07,201.00,0.99
2.20,201.28,1.15,203.31,1.18,201.21,1.09
2.40,201.52,1.25,203.55,1.28,201.43,1.18
2.60,201.78,1.35,203.82,1.38,201.68,1.27
2.80,202.06,1.45,204.10,1.48,201.94,1.36
3.00,202.36,1.54,204.41,1.58,202.22,1.45
3.20,202.68,1.64,204.74,1.67,202.52,1.54
3.40,203.01,1.73,205.08,1.77,202.84,1.63
3.60,203.37,1.82,205.44,1.86,203.18,1.72
3.80,203.74,1.91,205.82,1.95,203.53,1.80
4.00,204.13,2.00,206.22,2.04,203.90,1.88
4.20,204.54,2.08,206.64,2.13,204.28,1.96
4.40,204.97,2.16,207.07,2.21,204.68,2.04
4.60,205.41,2.24,207.52,2.29,205.10,2.12
4.80,205.86,2.32,207.99,2.37,205.53,2.19
5.00,206.34,2.40,208.47,2.45,205.97,2.26
5.20,206.82,2.47,208.97,2.53,206.43,2.33
5.40,207.33,2.54,209.48,2.60,206.90,2.40
5.60,207.84,2.61,210.01,2.67,207.39,2.46
5.80,208.37,2.68,210.55,2.74,207.89,2.53
6.00,208.91,2.74,211.11,2.80,208.40,2.59
6.20,209.47,2.80,211.67,2.86,208.92,2.64
6.40,210.03,2.86,212.25,2.92,209.46,2.70
6.60,210.61,2.92,212.84,2.98,210.00,2.75
6.80,211.20,2.97,213.44,3.03,210.56,2.80
