phase,epi,trans,endo
0.0000,242.4477,245.3644,240.0122
0.0101,242.3862,245.2998,239.6985
0.0202,242.1892,245.5202,239.5150
0.0303,241.8604,245.9369,239.4953
0.0404,241.5620,246.0702,239.5608
0.0505,241.4963,245.4465,239.5623
0.0606,241.7276,244.1226,239.3302
0.0707,242.0686,242.8820,238.7362
0.0808,242.1420,242.7323,237.7590
0.0909,241.6177,243.9497,236.5071
0.1010,240.4479,245.6150,235.1765
0.1111,238.8855,246.2776,233.9679
0.1212,237.2651,245.1148,233.0062
0.1313,235.7667,242.4113,232.3006
0.1414,234.3733,239.0755,231.7738
0.1515,232.9923,235.9142,231.3475
0.1616,231.5685,233.3146,230.9966
0.1717,230.1022,231.3378,230.7182
0.1818,228.6142,229.9022,230.4706
0.1919,227.1139,228.8133,230.1795
0.2020,225.6085,227.6632,229.8089
0.2121,224.1594,225.8669,229.4059
0.2222,222.9165,223.0256,229.0540
0.2323,222.0295,219.3821,228.7744
0.2424,221.4387,215.8357,228.4749
0.2525,220.7154,213.3029,228.0023
0.2626,219.1841,211.9485,227.2628
0.2727,216.3623,211.1229,226.3256
0.2828,212.4170,210.1135,225.4139
0.2929,208.1984,208.7990,224.7633
0.3030,204.7443,207.4518,224.4563
0.3131,202.6547,206.1655,224.3851
0.3232,201.8464,204.8322,224.3542
0.3333,201.8181,203.5876,224.2112
0.3434,202.1323,202.8824,223.9164
0.3535,202.7107,202.9870,223.5365
0.3636,203.7365,203.6792,223.1871
0.3737,205.3150,204.5692,222.9619
0.3838,207.2792,205.4866,222.8949
0.3939,209.3328,206.2914,222.9692
0.4040,211.2877,206.5359,223.1295
0.4141,213.0934,205.7615,223.2929
0.4242,214.7180,204.1160,223.4130
0.4343,216.1276,202.3418,223.5739
0.4444,217.3762,202.0000,223.9740
0.4545,218.6188,202.0000,224.7562
0.4646,219.9772,203.0671,225.8636
0.4747,221.4055,206.5694,227.0845
0.4848,222.7287,211.2357,228.2219
0.4949,223.8307,216.0758,229.2173
0.5051,224.7815,220.3309,230.1482
0.5152,225.7541,223.7080,231.1251
0.5253,226.8415,226.1741,232.1885
0.5354,227.9866,227.8256,233.2870
0.5455,229.0738,228.9658,234.3351
0.5556,230.0430,230.0854,235.2665
0.5657,230.9038,231.5695,236.0266
0.5758,231.6659,233.4027,236.5514
0.5859,232.2948,235.2466,236.7999
0.5960,232.7556,236.7981,236.8070
0.6061,233.0891,238.0300,236.6793
0.6162,233.4110,239.1338,236.5370
0.6263,233.8115,240.2765,236.4569
0.6364,234.2636,241.3872,236.4537
0.6465,234.6561,242.1939,236.4997
0.6566,234.9206,242.5259,236.5596
0.6667,235.1065,242.5799,236.6126
0.6768,235.3230,242.8168,236.6538
0.6869,235.6202,243.5440,236.6808
0.6970,235.9395,244.6026,236.6854
0.7071,236.1852,245.5116,236.6629
0.7172,236.3347,245.9553,236.6265
0.7273,236.4675,246.0811,236.6000
0.7374,236.6752,246.2570,236.5906
0.7475,236.9550,246.6024,236.5813
0.7576,237.2123,246.8863,236.5534
0.7677,237.3593,246.8685,236.5031
0.7778,237.3943,246.5882,236.4367
0.7879,237.3849,246.2814,236.3656
0.7980,237.3938,246.1320,236.3113
0.8081,237.4295,246.1718,236.2986
0.8182,237.4657,246.3490,236.3299
0.8283,237.4892,246.6143,236.3746
0.8384,237.5109,246.9480,236.3969
0.8485,237.5438,247.3381,236.3965
0.8586,237.6171,247.7366,236.4190
0.8687,237.8218,248.0000,236.5237
0.8788,238.2653,248.0000,236.7334
0.8889,238.9039,247.7274,237.0042
0.8990,239.4608,247.0616,237.2516
0.9091,239.6211,246.3171,237.4295
0.9192,239.3632,245.8082,237.5992
0.9293,239.0609,245.6854,237.9030
0.9394,239.2036,245.8574,238.4419
0.9495,239.9876,246.1339,239.1631
0.9596,241.1545,246.3944,239.8712
0.9697,242.2064,246.6064,240.3549
0.9798,242.7729,246.7540,240.5089
0.9899,242.8098,246.8154,240.3634
1.0000,242.5329,246.8057,240.0454
