Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.06,202.00,0.06,200.00,0.05
0.20,200.01,0.11,202.01,0.12,200.01,0.11
0.40,200.05,0.23,202.05,0.23,200.04,0.21
0.60,200.10,0.34,202.10,0.35,200.10,0.32
0.80,200.18,0.46,202.19,0.46,200.17,0.43
1.00,200.29,0.57,202.29,0.58,200.27,0.53
1.20,200.41,0.68,202.42,0.69,200.39,0.64
1.40,200.56,0.80,202.57,0.80,200.52,0.74
1.60,200.73,0.91,202.74,0.92,200.68,0.85
1.80,200.92,1.02,202.93,1.03,200.86,0.95
2.00,201.14,1.13,203.15,1.14,201.06,1.05
2.20,201.38,1.24,203.39,1.25,201.29,1.16
2.40,201.63,1.35,203.65,1.36,201.53,1.26
2.60,201.91,1.45,203.93,1.46,201.79,1.36
2.80,202.21,1.56,204.23,1.57,202.07,1.45
3.00,202.54,1.66,204.56,1.67,202.37,1.55
3.20,202.88,1.76,204.90,1.77,202.69,1.64
3.40,203.24,1.86,205.27,1.87,203.03,1.74
3.60,203.62,1.96,205.65,1.97,203.38,1.83
3.80,204.02,2.05,206.06,2.07,203.76,1.92
4.00,204.44,2.15,206.48,2.16,204.15,2.00
4.20,204.88,2.24,206.92,2.26,204.56,2.09
4.40,205.34,2.33,207.38,2.35,204.99,2.17
4.60,205.81,2.41,207.86,2.43,205.43,2.25
4.80,206.30,2.50,208.35,2.52,205.89,2.33
5.00,206.81,2.58,208.87,2.60,206.36,2.41
5.20,207.33,2.66,209.39,2.68,206.85,2.48
5.40,207.87,2.74,209.94,2.76,207.36,2.56
5.60,208.43,2.81,210.50,2.83,207.87,2.62
5.80,209.00,2.88,211.07,2.90,208.41,2.69
6.00,209.58,2.95,211.66,2.97,208.95,2.75
6.20,210.18,3.01,212.26,3.04,209.51,2.81
6.40,210.79,3.08,212.87,3.10,210.08,2.87
6.60,211.41,3.13,213.50,3.16,210.66,2.93
6.80,212.04,3.19,214.14,3.22,211.25,2.98
7.00,212.68,3.24,214.79,3.27,211.85,3.03
7.20,213.34,3.29,215.45,3.32,212.46,3.08
7.40,214.00,3.34,216.11,3.37,213.08,3.12
7.60,214.67,3.38,216.79,3.41,213.71,3.16
7.80,215.35,3.42,217.48,3.45,214.34,3.20
8.00,216.04,3.46,218.17,3.48,214.98,3.23
8.20,216.74,3.49,218.87,3.52,215.63,3.26
8.40,217.44,3.52,219.58,3.55,216.29,3.29
8.60,218.14,3.54,220.29,3.57,216.95,3.31
8.80,218.85,3.56,221.01,3.59,217.61,3.33
9.00,219.57,3.58,221.73,3.61,218.28,3.35
9.20,220.29,3.60,222.45,3.63,218.95,3.36
9.40,221.01,3.61,223.18,3.64,219.62,3.37
9.60,221.73,3.62,223.90,3.64,220.30,3.38
9.80,222.45,3.62,224.63,3.65,220.97,3.38
10.00,223.18,3.62,225.36,3.65,221.65,3.38
10.20,223.90,3.62,226.09,3.64,222.33,3.38
10.40,224.62,3.61,226.82,3.64,223.00,3.37
10.60,225.34,3.60,227.55,3.63,223.67,3.36
10.80,226.06,3.58,228.27,3.61,224.35,3.35
11.00,226.78,3.56,228.99,3.59,225.01,3.33
11.20,227.49,3.54,229.71,3.57,225.68,3.31
11.40,228.19,3.52,230.42,3.55,226.34,3.29
11.60,228.89,3.49,231.13,3.52,226.99,3.26
11.80,229.59,3.46,231.83,3.48,227.64,3.23
12.00,230.28,3.42,232.52,3.45,228.28,3.20
12.20,230.96,3.38,233.21,3.41,228.92,3.16
12.40,231.63,3.34,233.89,3.37,229.55,3.12
12.60,232.29,3.29,234.55,3.32,230.17,3.08
12.80,232.95,3.24,235.21,3.27,230.78,3.03
13.00,233.59,3.19,235.86,3.22,231.38,2.98
13.20,234.22,3.13,236.50,3.16,231.97,2.93
13.40,234.84,3.08,237.13,3.10,232.55,2.87
13.60,235.45,3.01,237.74,3.04,233.12,2.81
13.80,236.05,2.95,238.34,2.97,233.67,2.75
14.00,236.63,2.88,238.93,2.90,234.22,2.69
14.20,237.20,2.81,239.50,2.83,234.75,2.62
14.40,237.75,2.74,240.06,2.76,235.27,2.56
14.60,238.29,2.66,240.60,2.68,235.77,2.48
14.80,238.82,2.58,241.13,2.60,236.26,2.41
15.00,239.33,2.50,241.64,2.52,236.74,2.33
15.20,239.82,2.41,242.14,2.43,237.20,2.25
15.40,240.29,2.33,242.62,2.35,237.64,2.17
15.60,240.75,2.24,243.08,2.26,238.06,2.09
15.80,241.19,2.15,243.52,2.16,238.47,2.00
16.00,241.61,2.05,243.94,2.07,238.87,1.92
16.20,242.01,1.96,244.35,1.97,239.24,1.83
16.40,242.39,1.86,244.73,1.87,239.60,1.74
16.60,242.75,1.76,245.10,1.77,239.94,1.64
16.80,243.09,1.66,245.44,1.67,240.26,1.55
17.00,243.41,1.56,245.77,1.57,240.56,1.45
17.20,243.71,1.45,246.07,1.46,240.84,1.36
17.40,243.99,1.35,246.35,1.36,241.10,1.26
17.60,244.25,1.24,246.61,1.25,241.34,1.16
17.80,244.49,1.13,246.85,1.14,241.56,1.05
18.00,244.70,1.02,247.07,1.03,241.76,0.95
18.20,244.90,0.91,247.26,0.92,241.94,0.85
18.40,245.07,0.80,247.43,0.80,242.10,0.74
18.60,245.22,0.68,247.58,0.69,242.24,0.64
18.80,245.34,0.57,247.71,0.58,242.36,0.53
19.00,245.45,0.46,247.81,0.46,242.45,0.43
19.20,245.53,0.34,247.89,0.35,242.53,0.32
19.40,245.58,0.23,247.95,0.23,242.58,0.21
19.60,245.62,0.11,247.99,0.12,242.61,0.11
19.80,245.63,0.03,248.00,0.03,242.62,0.03
20.00,245.63,-0.10,248.00,-0.08,242.62,-0.74
20.20,245.59,-0.61,247.97,0.00,242.33,-1.13
20.40,245.38,-1.42,248.00,0.08,242.17,-0.35
20.60,245.02,-1.70,248.00,0.00,242.19,0.23
20.80,244.70,-0.87,248.00,-0.21,242.26,0.14
21.00,244.68,0.73,247.92,-1.64,242.24,-0.73
21.20,244.99,1.83,247.34,-3.08,241.97,-2.23
21.40,245.41,1.16,246.69,-2.37,241.35,-3.93
21.60,245.46,-1.54,246.40,-0.15,240.40,-5.33
21.80,244.79,-5.10,246.63,1.18,239.22,-5.99
22.00,243.42,-7.74,246.87,-0.87,238.00,-5.79
22.20,241.70,-8.52,246.28,-6.20,236.91,-4.89
22.40,240.01,-7.89,244.39,-12.08,236.04,-3.72
22.60,238.54,-6.97,241.45,-15.68,235.42,-2.71
22.80,237.22,-6.52,238.12,-16.14,234.96,-2.05
23.00,235.93,-6.57,234.99,-14.41,234.60,-1.60
23.20,234.60,-6.80,232.35,-11.93,234.31,-1.20
23.40,233.22,-6.96,230.22,-9.71,234.12,-0.87
23.60,231.81,-7.03,228.47,-8.38,233.97,-0.79
23.80,230.40,-7.06,226.87,-8.50,233.80,-1.00
24.00,228.99,-6.88,225.07,-10.59,233.57,-1.25
24.20,227.65,-6.09,222.63,-14.50,233.30,-1.23
24.40,226.55,-4.44,219.27,-18.85,233.07,-0.93
24.60,225.88,-2.45,215.09,-21.49,232.93,-0.65
24.80,225.57,-1.71,210.68,-20.81,232.81,-0.89
25.00,225.19,-3.96,206.77,-16.83,232.57,-1.97
25.20,223.99,-9.51,203.95,-10.99,232.03,-3.66
25.40,221.39,-16.06,202.37,-4.86,231.11,-5.05
25.60,217.56,-19.91,202.00,-0.93,230.00,-5.15
25.80,213.43,-18.66,202.00,0.00,229.05,-3.83
26.00,210.10,-13.17,202.00,0.15,228.47,-2.09
26.20,208.16,-6.64,202.06,0.11,228.22,-1.08
26.40,207.44,-1.88,202.04,-0.14,228.04,-1.10
26.60,207.41,0.50,202.00,-0.11,227.78,-1.58
