phase,epi,trans,endo
0.0000,245.6289,247.9987,242.6247
0.0101,245.5888,247.9668,242.3271
0.0202,245.3838,248.0000,242.1728
0.0303,245.0214,248.0000,242.1861
0.0404,244.7040,248.0000,242.2636
0.0505,244.6750,247.9162,242.2429
0.0606,244.9942,247.3449,241.9699
0.0707,245.4084,246.6859,241.3512
0.0808,245.4585,246.3968,240.3962
0.0909,244.7905,246.6266,239.2203
0.1010,243.4194,246.8683,237.9997
0.1111,241.6960,246.2788,236.9053
0.1212,240.0124,244.3894,236.0419
0.1313,238.5417,241.4473,235.4155
0.1414,237.2249,238.1181,234.9565
0.1515,235.9333,234.9924,234.5957
0.1616,234.5965,232.3534,234.3146
0.1717,233.2151,230.2212,234.1165
0.1818,231.8132,228.4694,233.9681
0.1919,230.4014,226.8702,233.7996
0.2020,228.9899,225.0702,233.5675
0.2121,227.6504,222.6349,233.3007
0.2222,226.5534,219.2708,233.0740
0.2323,225.8756,215.0947,232.9297
0.2424,225.5727,210.6768,232.8146
0.2525,225.1930,206.7706,232.5745
0.2626,223.9868,203.9456,232.0265
0.2727,221.3907,202.3730,231.1097
0.2828,217.5616,202.0000,230.0050
0.2929,213.4271,202.0000,229.0506
0.3030,210.0996,202.0000,228.4736
0.3131,208.1606,202.0602,228.2165
0.3232,207.4446,202.0434,228.0435
0.3333,207.4084,202.0035,227.7775
0.3434,207.6463,202.0000,227.4121
0.3535,208.1161,202.0000,227.0433
0.3636,208.9815,202.0041,226.7591
0.3737,210.3082,202.0099,226.6045
0.3838,211.9385,202.0000,226.5978
0.3939,213.6423,202.0000,226.7202
0.4040,215.3043,202.0000,226.8801
0.4141,216.9102,202.0101,226.9467
0.4242,218.4234,202.0933,226.8849
0.4343,219.7751,202.1265,226.8549
0.4444,220.9665,202.0000,227.1319
0.4545,222.1011,202.0000,227.8930
0.4646,223.2811,202.0000,229.0704
0.4747,224.5030,202.6541,230.3954
0.4848,225.6866,205.5860,231.5848
0.4949,226.7962,210.4152,232.5257
0.5051,227.8997,216.2644,233.3174
0.5152,229.0887,221.8135,234.1411
0.5253,230.3656,226.0531,235.0914
0.5354,231.6343,228.7720,236.1251
0.5455,232.7914,230.4985,237.1368
0.5556,233.8000,232.0135,238.0405
0.5657,234.6753,233.7941,238.7739
0.5758,235.4228,235.7869,239.2740
0.5859,236.0113,237.6391,239.5025
0.5960,236.4153,239.0847,239.4947
0.6061,236.6795,240.1225,239.3567
0.6162,236.9173,240.9393,239.2074
0.6263,237.2226,241.7237,239.1228
0.6364,237.5867,242.5022,239.1168
0.6465,237.9240,243.1346,239.1607
0.6566,238.1749,243.5000,239.2183
0.6667,238.3671,243.6826,239.2691
0.6768,238.5693,243.9317,239.3096
0.6869,238.8055,244.4202,239.3385
0.6970,239.0307,245.0607,239.3472
0.7071,239.1909,245.5940,239.3288
0.7172,239.2954,245.8724,239.2952
0.7273,239.4182,246.0140,239.2701
0.7374,239.6215,246.2337,239.2623
0.7475,239.8868,246.5671,239.2553
0.7576,240.1303,246.8411,239.2294
0.7677,240.2809,246.9022,239.1797
0.7778,240.3366,246.7852,239.1131
0.7879,240.3510,246.6524,239.0416
0.7980,240.3764,246.6404,238.9866
0.8081,240.4214,246.7938,238.9713
0.8182,240.4642,247.0835,238.9979
0.8283,240.4931,247.4346,239.0403
0.8384,240.5164,247.7499,239.0714
0.8485,240.5448,247.9532,239.0979
0.8586,240.6105,248.0000,239.1628
0.8687,240.8143,248.0000,239.3107
0.8788,241.2742,248.0000,239.5422
0.8889,241.9515,247.9909,239.7973
0.8990,242.5648,247.9929,239.9944
0.9091,242.7847,247.9990,240.1130
0.9192,242.5697,248.0000,240.2448
0.9293,242.2789,248.0000,240.5429
0.9394,242.4008,248.0000,241.0954
0.9495,243.1412,247.9995,241.8300
0.9596,244.2553,247.9996,242.5436
0.9697,245.2600,247.9999,243.0304
0.9798,245.7996,248.0000,243.1922
0.9899,245.8368,248.0000,243.0610
1.0000,245.5799,248.0000,242.7606
