phase,epi,trans,endo
0.0000,242.3197,248.0000,238.2624
0.0101,242.6870,248.0000,238.2453
0.0202,242.9938,248.0000,238.1304
0.0303,243.1131,248.0000,237.8137
0.0404,242.8791,248.0000,237.2082
0.0505,242.1977,248.0000,236.2978
0.0606,241.1209,248.0000,235.1878
0.0707,239.8084,247.2916,234.0812
0.0808,238.4266,246.3316,233.1527
0.0909,237.0817,245.2377,232.4381
0.1010,235.8055,243.8718,231.8579
0.1111,234.5625,242.3028,231.3270
0.1212,233.2770,240.7046,230.8192
0.1313,231.8852,239.1085,230.3537
0.1414,230.3799,237.3161,229.9589
0.1515,228.8111,235.1262,229.6590
0.1616,227.2539,232.6284,229.4660
0.1717,225.7688,230.1442,229.3524
0.1818,224.3655,227.8336,229.2378
0.1919,222.9953,225.5008,229.0353
0.2020,221.5939,222.8737,228.7143
0.2121,220.1296,219.9641,228.2989
0.2222,218.5916,217.0874,227.8184
0.2323,216.9483,214.5981,227.2975
0.2424,215.1472,212.6133,226.7756
0.2525,213.1492,210.9283,226.2931
0.2626,210.9329,209.1833,225.8662
0.2727,208.4761,207.1523,225.5012
0.2828,205.7913,204.9366,225.2038
0.2929,203.0196,202.8944,224.9512
0.3030,200.4676,202.0000,224.6834
0.3131,200.0000,202.0000,224.3529
0.3232,200.0000,202.0000,223.9734
0.3333,200.0000,202.0000,223.6135
0.3434,200.0000,202.0000,223.3512
0.3535,200.0000,202.0000,223.2201
0.3636,200.0000,202.0000,223.1763
0.3737,200.5697,202.0000,223.1206
0.3838,202.6870,202.0000,222.9723
0.3939,204.5776,202.0000,222.7323
0.4040,206.1409,202.0000,222.4935
0.4141,207.5511,202.0000,222.4035
0.4242,209.0312,202.0000,222.5987
0.4343,210.6757,202.0000,223.1301
0.4444,212.4494,202.1373,223.9307
0.4545,214.2789,205.2139,224.8649
0.4646,216.1184,208.3419,225.8216
0.4747,217.9587,211.7554,226.7698
0.4848,219.8041,215.4800,227.7477
0.4949,221.6392,219.2235,228.8049
0.5051,223.4116,222.5740,229.9340
0.5152,225.0510,225.3350,231.0477
0.5253,226.5212,227.6925,232.0354
0.5354,227.8499,230.0103,232.8483
0.5455,229.0862,232.4556,233.5196
0.5556,230.2215,234.8829,234.1043
0.5657,231.1763,237.0527,234.6099
0.5758,231.8827,238.8493,234.9849
0.5859,232.3706,240.2765,235.1688
0.5960,232.7592,241.3574,235.1607
0.6061,233.1672,242.1217,235.0466
0.6162,233.6318,242.6630,234.9481
0.6263,234.1029,243.1323,234.9374
0.6364,234.4983,243.6414,235.0081
0.6465,234.7714,244.1908,235.1154
0.6566,234.9454,244.6989,235.2224
0.6667,235.0903,245.0908,235.3118
0.6768,235.2632,245.3624,235.3858
0.6869,235.4725,245.5739,235.4627
0.6970,235.6976,245.7850,235.5540
0.7071,235.9201,246.0088,235.6442
0.7172,236.1264,246.2195,235.7057
0.7273,236.2982,246.3514,235.7297
0.7374,236.4249,246.3062,235.7311
0.7475,236.5212,246.0538,235.7278
0.7576,236.6198,245.7327,235.7252
0.7677,236.7416,245.5600,235.7152
0.7778,236.8766,245.6351,235.6844
0.7879,236.9995,245.8876,235.6277
0.7980,237.1043,246.1854,235.5611
0.8081,237.2204,246.4390,235.5232
0.8182,237.3863,246.6428,235.5521
0.8283,237.6055,246.8674,235.6492
0.8384,237.8328,247.1914,235.7664
0.8485,238.0159,247.6261,235.8424
0.8586,238.1530,248.0000,235.8514
0.8687,238.2950,248.0000,235.8109
0.8788,238.4877,248.0000,235.7576
0.8889,238.7272,248.0000,235.7363
0.8990,238.9789,248.0000,235.8026
0.9091,239.2252,248.0000,236.0077
0.9192,239.4794,248.0000,236.3739
0.9293,239.7691,248.0000,236.8825
0.9394,240.1261,248.0000,237.4665
0.9495,240.5728,248.0000,238.0139
0.9596,241.0859,248.0000,238.4077
0.9697,241.5768,248.0000,238.5847
0.9798,241.9447,248.0000,238.5592
0.9899,242.1587,248.0000,238.3959
1.0000,242.2746,248.0000,238.1684
