Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.09,202.00,0.11,200.00,0.08
0.40,200.04,0.19,202.05,0.22,200.03,0.17
0.80,200.15,0.38,202.18,0.45,200.13,0.34
1.20,200.34,0.56,202.40,0.67,200.30,0.50
1.60,200.60,0.75,202.72,0.89,200.54,0.67
2.00,200.94,0.93,203.12,1.11,200.84,0.83
2.40,201.35,1.11,203.60,1.32,201.20,0.99
2.80,201.82,1.28,204.17,1.52,201.63,1.14
3.20,202.37,1.45,204.82,1.72,202.11,1.29
3.60,202.98,1.61,205.55,1.92,202.66,1.44
4.00,203.66,1.76,206.35,2.10,203.26,1.57
4.40,204.39,1.91,207.23,2.28,203.92,1.71
4.80,205.18,2.05,208.17,2.44,204.63,1.83
5.20,206.03,2.18,209.18,2.60,205.38,1.95
5.60,206.93,2.31,210.25,2.74,206.19,2.06
6.00,207.88,2.42,211.38,2.88,207.03,2.16
6.40,208.87,2.52,212.56,3.00,207.91,2.25
6.80,209.89,2.61,213.78,3.11,208.83,2.33
7.20,210.96,2.70,215.05,3.21,209.78,2.41
7.60,212.05,2.77,216.35,3.29,210.76,2.47
8.00,213.17,2.83,217.68,3.37,211.76,2.52
8.40,214.31,2.87,219.04,3.42,212.78,2.57
8.80,215.47,2.91,220.42,3.47,213.81,2.60
9.20,216.64,2.93,221.81,3.49,214.85,2.62
9.60,217.82,2.95,223.22,3.51,215.91,2.63
10.00,219.00,2.95,224.62,3.51,216.96,2.63
10.40,220.18,2.93,226.02,3.49,218.01,2.62
10.80,221.35,2.91,227.42,3.47,219.06,2.60
11.20,222.50,2.87,228.79,3.42,220.09,2.57
11.60,223.65,2.83,230.15,3.37,221.11,2.52
12.00,224.77,2.77,231.49,3.29,222.11,2.47
12.40,225.86,2.70,232.79,3.21,223.08,2.41
12.80,226.92,2.61,234.06,3.11,224.03,2.33
13.20,227.95,2.52,235.28,3.00,224.95,2.25
13.60,228.94,2.42,236.46,2.88,225.83,2.16
14.00,229.88,2.31,237.58,2.74,226.68,2.06
14.40,230.78,2.18,238.65,2.60,227.48,1.95
14.80,231.63,2.05,239.66,2.44,228.24,1.83
15.20,232.42,1.91,240.61,2.28,228.95,1.71
15.60,233.16,1.76,241.48,2.10,229.60,1.57
16.00,233.84,1.61,242.29,1.92,230.20,1.44
16.40,234.45,1.45,243.02,1.72,230.75,1.29
16.80,234.99,1.28,243.67,1.52,231.24,1.14
17.20,235.47,1.11,244.23,1.32,231.66,0.99
17.60,235.88,0.93,244.72,1.11,232.03,0.83
18.00,236.21,0.75,245.12,0.89,232.33,0.67
18.40,236.48,0.56,245.43,0.67,232.56,0.50
18.80,236.66,0.38,245.66,0.45,232.73,0.34
19.20,236.78,0.19,245.79,0.22,232.83,0.17
19.60,236.82,0.05,245.84,0.06,232.87,0.04
20.00,236.82,-0.92,245.84,-1.40,232.87,-1.16
20.40,236.08,-2.09,244.71,-2.87,231.94,-2.49
20.80,235.14,-2.78,243.54,-3.08,230.87,-2.93
21.20,233.86,-3.65,242.25,-3.41,229.60,-3.42
