phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,235.0601,245.4498,230.7220,18.3747,18.3747,8.0000
0.0204,234.2236,244.8841,229.6515,21.3391,21.3391,53.4921
0.0408,233.2570,244.2087,228.4692,30.3809,30.3809,81.6583
0.0612,232.0753,243.3249,227.1249,42.2855,42.2855,92.2417
0.0816,230.6420,242.1517,225.6430,57.3855,57.3855,101.1377
0.1020,228.9458,240.6353,224.0906,76.1294,76.1294,108.3504
0.1224,226.9690,238.7672,222.5325,94.3869,94.3869,113.8854
0.1429,224.6722,236.6003,221.0054,106.6248,106.6248,117.7476
0.1633,222.0067,234.2519,219.5192,117.0759,117.0759,119.9418
0.1837,218.9524,231.8871,218.0748,126.2771,126.2771,120.4903
0.2041,215.5614,229.6882,216.6815,131.5017,131.5017,120.1031
0.2245,211.9842,227.8154,215.3617,133.0655,133.0655,119.2170
0.2449,208.4610,226.3654,214.1389,133.5910,133.5910,117.9220
0.2653,205.2768,225.3388,213.0220,133.8238,133.8238,116.3084
0.2857,202.7015,224.6347,212.0033,133.7074,133.7074,114.3838
0.3061,200.9412,224.0847,211.0805,134.2942,134.2942,110.8994
0.3265,200.1228,223.5224,210.2920,134.4193,134.4193,105.8703
0.3469,200.3068,222.8656,209.7414,133.4907,133.4907,99.8056
0.3673,201.5001,222.1747,209.5907,128.3271,128.3271,91.6269
0.3878,203.6454,221.6573,210.0138,114.5581,114.5581,80.1613
0.4082,206.5925,221.6086,211.1292,88.9125,88.9125,60.3772
0.4286,210.0833,222.3044,212.9412,56.5435,56.5435,34.2460
0.4490,213.7777,223.8872,215.3168,28.7035,28.7035,12.0000
0.4694,217.3198,226.2941,218.0074,12.9592,12.9592,5.8007
0.4898,220.4153,229.2585,220.7063,7.7969,7.7969,5.0012
0.5102,222.8903,232.3882,223.1231,7.1361,7.1361,5.0041
0.5306,224.7075,235.2854,225.0489,7.0744,7.0744,5.0097
0.5510,225.9443,237.6589,226.3930,7.1913,7.1913,5.0190
0.5714,226.7449,239.3831,227.1854,7.6983,7.6983,5.0329
0.5918,227.2701,240.4920,227.5469,8.4393,8.4393,5.0523
0.6122,227.6585,241.1226,227.6419,9.3460,9.3460,5.0780
0.6327,228.0044,241.4431,227.6253,9.9747,9.9747,5.1111
0.6531,228.3528,241.5989,227.6019,10.3385,10.3385,5.1524
0.6735,228.7069,241.6946,227.6091,10.8934,10.8934,5.2028
0.6939,229.0422,241.8057,227.6272,11.3451,11.3451,5.2633
0.7143,229.3249,241.9957,227.6096,11.3008,11.3008,5.3348
0.7347,229.5305,242.3183,227.5220,11.0117,11.0117,5.4182
0.7551,229.6578,242.8001,227.3704,11.0792,11.0792,5.5144
0.7755,229.7354,243.4181,227.2098,10.8367,10.8367,5.6242
0.7959,229.8177,244.0933,227.1277,10.3784,10.3784,5.7488
0.8163,229.9709,244.7138,227.2114,10.2647,10.2647,5.8888
0.8367,230.2521,245.1769,227.5125,10.0272,10.0272,6.0454
0.8571,230.6877,245.4311,228.0239,9.7513,9.7513,6.2193
0.8776,231.2600,245.4949,228.6786,9.5056,9.5056,6.4115
0.8980,231.9075,245.4416,229.3711,9.7977,9.7977,6.6229
0.9184,232.5432,245.3628,229.9918,10.1200,10.1200,6.8544
0.9388,233.0854,245.3288,230.4619,10.6402,10.6402,7.1070
0.9592,233.4879,245.3674,230.7543,10.3111,10.3111,7.3815
0.9796,233.7560,245.4679,230.8952,11.1855,11.1855,7.6789
1.0000,233.9428,245.5980,230.9511,13.5962,13.5962,8.0000
