Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.09,202.00,0.11,200.00,0.08
0.40,200.04,0.18,202.04,0.22,200.03,0.16
0.80,200.14,0.36,202.18,0.44,200.13,0.32
1.20,200.32,0.53,202.40,0.66,200.29,0.48
1.60,200.57,0.71,202.70,0.87,200.51,0.63
2.00,200.89,0.88,203.09,1.08,200.79,0.79
2.40,201.28,1.05,203.57,1.29,201.14,0.94
2.80,201.73,1.21,204.13,1.49,201.54,1.08
3.20,202.25,1.37,204.76,1.69,202.00,1.22
3.60,202.83,1.53,205.48,1.88,202.52,1.36
4.00,203.47,1.67,206.26,2.06,203.09,1.49
4.40,204.17,1.81,207.12,2.23,203.72,1.62
4.80,204.92,1.95,208.04,2.39,204.39,1.74
5.20,205.73,2.07,209.03,2.54,205.11,1.85
5.60,206.58,2.19,210.08,2.69,205.87,1.95
6.00,207.48,2.30,211.18,2.82,206.67,2.05
6.40,208.41,2.39,212.34,2.94,207.50,2.13
6.80,209.39,2.48,213.54,3.05,208.37,2.21
7.20,210.40,2.56,214.77,3.14,209.27,2.28
7.60,211.44,2.63,216.05,3.23,210.20,2.34
8.00,212.50,2.68,217.36,3.30,211.15,2.39
8.40,213.58,2.73,218.69,3.35,212.11,2.43
8.80,214.68,2.76,220.04,3.39,213.09,2.46
9.20,215.79,2.79,221.40,3.42,214.08,2.48
9.60,216.91,2.80,222.77,3.44,215.08,2.49
10.00,218.03,2.80,224.15,3.44,216.08,2.49
10.40,219.15,2.79,225.52,3.42,217.08,2.48
10.80,220.26,2.76,226.89,3.39,218.07,2.46
11.20,221.36,2.73,228.24,3.35,219.05,2.43
11.60,222.44,2.68,229.57,3.30,220.01,2.39
12.00,223.51,2.63,230.88,3.23,220.96,2.34
12.40,224.54,2.56,232.15,3.14,221.89,2.28
12.80,225.55,2.48,233.39,3.05,222.79,2.21
13.20,226.53,2.39,234.59,2.94,223.66,2.13
13.60,227.47,2.30,235.74,2.82,224.49,2.05
14.00,228.37,2.19,236.84,2.69,225.29,1.95
14.40,229.22,2.07,237.89,2.54,226.05,1.85
14.80,230.02,1.95,238.88,2.39,226.77,1.74
15.20,230.78,1.81,239.81,2.23,227.44,1.62
15.60,231.47,1.67,240.66,2.06,228.07,1.49
16.00,232.12,1.53,241.45,1.88,228.64,1.36
16.40,232.70,1.37,242.16,1.69,229.16,1.22
16.80,233.21,1.21,242.80,1.49,229.62,1.08
17.20,233.67,1.05,243.36,1.29,230.02,0.94
17.60,234.05,0.88,243.83,1.08,230.37,0.79
18.00,234.37,0.71,244.22,0.87,230.65,0.63
18.40,234.62,0.53,244.53,0.66,230.87,0.48
18.80,234.80,0.36,244.75,0.44,231.03,0.32
19.20,234.91,0.18,244.88,0.22,231.13,0.16
19.60,234.94,0.04,244.93,0.06,231.16,0.04
20.00,234.94,-1.18,244.93,-0.91,231.16,-1.74
20.40,234.00,-2.54,244.19,-1.84,229.77,-3.55
20.80,232.91,-2.99,243.45,-1.96,228.32,-3.67
21.20,231.61,-3.55,242.63,-2.35,226.83,-3.69
21.60,230.07,-4.13,241.57,-3.08,225.36,-3.55
22.00,228.31,-4.71,240.16,-4.03,223.99,-3.29
22.40,226.31,-5.38,238.35,-4.95,222.73,-3.06
22.80,224.00,-6.25,236.20,-5.65,221.54,-2.99
23.20,221.30,-7.30,233.83,-5.99,220.34,-3.10
23.60,218.16,-8.38,231.41,-5.90,219.06,-3.26
24.00,214.60,-9.17,229.12,-5.32,217.73,-3.31
24.40,210.83,-9.29,227.16,-4.30,216.42,-3.14
24.80,207.17,-8.52,225.68,-3.04,215.22,-2.77
25.20,204.01,-6.90,224.72,-1.88,214.20,-2.36
25.60,201.65,-4.79,224.17,-1.15,213.33,-2.07
26.00,200.18,-2.06,223.80,-1.01,212.54,-1.93
26.40,200.00,-0.22,223.36,-1.38,211.79,-1.74
26.80,200.00,1.02,222.70,-1.89,211.15,-1.18
27.20,200.82,3.46,221.85,-2.07,210.84,-0.05
27.60,202.77,6.00,221.04,-1.50,211.11,1.59
28.00,205.61,7.94,220.65,0.02,212.12,3.42
28.40,209.12,9.09,221.05,2.31,213.84,5.00
28.80,212.89,9.19,222.50,4.90,216.12,6.02
29.20,216.48,8.33,224.97,7.12,218.66,6.32
29.60,219.56,6.88,228.20,8.38,221.18,5.95
30.00,221.98,5.26,231.68,8.36,223.42,5.02
