Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.11,200.00,0.09
0.40,200.04,0.22,202.04,0.22,200.04,0.18
0.80,200.17,0.43,202.17,0.44,200.14,0.35
1.20,200.39,0.64,202.39,0.65,200.32,0.53
1.60,200.69,0.85,202.70,0.87,200.56,0.70
2.00,201.07,1.06,203.09,1.08,200.88,0.87
2.40,201.54,1.26,203.56,1.28,201.26,1.03
2.80,202.08,1.46,204.11,1.48,201.70,1.20
3.20,202.71,1.65,204.74,1.67,202.22,1.35
3.60,203.41,1.84,205.45,1.86,202.79,1.50
4.00,204.18,2.01,206.23,2.04,203.42,1.65
4.40,205.02,2.18,207.08,2.21,204.11,1.79
4.80,205.92,2.34,208.00,2.37,204.85,1.92
5.20,206.89,2.49,208.98,2.53,205.64,2.04
5.60,207.92,2.63,210.02,2.67,206.48,2.16
6.00,209.00,2.76,211.12,2.80,207.37,2.26
6.40,210.13,2.88,212.26,2.92,208.29,2.36
6.80,211.30,2.99,213.45,3.03,209.25,2.44
7.20,212.52,3.08,214.68,3.12,210.25,2.52
7.60,213.77,3.16,215.95,3.20,211.27,2.59
8.00,215.05,3.23,217.25,3.27,212.32,2.64
8.40,216.35,3.28,218.57,3.33,213.38,2.69
8.80,217.68,3.33,219.91,3.37,214.47,2.72
9.20,219.01,3.35,221.26,3.40,215.56,2.74
9.60,220.36,3.37,222.63,3.41,216.66,2.76
10.00,221.71,3.37,223.99,3.41,217.77,2.76
10.40,223.05,3.35,225.36,3.40,218.87,2.74
10.80,224.39,3.33,226.71,3.37,219.96,2.72
11.20,225.71,3.28,228.05,3.33,221.05,2.69
11.60,227.02,3.23,229.37,3.27,222.11,2.64
12.00,228.30,3.16,230.67,3.20,223.16,2.59
12.40,229.55,3.08,231.93,3.12,224.18,2.52
12.80,230.76,2.99,233.17,3.03,225.18,2.44
13.20,231.94,2.88,234.36,2.92,226.14,2.36
13.60,233.07,2.76,235.50,2.80,227.06,2.26
14.00,234.15,2.63,236.59,2.67,227.95,2.16
14.40,235.17,2.49,237.63,2.53,228.79,2.04
14.80,236.14,2.34,238.62,2.37,229.58,1.92
