twist,height,volume,pressure,epi_mm,trans_mm,endo_mm
-0.718139651757221,69.21710929534412,124.50185066930669,4.189064711470763,239.55234375,247.99687499999996,234.0583333333333
-1.3278533056676587,68.81861954074775,123.85254134958227,6.780195486618098,239.7670627777321,247.94671091677137,233.33451140061274
-0.9014293140984302,68.3624386289978,121.68626523870763,19.65381081294578,238.86907399868574,245.4042631162382,231.80826353345523
0.9576244378020314,67.08536352113012,118.41452453384181,39.43618442953381,236.25664569944067,242.4511411880762,229.6407778401775
3.5830680532155053,65.08113854478444,114.8610253359788,56.51145614482431,232.90342757936506,240.2285638463719,227.88601129357994
5.982916661598786,63.82907218702784,111.418955558046,69.25551536277119,229.93808793355197,238.2498834247946,226.1274197927589
7.708160062698794,62.998930819126876,107.60051273241572,77.3679468661034,227.43341300194277,236.3700445755035,225.2070361352462
9.02366264971286,61.828305631547465,102.46420475520831,85.78658894342031,224.86122387208079,233.0237235354726,224.13911900635392
10.426827236637456,60.29844945394807,95.58452556548887,90.58368092054457,221.9811281090562,229.50727997448985,223.4330575042517
12.161820649870934,58.92675418800777,87.5941755494049,97.0673416536233,218.83859428146263,226.45579017857145,222.87548211628405
14.004167838481225,57.81205915103359,79.77265835713872,106.05782154112285,215.3406432945889,222.66809568022487,222.57133255359193
15.378352185486051,56.87494283695767,73.20610208461845,106.67081854442671,211.28508532631827,217.94559066751722,222.29804825680276
15.836073161141075,55.634406002044464,68.3716448056382,103.81301362332215,206.92707241092978,214.62252989020033,221.34979333184967
15.460297743512944,54.36286612756229,65.28450986466602,103.52853102277602,202.92375303130515,214.3989250152221,219.6080121107857
14.746936785236974,53.42938128259581,63.660127595193124,101.8906684805322,200.25807068452377,215.25750074404763,218.38451339285712
14.16169272939887,53.068988334437485,62.87398282180629,103.34113367419475,199.99065905538578,214.64136955771792,217.91198376608068
13.894125523528146,53.089454340276376,62.12135906570509,102.6258015401575,200.910937643607,210.66366690927592,218.33602342818213
