phase,epi,trans,endo
0.0000,240.9263,247.6972,233.8426
0.0204,240.1869,242.7988,233.3680
0.0408,239.1652,238.4835,232.9661
0.0612,237.7231,235.2113,232.6316
0.0816,235.8855,233.1484,232.2530
0.1020,233.7416,232.0746,231.6473
0.1224,231.3738,231.5007,230.6421
0.1429,228.8667,230.9251,229.1519
0.1633,226.3233,230.0366,227.2088
0.1837,223.8201,228.7888,224.9452
0.2041,221.3156,227.3863,222.5433
0.2245,218.5859,226.1580,220.1891
0.2449,215.2752,225.3062,218.0635
0.2653,211.1289,224.7143,216.3373
0.2857,206.3433,224.0336,215.1228
0.3061,201.7610,223.0047,214.4229
0.3265,200.0000,221.7372,214.1714
0.3469,200.0000,220.7317,214.3532
0.3673,200.3333,220.6224,215.0476
0.3878,204.7734,221.7617,216.3003
0.4082,210.1011,223.8965,217.9651
0.4286,215.0646,226.2532,219.7435
0.4490,218.9619,228.0984,221.4133
0.4694,221.7578,229.3371,222.9799
0.4898,223.8478,230.5534,224.5696
0.5102,225.6875,232.4422,226.2025
0.5306,227.5157,235.2260,227.6981
0.5510,229.2974,238.5697,228.7939
0.5714,230.8563,241.8864,229.3485
0.5918,232.0526,244.6471,229.4421
0.6122,232.8765,246.5507,229.3083
0.6327,233.4250,247.5902,229.1810
0.6531,233.8249,248.0000,229.1848
0.6735,234.1741,248.0000,229.3230
0.6939,234.5270,248.0000,229.5311
0.7143,234.9041,248.0000,229.7367
0.7347,235.2933,248.0000,229.8885
0.7551,235.6489,248.0000,229.9547
0.7755,235.9088,248.0000,229.9114
0.7959,236.0455,248.0000,229.7494
0.8163,236.1139,247.9615,229.5123
0.8367,236.2439,247.8288,229.3302
0.8571,236.5681,247.7186,229.3919
0.8776,237.1457,247.6037,229.8468
0.8980,237.9363,247.4801,230.6965
0.9184,238.8220,247.3828,231.7641
0.9388,239.6554,247.3607,232.7719
0.9592,240.3165,247.4525,233.4820
0.9796,240.7659,247.6700,233.8163
1.0000,241.0708,247.9749,233.8952
